sgRNA	Gene	Input1_DOI_rep1	Input1_DOI_rep2	Input1_DOI_rep3	amCD19_1to2rep1	amCD19_1to2rep2	amCD19_1to2rep3
BRDN0007694896	Mars1	1528.3469363049219	1495.3938952051378	1456.8987229795005	1235.8174348557502	1219.7156997808347	1218.6296090084868
BRDN0007694895	Mars1	686.2642425490648	707.8341420387432	692.6239830558281	305.15184352976604	252.55750444900107	274.8566377634339
BRDN0007694894	Mars1	1182.4520765338152	1111.8490632937335	1343.910990995592	880.2822651357113	927.0230880356745	968.4017022274393
BRDN0007694119	Mark2	2075.36915862664	1945.7358607640338	2159.6272999525886	2613.2785603218904	2660.6639422185463	2859.8882416747265
BRDN0007694118	Mark2	1106.2004940283637	1093.5337201968407	1169.3770960610998	3036.3083745609742	3201.019533132688	2926.878389946818
BRDN0007694117	Mark2	1296.2769025926777	1400.5850603506333	1487.212504731281	1513.4010433002727	1508.4926913019792	1539.7882610188074
BRDN0007694116	Mark2	2037.7959150732293	2093.3359786625238	2222.0920623501966	4586.783940906919	4691.8919334265975	4603.602395227695
BRDN0007694115	Mark2	1660.95838414049	1518.0187307954172	1614.8978278675675	2888.960911174327	2786.9426944430465	2770.2396608988397
BRDN0007694114	Mark2	875.2355557147492	896.3744386244053	1060.9823613123096	1076.1117971205456	1081.6900868842874	1026.5255073458716
BRDN0007694863	Marchf9	1719.5284402678658	1792.7488772488107	1754.5249438151614	1551.426195141988	1724.8307086788368	1745.684452031559
BRDN0007694862	Marchf9	1546.0284626829975	1449.066850901232	1340.2365932074977	1186.3847374615202	1196.2219784367414	1109.2780434466904
BRDN0007694861	Marchf9	926.0699440517169	876.9817224041658	901.1460575301954	580.8341943822027	545.2501161941613	591.0895435772773
BRDN0007694860	Marchf9	1336.0603369433481	1166.7950925844123	1166.6212977200287	1053.2967060155165	853.6052088353835	942.7878220057573
BRDN0007694859	Marchf9	1699.6367230925307	1662.386729323867	1463.328919108666	3106.6549054681477	3248.0069758208742	2957.4180163649776
BRDN0007694858	Marchf9	1385.7896298816863	1397.3529409805935	1483.5381069431862	943.9743944705847	920.1707526436473	928.9957326556208
BRDN0007692079	Mapk10	1983.6462405403722	1876.7839808698486	2230.3594573734094	1969.7028654008575	1847.1938406793217	1989.016314137538
BRDN0007692078	Mapk10	1886.3978454609558	1711.9458929978125	1865.6754769050224	2807.206834714639	2744.84977703488	2729.8485420877255
BRDN0007692077	Mapk10	1563.7099890610734	1605.2859537864952	1510.177490906872	1792.8859093368808	1654.3495446465574	1659.9764682128537
BRDN0007692076	Mapk10	850.9234569448951	887.7554536376322	820.3093061921147	530.4508681919298	411.1401235216297	430.51021757211697
BRDN0007692075	Mapk10	1479.7227387652135	1356.412762293421	1291.5508225152444	847.9608860702533	985.7573913959072	863.9758828621203
BRDN0007692074	Mapk10	990.1654771722415	892.0649461310188	961.7736210337561	987.7033190885574	1065.0487009322217	1095.485954096554
BRDN0007692073	Map3k7	1920.6558028184775	1787.3620116320774	1815.152507318722	1025.7284709302728	1235.3781806768966	1123.0701327968268
BRDN0007692072	Map3k7	1654.3278117487116	1669.9283411872937	1623.1652228907801	1695.9217721405066	1612.2566272383906	1695.4418408274903
BRDN0007692071	Map3k7	1396.8405838679835	1599.8990881697619	1467.0033168967607	1440.2026260049706	1390.0451795255099	1521.0704254721936
BRDN0007692070	Map3k7	1331.6399553488293	1078.4504964699877	1332.8877976313086	1098.9268882255749	1139.4454851885164	1123.0701327968268
BRDN0007692069	Map3k7	1504.0348375350677	1423.2098959409127	1504.66589422473	943.0237656745418	1051.3440301481673	960.5205083130757
BRDN0007692068	Map3k7	1392.4202022734646	1488.9296564650579	1512.9332892479429	1270.9907003093372	1260.8297121329977	1316.1593836987374
BRDN0007692067	Map3k6	1496.2991697446596	1582.6611181962157	1534.0610765294866	1452.560800353528	1579.9527603902625	1507.278336122057
BRDN0007692066	Map3k6	878.5508419106384	888.8328267609788	907.576253659361	300.3986995495516	346.53238982537357	341.8467860355254
BRDN0007692065	Map3k6	2368.2194392635197	2491.964034300781	2366.312175532909	2818.6143802671536	2452.1571652897196	2781.07630253109
BRDN0007692064	Map3k6	2056.5825368499345	2133.1987842263493	2177.080689446038	2433.609717869785	2331.7518434012422	2305.2492199513813
BRDN0007692063	Map3k6	1421.1526826378376	1368.2638666502341	1362.2829799360652	1477.2771490506432	1457.5896283897775	1346.6990101168967
BRDN0007692062	Map3k6	1292.9616163967885	1361.7996279101542	1391.6781622408218	663.5388996379336	696.0014948187587	628.5252146705049
BRDN0007692061	Map2k1	2009.063434708856	1888.6350852266617	2082.4649464026024	2359.4606717784404	2316.0893625051804	2232.348176243517
BRDN0007692060	Map2k1	2167.0920767129082	2062.092158085471	2430.614136824564	2644.6493105913055	2733.102916362833	2650.0514537047934
BRDN0007692059	Map2k1	1873.136700677399	1870.3197421297689	1958.4540210544105	1591.3526045757892	1424.3068564856455	1649.1398265806038
BRDN0007692058	Map2k1	1036.5794839146904	1003.0343778357228	1116.0983281337283	938.2706216943274	844.7950633313485	929.9808818949163
BRDN0007692057	Map2k1	1584.7068016350383	1527.715088905537	1659.909200771726	1210.1504573625925	1144.3400104685359	1156.5652069328726
BRDN0007692056	Map2k1	1509.5603145282164	1528.7924620288836	1376.9805710884434	1818.5528868300387	1835.4469800072752	1740.7587058350816
BRDN0007692055	Magel2	2101.8914481937536	2003.9140094247523	2095.3253386609335	2204.50817802345	2407.1275327135413	2321.011607780109
BRDN0007692054	Magel2	1856.560269697953	1880.0161002398886	1890.4776619746608	2400.3377100082844	2543.1953354980806	2651.036602944089
BRDN0007692053	Magel2	1331.6399553488293	1417.8230303241796	1302.5740158795281	1180.680964685263	1134.5509599084971	1084.6493124643039
BRDN0007692052	Magel2	1347.1112909296455	1432.9062540510326	1540.4912726586522	1675.958567423606	1795.3118727111162	1810.7043018250595
BRDN0007692051	Magel2	1239.9170372625613	1302.544106126089	1359.527181594994	1325.1765416837816	1330.3319711092731	1297.4415481521237
BRDN0007692050	Magel2	1696.3214368966414	1516.9413576720706	1636.0256151491112	1552.376823938031	1608.341007014375	1327.981174570283
BRDN0007692049	Maea	1647.697239356933	1794.903623495504	1712.2693692520738	4935.6647090546585	5196.028037268596	5247.889997726927
BRDN0007692048	Maea	1568.1303706555923	1687.1663111608398	1671.8509935830334	3289.1756343083816	3448.6825123016697	3355.418309040344
BRDN0007692047	Maea	1752.681302226758	1886.4803389799686	1661.7463996657732	2114.198442399376	2032.206896264055	2222.4966838505625
BRDN0007692046	Maea	2228.977419036173	2319.584334565318	2482.055705857888	2112.2971848072903	2056.679522664152	2087.5312380670844
BRDN0007692045	Maea	1792.4647365774283	1923.1110251737543	1842.7104907294313	2415.5477707449704	2190.7895153366835	2441.1998149741553
BRDN0007692044	Maea	1492.9838835487703	1549.2625513724697	1367.794576618207	1605.6120365164325	1634.7714435264797	1627.4665433161035
BRDN0007694113	Lysmd3	1542.7131764871085	1548.1851782491233	1822.501302894911	1923.122054394756	1880.4766125834537	1895.4271364044691
BRDN0007694112	Lysmd3	1336.0603369433481	1173.259331324492	1300.7368169854808	1310.9171097431383	1201.116503716761	1277.7385633662145
BRDN0007694111	Lysmd3	1475.3023571706947	1577.2742525794824	1493.6427008604462	1862.2818114480115	1643.5815890305148	1759.4765413816954
BRDN0007694110	Lysmd3	1614.5443773980412	1414.5909109541396	1579.9910488806688	1481.0796642348146	1444.8638626617271	1568.3575889583758
BRDN0007694109	Lysmd3	1508.4552191295866	1541.7209395090433	1763.7109382853978	2257.7433906018514	2204.494186120738	2240.229370157881
BRDN0007694108	Lysmd3	1838.878743319877	1849.8496527861826	1684.7113858413643	2237.780185884951	2298.4690714971107	2417.556233231064
BRDN0007695619	Lsm4	1087.4138722516582	1154.9439882275992	1251.1324468462042	379.3008896211111	413.0979336336374	363.5200693000255
BRDN0007695618	Lsm4	1170.296027148888	1168.9498388311056	1199.69087781288	1120.7913505345612	1095.3947576683418	1055.09483528544
BRDN0007695617	Lsm4	1070.8374412722121	1138.7833913773995	1117.016927580752	512.3889210671149	466.93771171385083	397.01514343607124
BRDN0007695616	Lsm4	572.4394164902021	705.6793957920498	714.6703697843956	188.2245016164912	170.32947974467513	225.59917579866084
BRDN0007695615	Lsm4	1710.687677078828	1840.1532946760628	1673.6881924770807	1205.3973133823781	1152.1712509165668	1177.2533409580774
BRDN0007695614	Lsm4	674.1081931641377	727.2268582589827	671.4961957742843	168.26129689959063	187.949770752745	126.09910262981916
BRDN0007692043	Lrrd1	1733.8946804500524	1634.3750281168545	1924.4658415145357	1520.055444872573	1517.3028368060143	1431.4218446963066
BRDN0007692042	Lrrd1	1649.9074301541925	1557.881536359243	1728.8041592984994	2064.765745005146	2047.8693771601172	1997.8826572911973
BRDN0007692041	Lrrd1	1773.6781148007228	1761.505056671758	1850.0592863056204	2371.818846126998	2348.3932293533085	2592.9127978256565
BRDN0007692040	Lrrd1	1480.8278341638434	1438.2931196677657	1520.282084824132	1412.634390919727	1267.6820475250247	1207.7929673762367
BRDN0007692039	Lrrd1	1279.7004716132317	1191.574674421385	1117.9355270277756	2387.979535659727	2136.94973725647	2121.02631220313
BRDN0007692038	Lrrd1	1397.9456792666133	1479.2332983549381	1477.1079108140207	667.3414148221052	713.6217858268286	724.0846908821646
BRDN0007692037	Lrp6	1026.6336253270226	1009.4986165758027	1127.121521498012	1347.9916327888106	1458.5685334457814	1286.6049065198736
BRDN0007692036	Lrp6	1194.6081259187422	1161.408226967679	1312.6786097967884	985.8020614964717	1138.4665801325125	1155.5800576935771
BRDN0007692035	Lrp6	1235.4966556680424	1088.1468545801074	1216.2256678593055	1091.3218578572319	1192.306358212726	1173.3127440008955
BRDN0007692034	Lrp6	1400.1558700638727	1324.0915685930217	1360.4457810420179	1357.4979207492395	1509.4715963579831	1621.5556478803308
BRDN0007692033	Lrp6	2256.6048040019164	2391.7683338295433	2300.1730153472063	3127.568738981091	3386.0325887174213	3121.93793932732
BRDN0007692032	Lrp6	1462.0412123871379	1467.382193998125	1678.281189712199	950.6287960428849	1057.2174604841905	1135.877072907668
BRDN0007692031	Lrp2	1732.7895850514226	1624.6786700067346	1663.5835985598205	2038.1481387159452	2070.3841934482066	2010.6895974020383
BRDN0007692030	Lrp2	1657.6430979446006	1591.2801031829888	1556.1074632580542	1001.9627510292006	1076.7955616042682	1087.6047601821901
BRDN0007692029	Lrp2	1968.174904959556	2270.0251708913725	2197.2898772805584	3053.4196928897463	2965.103414635753	3014.556672244114
BRDN0007692028	Lrp2	1690.7959599034928	1850.9270259095292	1969.4772144186943	2048.605055472417	1962.7046372877796	2065.857954802584
BRDN0007692027	Lrp2	2073.158967829381	1855.2365184029159	1962.1284188425052	1938.3321151314422	1992.071788967896	1921.0410166261513
BRDN0007692026	Lrp2	1129.407497399588	1084.9147352100674	1249.2952479521568	910.7023866090836	855.5630189473912	917.1739417840753
BRDN0007696452	Lpcat2b	1646.5921439583035	1666.6962218172537	1643.3744107253003	2139.8654198925337	2638.149125930457	2424.452277906132
BRDN0007692025	Lpar6	1128.3024020009582	1203.425778778198	1124.3657231569412	944.9250232666276	1098.3314728363534	1068.8869246355764
BRDN0007692024	Lpar6	1116.1463526160312	938.3919904349243	1070.168355782546	960.1350840033138	831.0903925472942	869.8867782978931
BRDN0007692023	Lpar6	1937.2322337979233	1985.5986663278595	1915.2798470442992	1832.812318770682	1878.518802471446	1952.565792283606
BRDN0007692022	Lpar6	1561.499798263814	1582.6611181962157	1562.5376593872197	1504.8453841358867	1572.1215199422315	1389.0604274066015
BRDN0007692021	Lpar6	1746.0507298349794	1660.231983077174	1699.4089769937427	3071.481640014561	2882.875389931427	2906.1902559216132
BRDN0007692020	Lpar6	1380.2641528885376	1370.4186128969275	1304.4112147735755	1428.795080452456	1506.5348811899714	1429.4515462177155
BRDN0007692019	Lpar2	1496.2991697446596	1583.7384913195624	1579.9910488806688	1474.4252626625143	1604.4253867903594	1398.9119197995562
BRDN0007692018	Lpar2	1357.057149517313	1453.3763433946187	1354.0155849128523	444.89427654807014	360.2370606094279	465.9755901867536
BRDN0007692017	Lpar2	1372.5284850981295	1318.7047029762887	1326.457601502143	1771.0214470278945	1762.0291008069842	1836.3181820467414
BRDN0007692016	Lpar2	1712.8978678760875	1620.3691775133482	1555.1888638110304	1637.9334155818906	1827.6157395592443	1677.709154520172
BRDN0007692015	Lpar2	1750.4711114294985	2114.8834411294565	2133.906515435927	2562.8952341316176	2537.321905162057	2685.51682631943
BRDN0007692014	Lpar2	1813.4615491513932	1533.1019545222703	1698.4903775467192	1659.7978778908769	1650.4339244225418	1654.065572777081
BRDN0007695613	Lmnb2	2049.9519644581565	2083.639620552404	1822.501302894911	1809.0465988696099	1865.7930367433955	1691.5012438703086
BRDN0007695612	Lmnb2	2184.7736030909837	2259.2514396579063	2266.1848358073316	6429.10254763803	6662.427811162408	6694.089081012666
BRDN0007695611	Lmnb2	1760.416970017166	1723.7969973546255	1792.1875211431309	2269.1509361543663	2148.696597928517	2056.991611648925
BRDN0007695610	Lmnb2	1343.7960047337563	1287.460882399236	1224.4930628825184	1332.7815720521246	1378.2983188534631	1372.3128903385789
BRDN0007695609	Lmnb2	1691.9010553021226	1647.3035055970142	1660.8278002187496	1586.5994605955748	1596.5941463423285	1538.803111779512
BRDN0007695608	Lmnb2	1804.6207859623553	1840.1532946760628	1873.9428719282353	3371.8803395641125	3329.256095469196	3479.5471131915724
BRDN0007695607	Lmnb1	1659.8532887418603	1603.1312075398018	1534.0610765294866	1066.6055091601168	1133.5720548524932	1168.3869978044181
BRDN0007695606	Lmnb1	1758.2067792199066	1774.4335341519177	1604.7932339503072	1638.8840443779336	1472.2732042298358	1506.2931868827616
BRDN0007695605	Lmnb1	1518.4010777172543	1523.4055964121503	1743.5017504508776	1108.4331761860037	1071.9010363242487	957.5650605951893
BRDN0007695604	Lmnb1	1726.1590126596443	1634.3750281168545	1767.3853360734925	1359.3991783413253	1396.897514917537	1284.6346080412827
BRDN0007695603	Lmnb1	1597.9679464185951	1479.2332983549381	1302.5740158795281	1228.2124044874072	1181.5384025966832	1080.708715507122
BRDN0007695602	Lmnb1	1183.5571719324448	1185.110435681305	1259.3998418694168	1100.8281458176607	1059.1752705961983	1185.134534872441
BRDN0007694107	Lipo2	1621.1749497898195	1852.0043990328759	1579.0724494336453	1578.043801431189	1708.1893227267708	1757.5062429031045
BRDN0007694106	Lipo2	834.347025965449	884.5233342675923	810.2047122748546	521.8952090275438	510.9884392340254	494.544918126322
BRDN0007694105	Lipo2	1369.2131989022403	1480.3106714782848	1392.5967616878454	944.9250232666276	1021.9768784680508	882.6937184087341
BRDN0007694104	Lipo2	1323.9042875584212	1488.9296564650579	1312.6786097967884	1786.2315077645806	1744.4088097989143	1876.7093008578554
BRDN0007694103	Lipo2	1854.3500789006935	1825.0700709492098	1907.0124520210863	1725.391264817836	1813.91106877519	1631.4071402732854
BRDN0007694102	Lipo2	2188.088889286873	2190.2995597637214	2173.4062916579433	3050.5678065016177	2887.7699152114465	3008.6457768083415
BRDN0007694101	Lin7a	1656.538002545971	1699.0174155176528	1564.374858281267	1516.2529296884013	1555.4801339901655	1605.7932600516033
BRDN0007694100	Lin7a	1532.7673178994407	1700.0947886409995	1620.4094245497092	3781.601350658596	3596.4971757582557	3632.245245282369
BRDN0007694099	Lin7a	2345.0124358922953	2285.1083946182257	2259.754639678166	2081.8770633339177	2296.511261385103	2122.0114614424256
BRDN0007694098	Lin7a	1397.9456792666133	1571.8873869627494	1598.3630378211417	1833.762947566725	1789.4384423750928	1903.308330318833
BRDN0007694097	Lin7a	1631.120808377487	1691.4758036542264	1595.6072394800708	1605.6120365164325	1599.5308615103402	1670.8131098451038
BRDN0007694096	Lin7a	1444.3596860090622	1496.4712683284845	1331.9691981842848	2085.6795785180893	1912.7804794315819	2089.501536545675
BRDN0007692013	Limch1	1421.1526826378376	1574.0421332094425	1499.1542975425882	1282.3982458618516	1380.256128965471	1218.6296090084868
BRDN0007692012	Limch1	2198.0347478745407	2249.5550815477864	2137.580913224021	3086.691700751247	2779.111453995016	3078.5913727983193
BRDN0007692011	Limch1	1460.936116988508	1432.9062540510326	1481.700908049139	1874.639985796569	1892.2234732555003	1805.7785556285821
BRDN0007692010	Limch1	1283.015757809121	1133.3965257606665	1060.9823613123096	1340.3866024204676	1194.2641683247336	1422.5555015426473
BRDN0007692009	Limch1	1649.9074301541925	1751.8086985616383	1690.2229825235063	3204.5696714605647	3442.8090819656463	3311.0865932720485
BRDN0007692008	Limch1	1363.6877219090916	1449.066850901232	1275.9346319158426	1547.6236799578166	1285.3023385330946	1556.5357980868303
BRDN0007696468	Lig4	1106.2004940283637	1001.9570047123761	1232.7604579057313	663.5388996379336	567.7649324822505	589.1192450986864
BRDN0007692007	Lhx9	1604.5985188103734	1667.7735949406003	1539.5726732116286	3647.5626904165492	3260.732741548925	3521.908530481277
BRDN0007692006	Lhx9	2130.623928558127	2087.9491130457905	2234.033855161504	1648.3903323383624	1595.6152412863246	1545.6991564545801
BRDN0007692005	Lhx9	1553.7641304734057	1586.9706106896022	1458.7359218735478	2036.2468811238593	2002.8397445839387	1980.149970983879
BRDN0007692004	Lhx9	1697.426532295271	1709.7911467511194	1568.0492560693615	2590.463469216861	2897.558965771485	2626.4078719617023
BRDN0007692003	Lhx9	1870.9265098801393	1958.6643382441935	2106.3485320252175	2313.830489568382	2143.8020726484974	2268.7986980974492
BRDN0007692002	Lhx9	2095.2608758019755	2340.0544239089045	2185.348084469251	1465.8696034981285	1555.4801339901655	1457.0357249179885
BRDN0007694095	Lgals3bp	1883.0825592650665	2013.610367534872	1953.8610238192923	2590.463469216861	2696.8834292906895	2633.3039166367703
BRDN0007694094	Lgals3bp	1691.9010553021226	1811.0642203457037	1717.7809659342156	2098.98838166269	2175.1270344406216	2006.7490004448564
BRDN0007694093	Lgals3bp	1393.5252976720944	1137.7060182540529	1364.1201788301123	1583.7475742074462	1227.5469402288657	1358.5208009884423
BRDN0007694092	Lgals3bp	1099.5699216365851	1023.504467179309	989.3316044444654	1085.6180850809744	1217.757889668827	1078.738417028531
BRDN0007694091	Lgals3bp	1733.8946804500524	2035.157830001805	1988.7678028061907	1829.9604323825533	1641.623778918507	1849.1251221575824
BRDN0007694090	Lgals3bp	1634.4360945733763	1600.9764612931085	1702.1647753348136	1078.0130547126314	958.3480498277986	1075.7829693106446
BRDN0007692001	Lgals1	2214.6111788539865	2308.810603331852	2117.371725389501	5795.033140677426	5925.312303991486	5819.276556518295
BRDN0007692000	Lgals1	1884.187654663696	1855.2365184029159	1996.11659838238	1988.7154413217152	2012.6287951439774	1921.0410166261513
BRDN0007691999	Lgals1	2468.783120538825	2379.91722947273	2369.0679738739796	3332.904558926354	3581.8135999181973	3677.5621102899604
BRDN0007691998	Lgals1	1571.4456568514815	1637.6071474868943	1496.3984992015173	1363.201693525497	1366.5514581814166	1236.362295315805
BRDN0007691997	Lgals1	1857.6653650965825	1877.8613539931953	1913.442648150252	1718.736863245536	1825.6579294472365	1795.9270632356274
BRDN0007691996	Lgals1	1842.1940295157663	1728.1064898480122	1754.5249438151614	2341.3987246536253	2440.4103046176733	2550.5513805359515
BRDN0007691995	Ldlrap1	2109.6271159841617	2195.6864253804542	1926.303040408583	1641.7359307660622	1764.9658159749958	1937.788553694174
BRDN0007691994	Ldlrap1	1017.7928621379848	1077.373123346641	1102.3193364283736	364.0908288844249	360.2370606094279	385.1933525645257
BRDN0007691993	Ldlrap1	1470.8819755761758	1385.5018366237803	1351.2597865717814	626.4643765922611	556.9969768662078	624.584617713323
BRDN0007691992	Ldlrap1	1411.20682405017	1425.364642187606	1558.863261599125	887.8872955040545	806.6177661471972	881.7085691694386
BRDN0007691991	Ldlrap1	1649.9074301541925	1701.1721617643461	1695.734579205648	1364.1523223215397	1416.4756160376146	1410.7337106711018
BRDN0007691990	Ldlrap1	1182.4520765338152	1235.7469724785972	1304.4112147735755	654.0326116775047	629.4359510104949	712.2629000106191
BRDN0007695601	Lcp1	1664.2736703363792	1758.2729373017182	1777.4899299907524	1117.9394641464326	1063.0908908202139	1088.5899094214858
BRDN0007695600	Lcp1	2589.2385189894662	2796.86062820788	2386.521363367429	1847.0717507113252	1914.7382895435894	2044.184671538084
BRDN0007695599	Lcp1	1827.8277893335799	1707.636400504426	2068.685954697248	1611.31580929269	1737.5564744068872	1643.228931144831
BRDN0007695598	Lcp1	1615.6494727966708	1554.649416989203	1456.8987229795005	1895.5538193095124	1903.9703339275468	1958.4766877193788
BRDN0007695597	Lcp1	1995.8022899252992	1925.2657714204474	2083.383545849626	3723.61299409998	3951.839711087664	3785.928526612461
BRDN0007695596	Lcp1	1096.254635440696	1104.307451430307	1139.0633143093194	1226.3111468953214	1215.8000795568191	1038.3472982174171
BRDN0007696386	Lcn9	2296.388238352587	2316.3522151952784	2223.9292612442437	2099.939010458733	2059.6162378321637	2304.264070712086
BRDN0007694869	Lcn15	1385.7896298816863	1380.1149710070472	1242.8650518229913	1295.707049006452	1181.5384025966832	1356.5505025098514
BRDN0007694868	Lcn15	1602.388328013114	1648.380878720361	1505.5844936717538	1289.0526474341518	1252.0195666289626	1278.72371260551
BRDN0007694867	Lcn15	2304.123906142995	2199.995917873841	2080.6277475085553	2138.9147910964907	2073.3209086162183	2216.58578841479
BRDN0007694866	Lcn15	1841.0889341171367	1853.0817721562225	1766.4667366264687	1794.7871669289666	1646.5183041985263	1884.590494772219
BRDN0007694865	Lcn15	1378.053962091278	1461.9953283813918	1359.527181594994	2064.765745005146	2070.3841934482066	2071.768850238357
BRDN0007694864	Lcn15	2067.633490836232	1961.8964576142334	1966.7214160776234	2219.718238760136	2370.9080456413976	2331.848249412359
BRDN0007691989	Lce3f	1321.6940967611617	1492.1617758350978	1417.3989467574838	1702.5761737128068	1443.8849576057232	1599.8823646158305
BRDN0007691988	Lce3f	1059.7864872859147	1094.6110933201874	1111.50533089861	628.3656341843468	677.402298754685	717.1886462070964
BRDN0007691987	Lce3f	1455.4106399953594	1444.7573584078457	1216.2256678593055	723.4285137886354	658.8031026906114	665.9608857637324
BRDN0007691986	Lce3f	1182.4520765338152	1444.7573584078457	1367.794576618207	1279.546359473723	1147.2767256365476	1286.6049065198736
BRDN0007691985	Lce3f	1790.2545457801689	1861.7007571429958	1860.1638802228806	936.3693641022415	1058.1963655401944	869.8867782978931
BRDN0007691984	Lce3f	947.0667566256819	1033.2008252894288	865.3206790962734	547.5621865207016	587.3430336023281	524.0993953051859
BRDN0007691983	Lce3e	1515.085791521365	1532.0245813989236	1489.049703625328	1664.5510218710913	1540.7965581501073	1575.253633633444
BRDN0007691982	Lce3e	1180.2418857365558	1135.5512720073596	1128.0401209450356	393.56032156175434	474.7689521618818	444.3023069222534
BRDN0007691981	Lce3e	1720.6335356664956	1750.7313254382916	1693.897380311601	1026.6790997263156	1215.8000795568191	1260.9910262981916
BRDN0007691980	Lce3e	1048.7355332996174	1076.2957502232944	1040.7731734777894	564.6735048494736	586.3641285463242	553.6538724840498
BRDN0007691979	Lce3e	1468.6717847789162	1398.43031410394	1449.5499274033114	986.7526902925144	832.0692976032981	973.3274484239166
BRDN0007691978	Lce3e	2152.7258365307216	2315.2748420719317	2154.115703270447	3547.7466668320462	3482.9441892618056	3500.235247216777
BRDN0007691977	Lce1f	1626.7004267829682	1530.947208275577	1960.2912199484579	835.6027117216958	788.9974751391273	743.7876756680739
BRDN0007691976	Lce1f	1226.6558924790045	1318.7047029762887	1240.1092534819204	979.1476599241714	905.4871768035891	910.2778971090071
BRDN0007691975	Lce1f	1779.2035917938715	1889.7124583500083	1899.6636564448972	1936.4308575393566	1817.8266889992053	1779.1795261676048
BRDN0007691974	Lce1f	1596.8628510199653	1560.0362826059363	1623.1652228907801	1398.3749589790837	1326.4163508852575	1368.372293381397
BRDN0007691973	Lce1f	2205.770415664949	2294.804752728345	2420.509542907304	2474.4867560996295	2599.9718287463056	2544.640485100179
BRDN0007691972	Lce1f	2156.041122726611	2185.9900672703347	2153.1971038234233	2997.332593923216	3057.1204899001177	3037.2151047479097
BRDN0007691971	Lce1c	1439.9393044145431	1497.5486414518311	1570.8050544104324	1577.093172635146	1433.1170019896804	1520.0852762328982
BRDN0007691970	Lce1c	891.8119866941952	916.8445279679916	945.2388309873304	523.7964666196295	531.5454454101069	593.0598420558682
BRDN0007691969	Lce1c	1722.843726463755	1691.4758036542264	1783.920126119918	1423.0913076761985	1327.3952559412614	1451.1248294822158
BRDN0007691968	Lce1c	1319.483905963902	1299.311986756049	1544.1656704467468	1039.987902870916	1032.7448340840936	964.4611052702575
BRDN0007691967	Lce1c	1865.4010328869906	2068.556396825551	1678.281189712199	2446.9185210143855	2612.697594474356	2497.3533216139967
BRDN0007691966	Lce1c	1109.5157802242527	1185.110435681305	1251.1324468462042	1217.7554877309356	1139.4454851885164	1117.159237361054
BRDN0007695007	Lbhd2	1527.241840906292	1613.9049387732682	1483.5381069431862	1331.8309432560816	1317.6062053812227	1185.134534872441
BRDN0007695006	Lbhd2	1805.725881360985	1976.9796813410862	2031.0233773692785	2285.3116256870953	2472.714171465801	2352.5363834375635
BRDN0007695005	Lbhd2	1476.4074525693245	1596.666968799722	1620.4094245497092	1575.1919150430601	1569.1848047742199	1512.2040823185343
BRDN0007695004	Lbhd2	1064.2068688804336	1180.8009431879186	1256.644043528346	713.9222258282065	705.7905453787976	736.8916309930057
BRDN0007695003	Lbhd2	1749.3660160308686	1606.3633269098418	1716.862366487192	1579.9450590232746	1667.0753103746079	1592.9863199407623
BRDN0007695002	Lbhd2	1200.1336029118909	1238.9790918486372	1176.725891637289	595.0936263228459	670.5499633626579	581.2380511843227
BRDN0007695595	Lamtor3	1128.3024020009582	1061.2125264964413	1192.3420822366909	447.74616293619874	518.8196796820565	456.12409779379897
BRDN0007695594	Lamtor3	1268.6495176269345	1423.2098959409127	1325.5390020551192	766.2068096105652	712.6428807708247	807.822376222279
BRDN0007695593	Lamtor3	1218.9202246885964	1140.9381376240929	1070.168355782546	144.4955769985185	159.56152412863247	166.4902214409331
BRDN0007695592	Lamtor3	1187.977553526964	3367.8683835816	1315.4344081378592	848.9115148662962	849.689588611368	879.7382706908477
BRDN0007695591	Lamtor3	984.6400001790928	1074.141003976601	993.9246016795836	599.8467703030603	600.0687993303785	643.3024532599368
BRDN0007695590	Lamtor3	1139.3533559872556	992.2606466022564	1030.6685795605295	365.9920864765107	345.5534847693697	360.5646215821391
BRDN0007695589	Lamtor2	948.1718520243116	966.403691641937	872.6694746724625	461.05496608079915	464.97990160184304	483.7082764940719
BRDN0007695588	Lamtor2	901.7578452818628	949.1657216683908	981.0642094212526	550.4140729088303	521.7563948500681	458.09439627238993
BRDN0007695587	Lamtor2	1575.8660384460004	1857.3912646496092	1721.4553637223103	915.4555305892981	749.8412728989722	797.9708838293244
BRDN0007695586	Lamtor2	1238.8119418639317	1435.061000297726	1405.4571539461765	748.1448624857504	606.9211347224057	676.7975273959825
BRDN0007695585	Lamtor2	1466.4615939816567	1441.5252390378057	1450.468526850335	595.0936263228459	711.6639757148208	673.8420796780961
BRDN0007695584	Lamtor2	870.8151741202303	796.1787381531677	830.4139001093748	405.91849591031183	283.88246624112526	361.5497708214346
BRDN0007695583	Lamtor1	980.2196185845739	1037.5103177828153	987.494405550418	301.34932834559453	285.840276353133	307.3665626601842
BRDN0007695582	Lamtor1	856.4489339380438	706.7567689153965	760.6003421355779	654.0326116775047	582.4485083223086	512.2776044336404
BRDN0007695581	Lamtor1	1286.3310440050102	1245.4433305887171	1228.167460670613	1337.534716032339	1369.4881733494283	1263.946474016078
BRDN0007695580	Lamtor1	1105.0953986297338	1131.2417795139731	1093.1333419581372	1126.4951233108186	1066.0276059882253	1081.6938647464174
