sgRNA	Gene	Input1_DOI_rep1	Input1_DOI_rep2	Input1_DOI_rep3	AR2480_SP	AR2481_SP	AR2482_SP	AR2483_SP
BRDN0007692414	Olfr297	139.38509853464817	143.75375807931098	128.82448000908664	104.63758287799104	48.264309710513615	9.824730054000861	45.07558556980747
BRDN0007692413	Olfr297	561.6642136218663	519.1332897399344	546.642913835349	437.01578731396256	1068.396310410006	466.67467756504095	498.20384050839834
BRDN0007692412	Olfr297	552.5918107586643	550.7186225010224	579.3657095595822	482.153568163292	76.78412908490802	741.7671190770651	830.339734180664
BRDN0007692411	Olfr297	465.16683771326376	461.63178650821	492.2197377887295	334.42992174730466	171.11891624636644	474.86195261004167	405.68027012826724
BRDN0007692410	Olfr297	545.9936995854266	554.7680241370593	661.3449241108192	455.481243115961	533.1012390752186	604.220898321053	379.5838784825892
BRDN0007694221	Olfr286	532.3850952906237	571.3705708448108	481.1973223868825	223.63718693531416	618.6606971984017	414.27611727703635	298.922304305039
BRDN0007694220	Olfr286	526.6117480140406	538.5704175929117	624.833173092201	451.37780849329465	890.6958973849331	371.7022870430326	265.7087149378125
BRDN0007694219	Olfr286	483.724025387995	587.1632372253548	552.8430224988879	662.7046915606098	451.9294454711729	895.6878899230786	249.10192025419917
BRDN0007694218	Olfr286	503.105976959381	483.9034955064131	473.6194117981127	320.0679005679726	340.0440002331641	646.7947285550567	282.31550962142575
BRDN0007694217	Olfr286	560.4270677768842	596.4768609882398	606.9217480641997	800.1697514199315	1347.0130073752437	646.7947285550567	517.1830344325278
BRDN0007694216	Olfr286	451.14585147013344	477.82939305235766	439.5188141486486	611.411758777281	704.220155321585	684.45619376206	723.5817683574357
BRDN0007694215	Olfr223	513.0031437192376	487.95289714245	552.8430224988879	363.1539641059689	576.9778842665946	194.8571460710171	548.0242245592382
BRDN0007694214	Olfr223	443.3105944519136	424.3772914566702	448.4745266626493	186.70627533131733	355.4008260501457	108.07203059400948	244.35712177316682
BRDN0007694213	Olfr223	454.032525108425	511.8443667950679	531.1426421765017	233.89577349197995	1303.1363621838675	790.8907693470694	702.23017519279
BRDN0007694212	Olfr223	940.6432241347115	995.747862301481	943.1054178205328	2012.7346824178276	1551.039407515142	1902.7227204581668	1795.9062250707502
BRDN0007694211	Olfr223	429.70199015711063	439.76501767361054	376.1399255880284	781.704295617933	300.5550195609257	196.49460108001725	396.1906731662025
BRDN0007694210	Olfr223	635.8929643207914	614.2942281868022	579.71016004089	1497.753637273205	443.15411643289775	830.1896895630728	1024.876471902991
BRDN0007696457	Olfr195	739.8132152992865	751.1640034848505	782.2470430498283	1124.3410866105703	1393.0834848261884	718.8427489510631	282.31550962142575
BRDN0007692409	Olfr139	653.2130061505405	724.4379526870067	695.1010712789756	1360.2885774138833	296.1673550417881	862.9387897430757	1264.4887951951255
BRDN0007692408	Olfr139	533.6222411356057	575.0150323172439	526.6647859195014	685.2735819852746	754.6782972916674	217.7815161970191	687.9957797496929
BRDN0007692407	Olfr139	727.4417568494656	654.7882445471715	636.5444894566634	855.5661188259267	669.1188391684842	1413.123672767124	771.0297531677594
BRDN0007692406	Olfr139	494.4459560445064	527.2320930120082	519.4313258120393	697.5838858532735	985.0306845463915	225.96879124201982	600.2170078505942
BRDN0007692405	Olfr139	644.552985235666	694.4723805803334	678.9118986575128	514.9810451446225	737.127639215117	1452.4225929831273	747.3057607625975
BRDN0007692404	Olfr139	460.63063628166276	471.3503504346986	501.5199007840379	443.170939247962	351.0131615310081	340.5906418720299	417.5422663308482
BRDN0007692403	Olfr1388	593.0052416947458	642.235099475457	615.188559615585	395.9814410872994	1015.7443361803547	556.7347030600488	412.7974678498158
BRDN0007692402	Olfr1388	644.1406032873386	612.2695273687838	625.8665245361242	574.4808471732841	917.0218844997587	844.9267846440741	932.3529015228598
BRDN0007692401	Olfr1388	744.3494167308875	735.7762772679101	730.5794708536706	1066.893001893242	980.6430200272539	854.751514698075	958.4492931685378
BRDN0007692400	Olfr1388	800.845743651736	788.4184985363902	855.9594460496801	322.11961787930574	594.528542343145	433.9255773850381	296.5499050645228
BRDN0007692399	Olfr1388	460.63063628166276	477.0195127251503	452.2634819570342	771.4457090612672	785.3919489256307	427.3757573490375	104.38556658271204
BRDN0007692398	Olfr1388	643.3158393906839	628.4671339129314	666.1672308491272	389.8262891532999	756.8721295512362	605.8583533300531	934.725300763376
BRDN0007696450	Olfr1364	535.2717689289152	534.116075793271	571.4433484895047	500.6190239652904	386.1144776841089	465.0372225560408	415.169867090332
BRDN0007696387	Olfr1356	599.1909709196563	602.9559036058988	663.7560774799732	293.3955755206415	908.2465554614835	163.74550090001435	287.0603081024581
BRDN0007694209	Olfr1318	955.4889742744965	886.4140181284839	903.8380629514529	1372.5988812818823	1531.2949171790228	1585.056448712139	970.3112893711187
BRDN0007694208	Olfr1318	597.1290611780194	624.0127921132909	611.0551538398923	572.429129861951	708.6078198407226	591.1212582490518	374.83908000155685
BRDN0007694207	Olfr1318	639.6044018557376	705.8107051612368	730.5794708536706	229.79233886931365	440.96028417332894	630.4201784650553	680.8785820281445
BRDN0007694206	Olfr1318	487.0230809746139	498.48134139614604	463.97479832149656	746.8251013252693	658.1496778706402	356.9651919620313	576.4930154454324
BRDN0007694205	Olfr1318	658.1615895304689	633.3264158761758	706.812387643438	562.1705433052852	561.621058449613	1264.115266948111	740.188563041049
BRDN0007694204	Olfr1318	611.9748113178044	709.45516663367	732.6461737415169	500.6190239652904	870.9514070488138	1231.366166768108	1622.721080513069
BRDN0007694203	Olfr1286	255.26442601463674	215.42816703716466	255.2378066490193	45.13778084932947	76.78412908490802	8.187275045000717	170.81274531716514
BRDN0007694202	Olfr1286	577.7471096066334	624.4177322768945	540.0983546905023	391.8780064646331	179.89424528464167	301.2917216560264	128.10955898787387
BRDN0007694201	Olfr1286	722.4931734695373	777.0801739554868	695.4455217602833	841.2040976465946	1445.7354590558396	1198.6170665881052	1278.7231906382224
BRDN0007694200	Olfr1286	454.8572890050797	522.7777512123675	511.164514260654	822.7386418445961	440.96028417332894	188.30732603501653	270.4535134188448
BRDN0007694199	Olfr1286	664.3473187553793	688.398278126278	661.0004736295115	1508.0122238298707	592.3347100835762	596.0336232760523	1020.1316734219586
BRDN0007694198	Olfr1286	938.993696341402	921.2388721984015	891.7822961056827	1243.3406906678933	1173.7002588693083	2382.497038095209	1496.9839207657112
BRDN0007692397	Olfr1248	373.6180451845895	373.7597710062086	391.64019724687574	264.6715331619773	541.8765681134938	343.86555189003013	529.0450306351088
BRDN0007692396	Olfr1248	586.8195124698353	502.9356831957866	542.1650575783486	1148.9616943465683	140.40526461240324	252.16807138602212	260.9639164567801
BRDN0007692395	Olfr1248	778.1647364937311	771.0060715014314	770.535726685366	379.56770259663415	129.43610331455923	388.076837133034	339.25309139381415
BRDN0007692394	Olfr1248	458.568726540026	509.8196659770494	511.50896474196173	430.86063537996307	298.3611873013569	373.33974205203276	208.7711331654241
BRDN0007692393	Olfr1248	565.7880331051399	585.9484167345437	576.6101057091205	874.0315746279251	1050.8456523334555	691.0060137980606	462.61785190065564
BRDN0007692392	Olfr1248	287.0178360358436	306.53970384799555	306.90537884517704	459.5846777386273	223.77089047601766	491.2365027000431	220.633129368005
BRDN0007692391	Olfr123	747.6484723175064	811.095147698197	746.7686434751333	576.5325644846173	1700.2200011658206	1287.039637074113	733.0713653195005
