sgRNA	Gene	pDNA_CP1704	AR2466_BM	AR2466_SP	AR2467_BM	AR2467_SP	AR2468_BM	AR2468_SP	AR2469_BM	AR2469_SP	AR2473_BM	AR2473_SP	AR2474_BM	AR2474_SP	AR2475_BM	AR2475_SP	AR2476_BM	AR2476_SP	AR2480_BM	AR2480_SP	AR2481_BM	AR2481_SP	AR2482_BM	AR2482_SP	AR2483_BM	AR2483_SP	ahEGFRv3_1to10rep1	ahEGFRv3_1to10rep2	ahEGFRv3_1to10rep3	ahEGFRv3_1to2rep1	ahEGFRv3_1to2rep2	ahEGFRv3_1to2rep3	amCD19_1to10rep1	amCD19_1to10rep2	amCD19_1to10rep3	NoCAR_T_rep1	NoCAR_T_rep2	NoCAR_T_rep3	amCD19_1to2rep1	amCD19_1to2rep2	amCD19_1to2rep3	Input1_DOI_rep1	Input1_DOI_rep2	Input1_DOI_rep3	Input2_ACT_rep1	Input2_ACT_rep2	Input2_ACT_rep3
BRDN0007693687	Zscan4f	377.0065571	266.1736151	367.2542073	686.9952835	569.6174959	261.2871382	467.5106049	480.0258	443.6104649	476.2941027	619.4982995	1224.903721	541.9287047	1528.214424	647.9972062	274.4251136	750.6448392	654.36277	1308.882683	2727.954432	2751.620372	994.3896473	527.268017	1018.919517	729.0053345	457.6864556	458.4639957	437.5367237	456.6483631	359.7554814	384.1242931	510.8326967	473.9765788	509.0276099	370.8359539	402.9120901	370.5101209	474.2410299	381.1334956	484.6939279	479.4787164	447.9709979	469.2974482	418.5743831	509.2451241	451.8425478
BRDN0007693686	Zscan4f	484.4061523	904.1877577	377.3621213	522.9551171	359.3156778	541.2376434	416.4672635	440.9397297	264.5383506	804.2810596	415.9175862	89.87459257	174.7276428	3232.138827	800.467137	182.1405621	170.0522491	1109.204075	471.058708	748.1093871	126.1159337	123.4414735	181.3801979	1146.789205	449.5532896	485.1280418	487.0029191	504.5713356	499.0843726	449.2081958	456.1475981	427.1467942	433.3500149	472.0428122	447.6931465	442.9175459	447.7773069	362.8339587	302.6100637	331.7640988	464.7641749	491.3790403	466.0950463	479.9911135	449.3158548	446.6621874
BRDN0007693685	Zscan4f	429.5983809	80.25335128	130.27978	55.50231196	158.6276571	87.5742606	193.7326824	331.0101572	230.6231775	99.82211732	122.5862359	4.348770608	42.316851	143.3423514	47.64685339	319.353119	100.6226326	114.9784712	34.76448029	32.11580702	120.3833913	78.17959986	112.4838436	32.30392127	70.87551864	161.7093473	216.3434518	173.0217686	174.3566477	214.8809768	183.7517652	147.3220576	172.9233233	167.4048736	184.4572621	132.3990083	157.3271619	119.3212347	106.1462993	102.369355	317.9776517	322.9558357	314.9999001	234.324192	208.0621298	222.4677003
BRDN0007693684	Zscan4f	518.6794757	402.6043122	480.687464	350.2812577	408.5863895	94.75247869	611.3600219	177.1087557	440.8972511	417.8268625	354.6244683	211.6401696	297.5830167	605.7370333	762.3496543	134.784016	219.3573391	1259.690604	570.1374768	156.8007049	122.2942387	101.4963226	227.7797834	179.0175637	283.5020745	306.7577315	260.5327526	315.2438506	217.7151792	232.3825948	240.0776832	231.8796883	270.8437593	287.1188239	269.0001738	257.1779299	309.999674	381.7061948	362.8217071	345.1844715	350.9956472	408.3828632	365.0738214	293.2510549	295.9583914	284.6320254
BRDN0007693683	Zscan4f	379.5179644	426.6803176	201.0351777	334.2472564	120.1724675	301.4851595	92.80607542	152.6799618	297.0969169	35.65075619	63.4821579	465.3184551	95.55417967	760.6392518	66.70559475	47.35654616	116.7222538	131.8870699	102.5552169	496.8504263	152.8677984	175.5612067	139.1987565	370.1490979	147.8260817	244.0341059	253.1678691	212.8801865	196.4971744	176.9608044	198.5257765	207.4713	177.0901503	203.4163871	195.9858409	155.2592688	209.4592392	346.7012407	330.8536696	313.3500989	277.4229399	281.6313793	297.8233806	214.6819044	214.5160511	210.6679905
BRDN0007693682	Zscan4f	694.0347983	751.7063903	717.6618913	326.8469482	624.8968309	246.930702	345.702631	516.6689908	443.6104649	318.0047452	626.0654193	369.6455017	597.8961528	832.3104275	247.7636376	1542.123426	591.6610797	503.8762415	398.0532994	568.6387008	726.1220425	533.5414797	575.0736506	1350.03471	530.5538824	512.569628	487.0029191	440.2543431	493.5492409	501.7130498	486.6189963	609.3379778	673.9842781	608.3025931	521.6681943	544.836207	469.1886958	723.2327901	766.9225306	770.579078	584.633854	587.223998	613.1144082	503.2298763	512.0110904	463.3544599
BRDN0007693681	Zscan4c	517.9408265	140.4433647	192.0503653	234.3430949	209.1000934	317.2772392	406.02658	318.7957603	252.3288883	112.6563896	249.5505517	623.3237872	148.7915083	6.935920229	57.17622407	47.35654616	148.9214962	164.0134075	361.5505951	130.3523932	273.2511897	1290.649184	239.0281677	107.6797376	155.926141	224.4329729	246.7235961	196.5744701	249.0809253	235.2995311	228.9971747	193.5236496	248.9679172	182.97742	245.9430161	207.6473656	239.2489977	220.3790152	200.4985653	217.5348794	301.1097627	328.8593294	340.0368608	221.044899	249.2442943	221.6043069
BRDN0007693680	Zscan4c	509.963415	121.7175828	371.7466135	559.9566584	378.5432726	179.4554521	298.1395173	1137.160356	424.617968	290.9101705	1151.435002	136.2614791	470.9455998	43.92749478	581.2916114	932.5596782	445.7582624	1320.561559	909.0911597	185.1381816	391.7237335	98.75317877	289.6458974	655.5004024	285.5270894	387.1223768	416.1159158	421.2310073	416.0573975	405.4541507	371.1970332	466.374561	397.9319849	417.5388999	432.321708	357.1915693	417.0566185	397.5345218	369.6498316	396.0570474	440.7184608	425.3988158	442.5137229	390.6325373	382.9326642	384.4978624
BRDN0007693679	Zscan4c	548.0777143	813.2339596	469.4564485	223.2426325	495.1105661	554.1584359	212.2938975	255.2808962	427.3311818	128.3427223	389.6491071	489.9614885	405.4227337	330.6121976	1924.932877	325.424471	590.6548534	578.2740758	625.7606453	1040.92998	831.2186539	2847.383321	431.65675	464.3688683	781.6557198	552.7519506	529.350999	505.4772088	443.7330558	412.2603355	431.216454	508.2175122	536.4789848	470.0962439	379.4823881	387.6719165	384.4740702	655.6580092	630.0496711	669.4581297	547.3091635	477.1412024	462.8926443	491.057191	490.8053489	458.7496951
BRDN0007693678	Zscan4c	329.5852778	327.7011844	371.7466135	266.4110974	192.275948	221.0891169	192.5726065	171.0015572	221.126929	376.4719853	192.6355136	165.2532831	472.3106595	388.4115328	200.1167843	185.7833734	500.094484	480.2042033	311.1420986	290.9314283	166.2437308	53.49130517	209.5011588	82.10579989	585.2292824	193.0711601	211.7403996	182.9863731	245.3908375	253.7734612	190.2153951	203.9843874	213.5498872	179.0842834	186.3786919	202.8848114	213.182959	185.9828429	195.5326565	215.974371	289.2663513	297.2582745	255.9010279	204.4457826	192.0809913	214.1215641
BRDN0007693677	Zscan4c	501.6905439	230.059607	288.6370987	526.6552712	1082.753932	1643.811941	581.1980473	359.1032702	721.7148848	173.9756902	720.1941362	117.4168064	438.1841668	87.85498957	752.8202836	499.0651403	274.699787	333.0993945	173.8224015	1418.763004	527.3939046	360.7234169	119.5140839	643.386432	554.8540602	372.421527	349.8319646	356.0081417	370.8538221	395.7310296	409.9788128	378.3300177	361.472248	363.0349876	388.1288223	388.6244274	407.747319	403.0135581	367.1668773	401.3627761	483.4265202	487.5591325	420.3880368	424.3840738	436.4080122	406.9460909
BRDN0007693676	Zscan4c	541.5776012	654.0648129	555.9352679	1142.114242	614.0813089	750.8416114	348.0227828	1162.810589	875.0114675	422.1049533	404.9723866	388.4901743	460.0251221	87.85498957	809.9965077	726.1337077	574.5552321	605.3278337	630.9753174	1509.44293	550.3240743	128.9277612	593.3522752	422.6429699	364.5026673	278.3360886	346.1495228	277.197179	363.4736466	347.115424	368.4269061	294.6441152	242.7176766	250.1340263	420.7931291	372.4317429	410.5401089	255.992751	263.8139017	263.1017265	470.8653262	470.1959156	453.576566	421.6175545	422.8855104	433.7112864
BRDN0007694815	Zscan26	465.053543	1427.172097	816.4948279	168.9737053	367.7277505	1203.069351	618.3204775	189.3231527	411.0518987	359.3596224	1017.903566	57.98360811	630.6575858	80.91906934	571.7622407	539.1360639	624.8665484	2402.711876	750.9127744	105.7932467	173.8871207	1360.599352	510.3954405	1582.892142	1042.882631	371.4414704	389.4182132	336.9848058	414.2123536	408.371087	427.5229512	459.4007358	430.2248946	396.1266486	400.618116	388.6244274	373.3029108	485.1991024	436.6895996	450.3627418	419.5438768	416.0226786	418.0590172	405.2950901	391.5378926	415.0044293
BRDN0007694814	Zscan26	554.873287	625.9761399	637.9216812	1032.343002	882.0659114	1675.3961	669.363819	641.2558397	786.8320173	370.7678643	260.4957514	1445.241432	985.5731103	330.6121976	809.9965077	1313.840588	942.8340674	424.4058276	676.1691417	578.0845264	619.1145836	1352.36992	683.3393501	1173.709139	860.6312977	938.8942708	1052.257725	949.3550444	940.9723845	984.9521695	973.2379926	835.9872972	832.3237066	893.4748487	1007.789937	1033.474274	1072.431305	678.1829362	709.5042109	653.5409434	824.7321034	762.9397537	813.7012207	963.8553541	924.1400653	980.5271086
BRDN0007694813	Zscan26	444.519095	78.91579542	153.8649125	204.7418619	258.3708051	199.5544627	302.7798211	214.9733862	457.1765342	77.00563336	137.9095154	1301.732002	505.0720925	30.05565433	171.5286722	905.845729	315.9550664	490.3493625	319.8332187	262.5939515	189.1739005	1163.092994	452.7474706	258.4313702	425.2531118	256.7748423	266.0564152	224.6565372	288.749369	282.9428246	280.7062142	255.4163483	240.6342631	257.9202995	229.6108627	227.6500935	215.0448189	479.7200662	531.3522349	543.6811478	362.8390586	374.0036936	341.2013706	230.7277168	240.6390659	254.4132562
BRDN0007694812	Zscan26	575.2600053	1375.007419	844.5723666	629.0262022	824.383127	427.8217977	599.7592624	1215.332496	902.143606	390.7322878	1611.133387	866.8549412	1274.965769	1683.116642	1419.876231	754.0619273	789.8876659	1624.916336	1621.763006	11363.32819	1922.312565	514.3394727	1339.963787	1561.356195	1180.583639	828.1478693	904.9600557	849.7089997	833.9598389	868.274716	894.7510578	1046.94551	1019.830925	1050.173597	977.04706	971.5610684	989.5785391	890.039006	917.1412699	904.1586022	656.0532137	696.9595292	740.3371035	787.9047212	827.9459048	863.9689991
BRDN0007694811	Zscan26	476.5764707	493.5581103	468.3333469	464.9860357	350.9036051	772.3762657	557.9965285	398.1893404	588.767406	283.7800192	348.0573485	330.5065662	335.8046886	393.0354796	428.8216805	307.2104148	255.5814868	270.5375793	258.9953782	309.8230795	450.9600053	537.6561955	704.4300708	1819.787565	720.9052753	720.3416378	609.4441067	705.6751714	668.8284106	538.6609101	635.2824848	732.2516471	748.9871653	751.375363	666.7361452	604.8443906	613.4828384	699.7946904	642.7748122	703.7893158	526.4934707	575.0697461	609.3297513	656.7717023	607.5905916	646.6816592
BRDN0007694810	Zscan26	519.1226652	597.887467	494.1646826	162.8067817	570.8192206	381.881202	435.0284785	780.4999648	770.5527342	1428.882308	1834.415459	388.4901743	354.9155245	506.3221767	438.3510512	382.4951805	435.6959991	229.9569424	401.5297474	249.3697957	615.2928886	412.8431501	483.6805276	461.6768748	402.9779488	615.4755762	602.0792232	690.2753281	612.5545719	639.7813697	600.194208	631.1311816	629.1908871	670.5927786	644.6397023	622.9420968	658.1674761	560.383656	556.4921479	516.2161989	509.2666905	555.2756787	502.7771049	572.392861	537.8267756	526.0943805
BRDN0007694929	Zpld2	489.428967	180.5700404	239.2206304	240.5100185	451.8484778	325.8911009	358.4634663	202.7589893	360.8574424	58.46724015	439.9970254	356.5991899	334.4396288	85.54301616	228.7048963	399.4949663	277.718466	950.2632474	413.6973155	202.1406677	110.8291539	499.2521815	274.1793689	205.9374981	127.5759335	458.6665122	475.9555939	432.1014849	449.2681875	394.7587175	449.6839681	371.3561925	397.9319849	338.7028838	481.3181682	449.5851219	493.3928746	379.2710675	334.8884705	372.6494205	472.3008913	477.835731	494.6255363	488.5673236	482.2001205	471.4127983
BRDN0007694928	Zpld2	505.2360601	738.3308317	338.053567	353.9814118	444.6381297	996.3366698	850.3356661	156.3442809	409.6952918	192.5140834	1330.936276	656.6643618	423.16851	829.9984541	419.2923099	1045.486827	566.5054215	202.9031845	338.9536829	6241.801553	775.804077	1700.74919	584.9159869	1000.075563	354.3775932	436.1252093	535.7952721	444.7837088	578.4212599	451.15282	507.8566375	552.675648	531.270451	542.119271	437.1252825	429.582394	458.0175364	505.5932931	528.2485419	558.0378256	473.7364563	425.0515515	428.8307328	414.701256	416.4315891	464.5056511
BRDN0007694927	Zpld2	392.3704607	171.2071494	330.1918561	374.9489519	304.0363427	288.5643669	624.1208572	589.9553725	350.004587	511.9448588	641.3886988	462.4192747	455.929943	1095.875396	257.2930083	207.6402408	371.2975143	262.08328	180.7752975	793.4493499	508.2854297	256.4839504	194.0346303	247.6633964	202.5014818	604.6949531	645.3479136	685.7459624	620.8572694	612.5566306	667.6006344	620.6704438	621.8989397	676.4324835	783.9433638	677.2352154	857.3864859	819.1159251	863.4473817	905.0949073	559.1525749	507.3531999	624.7595061	664.7946085	645.6994603	606.9655627
BRDN0007694926	Zpld2	508.4861166	486.8703311	494.1646826	282.4450986	445.8398544	1095.396079	511.5934908	279.7096901	249.6156745	1234.942194	477.2107042	385.5909939	297.5830167	1116.683157	543.1741287	639.9205083	206.2763968	537.6934389	425.8648836	1201.509016	309.5572918	189.276926	243.2463119	177.671567	455.6283341	530.2106477	530.2716095	519.0653058	458.493407	455.0420684	469.9982336	441.9661727	406.265639	376.6609656	456.3395806	481.9704908	479.4289253	330.8729136	320.6114829	298.057116	482.7087377	541.7323695	533.3454871	566.8598222	538.1341052	505.3729389
BRDN0007694925	Zpld2	492.8267533	437.3807645	907.4660535	2027.684463	952.9676672	792.4752763	612.5200978	537.4334656	864.1586121	1340.468433	2738.488949	804.5225625	864.0827962	2237.990261	657.5265768	1472.910013	1170.241217	2187.972673	1413.176124	1503.775435	1205.74476	1687.033471	950.4884787	729.530222	1194.758743	826.187756	751.2181134	779.9567684	820.1220097	787.5728107	784.8693489	627.644269	631.2743006	649.1805274	746.4754824	817.2543105	735.4346621	690.9673542	670.7080488	688.8084346	660.3599088	589.6548483	633.2022022	722.8915156	754.1868042	734.7477864
BRDN0007694924	Zpld2	554.873287	1012.529782	588.5052129	337.9474106	505.9260881	1162.871329	557.9965285	338.3387954	755.630058	469.1639514	326.1669492	866.8549412	522.8178688	467.0186287	1315.053154	1470.481472	662.0969225	92.99729289	208.5868818	672.5427823	317.2006817	1451.123099	456.9656148	598.9685402	348.3025487	550.7918373	646.268524	540.806261	581.1888257	581.442643	590.0370752	592.7751429	630.2325939	615.1155821	639.8361278	624.8471185	687.9572346	713.4922811	711.3664266	757.7829086	607.9617856	597.9891925	551.1042615	589.2686293	580.8529177	566.3860727
BRDN0007693675	Zmiz1	563.7370776	921.5759838	850.1878744	1422.092571	1188.505703	1951.039675	888.6181722	933.1799267	690.5129255	3187.177603	1006.958367	350.8008291	498.246794	196.5177398	514.5860167	431.0659971	825.1055873	628.9998719	630.9753174	3389.162223	886.6332308	5146.137871	992.6699201	1402.528582	1038.832602	736.0225442	724.5204109	773.6156564	643.9203181	740.9018294	720.2330496	596.2620555	610.4401653	607.329309	713.8111756	702.9530083	713.0923433	476.980548	415.8948568	444.120708	677.9455802	703.2102873	698.7058783	796.2042793	790.7590249	814.4677773
BRDN0007693674	Zmiz1	466.8263011	1982.257777	617.7058533	356.4481812	623.6951063	697.7227976	742.4486034	594.8411313	590.124013	600.3587342	529.7476625	410.2340274	956.9068564	124.8465641	171.5286722	284.1392769	292.8118609	148.7956686	185.9899696	1243.070648	1062.431199	154.9876278	687.5574942	2693.339436	739.1304086	699.7604482	690.4578248	655.852149	642.9977961	561.9964007	545.7150414	619.7987156	611.4818721	590.7834784	696.5183073	590.5567279	571.5909906	437.7141213	439.172554	469.0888433	575.3026814	527.8417959	552.5598987	660.9214814	636.4795727	571.2786353
BRDN0007693673	Zmiz1	351.4492944	131.0804737	174.0807405	192.4080148	298.0277194	381.881202	298.1395173	175.887316	212.9872874	225.3127791	466.2655046	210.1905794	133.7758515	13.87184046	28.58811204	352.1384201	274.699787	980.698725	220.7544499	251.2589608	676.440008	278.4291012	198.2527744	91.52777693	155.926141	267.5554655	255.00909	274.4795596	340.4105979	348.0877361	287.1698441	277.2095521	280.2191202	254.0271629	323.7609235	314.328581	309.999674	288.8669688	259.7791008	259.6686079	333.4099757	369.1419928	349.3529391	306.530348	309.4808932	320.6067505
BRDN0007693672	Zmiz1	387.0521864	107.0044684	279.6522863	389.7495684	173.0483532	35.89109041	201.853214	519.1118702	332.368697	376.4719853	155.4218349	189.8963166	80.53852287	275.1248357	362.1160858	105.641526	396.4531724	157.249968	175.5606255	243.7023003	527.3939046	39.77558589	165.9136694	353.9971373	95.17569645	199.9315566	204.3755161	200.1979626	207.5674378	208.074792	184.6751409	258.0315328	255.2181578	252.0805946	202.7108453	203.8373222	229.0087682	524.1611383	545.0084839	536.8149105	307.9286966	286.49308	284.4315179	198.082788	201.6082085	211.5313839
BRDN0007693671	Zmiz1	395.3250575	141.7809206	226.8665134	113.4713933	181.4604259	160.792085	196.0528343	244.2879389	175.0022935	77.00563336	177.3122341	334.8553368	177.4577622	136.4064312	295.410491	30.35676036	118.7347065	5.072579612	45.19382438	100.1257513	59.23627189	8.229431564	133.5745643	538.3986878	172.1262595	205.8118965	195.1694118	226.4682835	221.405267	251.828837	229.9205504	180.4477273	154.1726015	166.4315895	223.8465732	283.8482337	252.282017	93.14361691	81.62712487	67.10186382	284.2418738	333.3737658	325.7716157	284.121541	288.5824813	281.1784517
BRDN0007693670	Zmiz1	483.9629628	539.0350094	172.9576389	519.254963	193.4776727	152.1782233	269.1376187	373.7605465	269.9647783	223.8867489	512.2353431	2668.695563	180.1878817	1299.329056	181.0580429	347.2813385	253.5690341	16.90859871	45.19382438	268.2614469	200.6389854	187.905354	264.3370325	253.0473833	66.825489	246.9742758	229.2319978	237.3387611	217.7151792	191.5454861	209.6062849	150.8089702	132.2967594	139.1796333	239.2180117	260.9879733	284.8645653	67.27038999	77.90269332	80.21013489	373.246905	384.4216237	409.3251937	344.4316636	308.866234	358.5960603
BRDN0007693669	Zfpm2	478.3492288	362.4776366	718.7849929	638.8932799	698.2020361	927.4257762	375.8646055	343.2245542	510.0842043	203.9223254	267.0628712	478.3647669	241.6155686	1128.243024	781.4083957	682.4199728	315.9550664	74.39783431	330.2625628	1809.820184	296.1813594	399.1274309	358.5422516	803.5600416	303.7522227	478.2676452	496.2090234	499.1360968	515.6897676	512.408483	445.0670896	475.9635706	470.8514585	472.0428122	398.6966862	369.5742103	410.5401089	504.9845113	522.3515253	517.4646056	525.7756882	470.1959156	464.9305365	538.3646725	515.0843862	516.8848509
BRDN0007693668	Zfpm2	563.4416179	2902.496204	484.0567686	330.5471023	394.1656934	215.3465425	394.4258206	663.2417542	466.6727827	353.6555014	221.0930327	266.7245973	266.1866434	957.1569916	171.5286722	533.0647119	511.1629736	2549.816685	557.9699087	610.2003334	655.4206857	120.6983296	417.5962695	390.3390487	486.0035564	410.6437364	437.2899557	439.34847	523.9924651	449.2081958	502.3163833	475.9635706	440.6419623	434.0847304	463.064585	417.1997529	421.7112683	388.7071856	348.5447195	339.5666411	555.9225536	534.7870827	510.637546	478.6078538	496.0299519	506.5241301
BRDN0007693667	Zfpm2	393.995489	354.4523015	540.2118462	104.8377004	418.2001869	499.6039785	509.2733389	233.2949817	552.139019	131.1947828	459.6983848	439.2258314	697.5455116	968.7168586	400.2335685	375.209558	513.1754263	532.6208593	451.9382438	109.5715769	128.0267812	1185.038145	655.2183892	188.4395407	891.00652	313.618128	306.5632742	314.3379775	330.2628565	316.0014364	308.4074853	292.0289307	338.5546992	333.8364631	290.1359018	252.4153756	259.7294566	394.1862219	402.548977	397.9296575	359.250146	374.3509579	336.2522039	361.3074318	352.1997056	319.1677615
BRDN0007693666	Zfpm2	494.5995115	167.1944818	138.1414908	276.2781751	199.486296	57.42574466	248.2562518	145.3513237	176.3589004	9.982211732	201.3916733	42.03811588	84.63370199	57.79933524	257.2930083	1004.201633	196.2141336	155.5591081	505.8231883	523.2987379	389.812886	639.1525181	164.5076213	34.99591471	164.0262003	206.7919532	210.8197892	234.6211417	244.4683156	240.1610917	267.7789543	254.5446202	212.5081804	217.0423652	238.2572968	254.3203973	247.6273673	193.2882246	188.704532	160.7323715	365.3512973	334.7628232	339.4546059	171.24755	187.1637179	198.8682806
BRDN0007693665	Zfpm2	572.6008681	552.4105679	384.1007306	865.8360665	812.3658802	890.0990422	580.0379714	1877.352811	917.0662822	467.7379212	768.3530146	311.6618936	1130.26944	2108.51975	1400.81749	873.0604279	717.4393704	603.6369739	834.3475271	1469.770462	584.719329	493.7658938	742.393368	1659.613955	998.3323054	637.0368225	689.5372144	634.1111938	686.3563275	694.230848	700.8421598	657.2830261	641.6913683	619.9820029	706.1254563	670.5676394	737.296522	568.2978195	559.5958408	603.6046727	643.850911	645.9116713	590.4064671	759.6862234	768.0166356	735.6111798
BRDN0007693664	Zfpm2	403.8933884	473.4947725	522.2422214	714.1297472	483.0933193	399.1089254	375.8646055	393.3035817	550.7824121	521.9270706	1606.755307	498.6590297	692.0852728	996.4605396	1114.936369	738.2764119	506.131842	307.7364965	498.8702922	298.4880888	286.627122	440.2745887	534.2982573	234.2034292	307.8022524	332.2392044	360.8792898	314.3379775	365.3186905	383.0909721	360.1165248	313.8221345	304.1783759	334.8097472	366.0323794	393.3869816	399.3689494	293.7372232	264.124271	282.7641331	429.2339407	388.2415315	427.3750955	447.8994886	457.6137536	415.5800249
BRDN0007693663	Zfp984	405.6661465	86.94113055	361.6386995	171.4404747	266.7828778	245.4950584	440.8288583	410.4037374	465.3161757	258.1114748	641.3886988	442.1250118	294.8528973	651.9765015	543.1741287	162.7122355	206.2763968	179.2311463	132.1050251	506.2962518	550.3240743	495.1374658	334.6394348	133.2536752	542.7039713	252.8546157	329.5785351	302.5616268	276.7565837	303.361379	302.8672311	381.8169303	345.8466465	339.676168	329.525213	312.4235593	355.6152417	413.9716307	453.7599109	412.5984371	473.0186738	453.8744916	431.4508798	411.3814327	459.7650607	411.5508557
BRDN0007693662	Zfp984	479.8265272	391.9038654	357.1462933	431.6846485	326.8691116	447.9208083	227.3748848	225.9663435	203.491039	657.3999441	155.4218349	295.7164014	244.345688	41.61552137	104.8230775	120.212771	188.164323	571.5106363	175.5606255	455.2887936	364.9718687	187.905354	223.5616392	204.5915014	222.75163	402.8032832	366.4029524	424.8544998	432.6627925	403.5095265	436.7567083	340.8457072	370.8476089	370.8212608	327.6037831	374.3367646	305.3450243	240.164424	257.6065158	247.8087436	442.1540259	451.4436412	425.6283308	386.2061063	378.0153909	394.5707854
BRDN0007693661	Zfp984	298.4142811	326.3636285	229.1127165	878.1699136	254.7656311	387.6237764	349.1828588	158.7871603	321.5158415	139.7509643	496.9120636	189.8963166	225.2348521	258.9410219	581.2916114	241.6398124	272.6873343	175.8494266	203.3722097	122.7957327	527.3939046	681.6712479	115.2959397	672.9983598	271.3519856	410.6437364	392.1800445	384.0902088	369.9313002	346.1431119	362.8866519	414.0708719	428.1414811	400.0197852	341.0537918	306.7084942	324.8945533	199.9848245	198.9467188	197.2482695	378.6302738	378.8653943	393.0220565	471.6915553	426.2661359	443.4964116
BRDN0007693660	Zfp984	421.3255098	176.5573728	139.2645924	498.2874229	365.3243012	76.08911167	174.0113914	97.71517557	172.2890796	74.15357287	168.5560744	948.0319926	156.9818666	166.4620855	95.29370679	42.4994645	69.42961649	1097.368056	441.5088997	68.00994428	135.6701711	61.72073673	125.138276	343.2291635	168.0762299	246.9742758	266.9770256	274.4795596	254.616057	275.1643277	294.5568498	349.5629887	359.3888345	350.3822936	262.2751695	214.3149416	256.0057368	389.0115765	367.4772466	398.2417592	354.5845597	274.3388281	299.8612728	305.4237402	254.1615677	249.2328958
BRDN0007693659	Zfp984	514.0998506	975.078218	603.1055331	429.2178791	489.1019427	891.5346858	772.6105779	1004.023429	629.4656138	1699.828055	663.2790981	249.3295149	491.4214954	418.4671871	876.7021024	1214.270414	840.1989822	170.7768469	488.4409481	1887.275954	1068.163741	2120.4502	733.9570797	597.6225435	749.2554827	546.8716107	524.7479469	503.6654625	534.1402065	545.4670948	585.4201967	642.4636476	663.5672104	670.5927786	592.7610974	581.0316194	541.8012321	610.6081553	605.2201274	615.7766387	608.3206768	629.9375117	533.3454871	591.2051928	573.169678	550.8449914
BRDN0007693658	Zfp984	578.3623319	139.1058089	287.5139972	569.8237361	167.0397298	100.4950532	245.9360999	313.9100015	223.8401429	124.0646315	28.45751906	250.7791051	140.6011501	275.1248357	228.7048963	214.9258633	407.521662	507.2579612	149.4872653	35.89413726	357.3284788	26.05986662	130.7624682	559.9346353	202.5014818	315.5782413	266.9770256	322.4908357	303.5097201	289.7490094	298.2503526	184.8063681	207.2996466	213.1492286	246.903731	267.6555492	242.9727175	241.0775967	277.1597814	243.1272182	393.7037065	419.8425864	387.490635	207.212302	228.9605416	206.3510234
BRDN0007693657	Zfp983	456.4852122	196.6207106	359.3924964	249.1437114	335.2811843	218.2178297	400.2262003	368.8747878	473.4558173	172.5496599	737.7064556	340.6536976	324.8842109	2157.071191	400.2335685	473.5654616	651.0284329	422.7149677	849.9915432	1337.528904	374.5261061	341.5214099	607.4127556	1136.021231	1000.35732	393.0027167	421.6395784	423.0427536	367.1637344	321.8353091	333.3386294	393.1493963	448.9756164	348.4357253	402.5395459	458.1577195	458.0175364	384.7501038	349.7861967	384.5092848	554.1280973	505.9641425	462.8926443	504.889788	469.9069371	530.6991454
BRDN0007693656	Zfp983	504.349681	1559.590126	941.1591001	331.780487	556.3985245	643.1683402	653.1227558	592.3982519	504.6577766	429.2351045	1749.042902	2871.638192	1461.978949	1641.501121	1038.701404	208.8545113	1011.257458	749.0509227	1037.719737	4643.567862	1287.911202	979.3023561	680.527254	453.6008945	899.1065793	622.3359728	665.6013431	649.5110371	670.6734545	705.8985933	691.6084027	808.9637245	742.7369247	744.562374	595.6432421	593.4142604	633.9632974	726.8854809	751.0936965	717.833892	576.7382464	612.9215591	593.8999965	634.6395472	677.9690669	650.7108284
BRDN0007693655	Zfp983	519.4181249	501.5834455	494.1646826	256.5440197	435.0243323	213.9108989	330.6216437	736.5281358	405.625471	627.4533089	273.629991	240.6319737	561.0395406	124.8465641	142.9405602	406.7805888	283.7558239	309.4273563	389.3621793	362.7197028	355.4176313	519.8257605	1119.214244	701.2642909	741.1554234	297.9372216	284.4686238	283.5382909	261.0737106	245.9949643	233.6140533	226.6493194	269.8020526	289.0653922	272.8430335	297.1833856	258.7985267	280.6484143	273.4353499	280.891523	418.4672031	418.8007933	406.1227917	357.7109566	337.7552151	321.4701439
BRDN0007693654	Zfp983	651.1931441	399.9292005	366.1311058	594.4914303	450.6467531	562.7722976	489.5520479	875.772261	573.8447299	2599.653141	1444.766352	272.5229581	443.6444056	499.3862565	600.3503528	440.7801604	450.789394	1132.876113	778.7243586	670.6536172	2480.280029	1363.342496	840.8167312	650.1164156	763.4305864	454.7462856	490.6853608	500.04197	499.0843726	465.7375017	457.0709738	482.0656677	489.6021803	468.1496756	464.9860148	477.2079366	453.3628867	581.0822375	549.0432848	581.7575542	553.4103148	560.1373795	550.5220066	497.6968376	483.7367685	489.256262
BRDN0007693653	Zfp983	452.2010468	300.9500673	377.3621213	464.9860357	437.4277817	601.5346753	641.5219964	437.2754107	516.8672389	633.1574299	650.1448585	456.6209139	380.851659	1902.754116	533.644758	151.7838018	419.5963779	405.806369	253.7807062	570.5278659	384.0803435	322.3194029	255.9007443	215.3594751	354.3775932	468.4670787	473.1937626	485.5479998	523.0699432	598.944261	603.8877108	468.9897454	476.0599924	484.6955062	575.468229	657.2324875	585.5549399	362.5295678	386.7201429	365.7831832	546.9502723	493.8098907	559.838085	585.6721541	585.770191	555.7375541
