sgRNA	Gene	pDNA_CP1704	AR2466_BM	AR2466_SP	AR2467_BM	AR2467_SP	AR2468_BM	AR2468_SP	AR2469_BM	AR2469_SP	AR2473_BM	AR2473_SP	AR2474_BM	AR2474_SP	AR2475_BM	AR2475_SP	AR2476_BM	AR2476_SP	AR2480_BM	AR2480_SP	AR2481_BM	AR2481_SP	AR2482_BM	AR2482_SP	AR2483_BM	AR2483_SP	ahEGFRv3_1to10rep1	ahEGFRv3_1to10rep2	ahEGFRv3_1to10rep3	ahEGFRv3_1to2rep1	ahEGFRv3_1to2rep2	ahEGFRv3_1to2rep3	amCD19_1to10rep1	amCD19_1to10rep2	amCD19_1to10rep3	NoCAR_T_rep1	NoCAR_T_rep2	NoCAR_T_rep3	amCD19_1to2rep1	amCD19_1to2rep2	amCD19_1to2rep3	Input1_DOI_rep1	Input1_DOI_rep2	Input1_DOI_rep3	Input2_ACT_rep1	Input2_ACT_rep2	Input2_ACT_rep3
BRDN0007690895	Alg10b	553.986908	45.47689906	162.849725	275.0447904	111.7603948	58.86138827	76.56501222	76.95070076	122.0946234	96.97005683	137.9095154	131.9127084	43.68191071	917.8534436	524.1153873	83.78465858	107.6662169	118.360191	85.17297672	15.11332095	43.94949205	200.2495014	84.36288273	29.61192783	135.6759928	171.5099138	179.5190345	143.1279552	131.9206382	149.7360653	122.8089687	163.8848925	161.4645488	154.7521797	195.9858409	218.124985	197.3571498	97.70948048	90.31746516	91.44579581	444.6662646	430.9550452	468.4240659	292.4210991	282.7432192	283.1930364
BRDN0007690894	Alg10b	559.3051823	869.4113055	307.7298251	130.7387793	342.4915323	298.6138722	322.5011121	619.2699252	478.882245	403.56656	199.2026334	205.8418088	531.008227	1188.354333	943.4076972	505.1364923	254.5752605	86.23385341	184.2517456	1590.67703	685.9942454	795.5117178	347.2938672	188.4395407	226.8016596	294.9970517	267.897636	282.6324178	226.9403986	179.8777407	216.0699149	226.6493194	172.9233233	236.5080482	317.0359192	275.2756361	310.930604	255.992751	232.4666028	230.9552522	442.5129171	450.0545839	494.3344089	367.9470784	369.717492	405.5071019
BRDN0007690893	Alg10b	483.6675031	1167.686261	177.4500451	86.33692971	379.7449973	218.2178297	345.702631	813.4788366	440.8972511	228.1648396	61.29311797	598.6807537	386.3118978	247.3811548	142.9405602	432.2802675	389.4095882	453.1504454	248.5660341	151.1332095	433.762378	274.3143855	388.0692605	542.436678	275.4020153	171.5099138	211.7403996	191.1392313	161.4413405	186.6839255	175.4413839	212.7016689	206.2579398	223.8553543	234.4144372	188.5971486	205.7355194	129.3661346	151.1498472	136.0763378	406.6237916	376.4345439	420.0969093	317.3197736	355.8876607	337.299023
BRDN0007690892	Alg10b	524.5886694	912.2130928	798.525203	1882.145068	743.8675738	835.5445848	620.6406294	2100.876275	758.3432718	148.3071457	788.0543739	471.1168159	515.9925702	1095.875396	1353.170636	602.2781255	464.8765626	1129.494394	697.0278299	408.0596657	462.4250902	755.736132	632.7216205	263.815357	358.4276228	386.1423201	392.1800445	415.7957685	369.9313002	337.3923029	310.2542367	389.6624837	381.2646766	395.1533645	452.496721	440.0600134	461.7412562	571.3417285	537.2492515	523.0824361	454.3563285	419.495322	431.7420073	414.701256	362.341582	331.2552691
BRDN0007690891	Aldoc	501.9860036	1041.956011	845.6954682	325.6135635	952.9676672	1043.712909	895.5786278	724.3137389	949.6248485	848.4879973	584.4736607	1353.917249	1217.633261	1703.924403	1772.462946	1176.628031	733.5389916	1608.007737	1112.463369	1148.612392	699.3701778	2670.450543	1210.607367	1370.224661	1709.112507	698.7803915	734.6471256	663.0991341	732.4824248	764.23732	800.5667359	717.4322686	777.113248	778.6273192	740.711193	790.5840067	741.0202419	526.9006564	522.3515253	615.464537	609.3973506	605.629008	678.6180843	797.864191	677.0470781	680.0662042
BRDN0007690890	Aldoc	484.4061523	634.0014751	505.3956981	1016.309001	569.6174959	1076.732712	822.4938434	469.0328427	811.250942	355.0815316	890.9392505	797.2746115	513.2624508	161.8381387	209.6461549	762.5618202	504.1193893	2162.609775	825.656407	2282.111464	829.3078064	1183.666573	563.8252662	215.3594751	279.4520449	547.8516674	613.1265484	587.911664	516.6122896	551.3009675	539.2514115	491.6546774	469.8097518	477.8825171	496.6896067	482.9230017	497.1165944	464.5005209	489.4523799	446.3054198	526.1345795	543.8159555	586.6218103	574.6060765	597.7560449	582.7905474
BRDN0007690889	Aldoc	568.3167027	584.5119085	542.4580493	481.020037	261.9759791	335.9406062	448.9493899	245.5093786	446.3236788	132.620813	672.0352578	829.165596	502.3419731	564.121512	419.2923099	1085.55775	317.967519	91.30643302	246.8278101	156.8007049	372.6152587	60.3491648	168.7257655	592.2385566	234.9017189	487.0881551	548.6838181	514.5359401	414.2123536	407.3987749	428.4463269	363.5106391	408.3490525	369.8479766	472.671734	410.532177	420.7803383	224.6404878	239.9154659	244.9998284	555.9225536	541.7323695	584.0016632	534.7681973	604.5172958	493.2854312
BRDN0007690888	Aldoc	518.0885564	888.1370874	621.0751579	197.3415536	1538.207584	183.7623829	262.1771631	429.9467725	400.1990433	504.8147076	284.5751906	720.4463308	324.8842109	1151.362758	257.2930083	201.5688888	325.0111033	236.7203819	130.3668011	294.7097585	181.5305106	179.6759225	468.2139991	126.5236916	141.7510373	399.8631132	417.9571366	373.2197312	337.6430321	353.9216088	355.4996463	397.508037	393.7651578	402.9396377	388.1288223	372.4317429	374.2338407	354.3110133	279.9531051	334.2609123	498.4999529	501.7969705	427.3750955	426.3206374	386.3132897	478.3199455
BRDN0007690887	Aldoc	487.8039387	509.6087806	357.1462933	448.9520345	316.0535895	400.544569	237.8155683	169.7801175	192.6381835	255.2594143	582.2846207	244.9807443	499.6118537	640.4166345	943.4076972	361.8525835	371.2975143	138.6505094	352.859475	347.6063819	607.6494987	160.4739155	293.8640415	939.5057103	805.9558976	395.9428866	373.7678358	356.9140148	332.1079004	320.862997	331.4918779	369.6127362	296.8864285	358.1685668	282.4501825	249.5578431	279.2789856	329.3509591	287.4019682	329.5793869	416.6727468	397.2704043	410.7808309	323.9594201	326.69135	347.0841482
BRDN0007690886	Aldoc	552.3618797	747.6937227	634.5523765	867.0694512	466.2691739	524.00992	532.4748577	119.7010901	335.0819108	499.1105866	623.8763794	484.1631277	951.4466176	263.5649687	428.8216805	457.7799462	839.1927559	492.0402224	759.6038944	423.1729866	873.2572985	532.1699078	424.6265097	541.0906813	492.0786008	523.3502511	633.379978	583.3822983	591.3365671	577.5533945	556.7955499	508.2175122	578.1472555	595.6498992	533.1967732	559.1238698	493.3928746	392.6642673	408.7563629	406.0443015	553.4103148	501.1024418	493.4610265	474.4580747	475.1315401	549.1182046
BRDN0007690885	Aldoa	514.5430401	68.21534858	66.26299153	59.20246609	97.33969867	152.1782233	135.7288853	7.328638168	48.83784935	15.68633272	52.53695826	292.817221	24.57107477	6.935920229	95.29370679	105.641526	51.31754263	43.96235664	26.07336022	1.889165119	51.59288197	42.51872975	46.3995855	4.037990159	8.100059273	105.8461182	114.1556937	137.6927164	99.63237013	77.78496896	92.33757046	88.04454329	81.2531278	81.75586851	95.11077575	87.63099833	74.47439617	68.79234451	85.35155642	58.05091474	347.4067346	319.1359279	285.5960277	132.2396267	144.4449054	139.8697314
BRDN0007690884	Aldoa	475.5423618	66.87779273	187.5579591	229.4095561	63.69140777	97.62376592	213.4539735	163.6729191	153.2965827	47.05899817	179.5012741	516.0541122	191.1083593	32.36762774	142.9405602	395.8521551	436.7022255	116.6693311	267.6864983	37.78330238	137.5810186	836.6588757	230.5918795	1032.379484	107.3257854	154.8489507	173.9953719	143.1279552	160.5188185	178.9054286	167.1310025	174.3456303	173.96503	140.1529175	142.1858062	162.8793556	190.8406402	177.4598976	174.1171751	156.0508461	392.6270327	397.6176686	382.2503409	225.7479819	252.3175902	265.6373705
BRDN0007690883	Aldoa	405.5184166	49.48956662	80.8633117	38.23492601	63.69140777	114.8514893	186.7722268	64.73630381	51.5510632	59.89327039	50.34791833	27.54221385	38.22167187	16.18381387	66.70559475	98.35590356	71.44206914	99.76073238	66.05251256	13.22415583	0	94.63846299	95.61126709	235.5494259	111.375815	141.1281576	163.8686571	153.0925596	155.9062088	175.9884923	146.816737	136.8613198	141.6721203	145.9926223	193.1036962	177.1670184	174.083901	162.5447432	159.5298182	154.1782359	286.3952213	271.9079778	288.2161748	156.3083453	130.6150741	158.0009928
BRDN0007690882	Aldoa	370.2109844	16.05067026	77.49400705	115.9381628	81.71727789	18.66336701	51.04334148	107.4866931	58.33409783	67.02342163	41.59175862	60.88278851	120.1252544	16.18381387	343.0573444	54.64216864	60.37357956	0	0	7.556660475	7.643389921	120.6983296	54.83587377	61.9158491	36.45026673	62.7236256	83.77554941	49.82302237	111.6251554	105.9820202	105.2648303	92.40318404	106.2540902	125.5536552	84.54291178	78.10588982	77.26718602	68.1835627	69.52272232	56.17830459	241.8927057	239.6123942	218.9278419	130.0264111	125.3904711	126.0554369
BRDN0007690881	Aldoa	457.6670509	88.2786864	252.6978491	74.00308261	198.2845714	466.5841753	183.291999	233.2949817	286.2440615	162.5674482	183.8793539	33.34057466	208.8541356	205.7656335	266.822379	711.5624628	354.1916667	116.6693311	267.6864983	128.4632281	613.3820412	101.4963226	241.8402638	56.53186222	255.1518671	89.18515516	94.82287461	67.03461192	113.4701993	96.25889909	99.7245761	95.0183685	123.9631052	102.1948356	106.6393546	128.5889649	128.4683334	124.4958801	106.1462993	146.999897	244.4049445	244.1268306	255.0276456	132.2396267	140.7569504	143.0355072
BRDN0007690880	Aldoa	530.9410526	183.2451521	186.4348575	109.7712392	150.2155844	254.1089201	259.8570112	262.6095343	412.4085056	61.31930064	170.7451144	40.58852568	125.5854933	145.6543248	123.8818188	58.28497989	166.0273438	15.21773884	66.05251256	98.23658618	38.21694961	488.2796061	163.1015733	72.68382286	378.677771	144.0683276	158.3449945	151.2808134	154.0611649	161.4038106	204.9894064	175.2173584	187.507218	177.1377151	158.5179596	163.8318664	201.0808696	178.0686794	210.4303827	166.6623036	413.8016167	359.4185913	444.551615	218.5550315	204.3741747	215.8483509
BRDN0007695181	Alas1	394.5864083	200.6333782	230.235818	339.1807953	134.5931636	43.06930849	77.72508817	472.6971618	358.1442286	69.87548213	352.4354283	62.33237872	300.3131361	64.73525547	343.0573444	237.9970012	122.7596118	904.6100309	365.0270431	306.0447493	114.6508488	891.5217528	282.6156571	102.2957507	162.0011855	256.7748423	307.4838847	292.5970223	289.6718909	278.081264	294.5568498	244.0838824	262.5101052	220.9355018	251.7073055	219.0774958	279.2789856	299.8250413	309.1278189	280.2673196	324.7965856	381.9907734	345.2771548	287.1647123	322.3887358	306.2168604
BRDN0007695180	Alas1	542.4639803	393.2414212	572.7817912	213.3755549	441.0329557	615.8911115	438.5087064	730.4209374	785.4754104	513.3708891	1457.900592	1174.168064	823.1310049	423.091134	819.5258784	879.1317799	1036.413116	1214.037387	874.3266794	1501.886269	280.8945796	309.9752556	404.9418371	1169.671149	1190.708713	489.0482684	487.0029191	455.6541864	536.9077724	551.3009675	567.8760583	570.110211	551.0628796	506.1077575	553.3717862	558.1713589	531.5610026	557.3397469	519.2478324	482.5092161	572.7904426	582.7095616	514.7133303	555.5170927	554.1152437	521.7774135
BRDN0007695179	Alas1	488.0993984	171.2071494	56.15507757	23.43430949	94.93624932	43.06930849	109.0471386	73.28638168	80.03980866	52.76311916	48.15887841	129.013528	80.53852287	4.623946819	104.8230775	66.78487279	91.56659566	52.41665599	106.0316649	925.6909082	225.4800027	1017.70637	140.6048045	162.8656031	87.07563718	152.8888374	163.8686571	137.6927164	150.3710771	100.1481475	144.0466099	251.9294357	195.8408721	235.534764	149.8715254	128.5889649	142.4322827	163.153525	207.6370591	151.6814224	387.6025551	474.0158233	393.6043114	290.7611875	279.3625937	271.6811243
BRDN0007695178	Alas1	473.9173336	102.9918008	266.1750677	685.7618988	308.8432414	219.6534733	505.7931111	327.3458381	379.8499394	146.8811155	1683.371704	437.7762412	693.4503325	164.1501121	371.6454565	383.7094509	395.4469461	184.3037259	231.183794	30.2266419	179.6196631	497.8806096	476.6502874	309.5792455	583.2042676	245.0141625	266.9770256	247.3033656	261.9962326	259.6073339	235.4608047	263.2619017	253.1347443	266.6798568	213.2787093	201.9323005	251.3510871	313.5226321	334.5781012	312.4137939	356.7379072	324.344893	390.9841644	323.1294643	291.041118	303.6266802
BRDN0007695177	Alas1	679.1140843	64.20268102	119.0487644	45.63523428	48.068987	169.4059467	216.9342013	112.3724519	196.7080043	7.130151237	56.91503812	21.74385304	148.7915083	6.935920229	419.2923099	104.4272556	105.6537642	578.2740758	144.2725932	1.889165119	0	24.68829469	111.0777956	34.99591471	74.92554827	190.1309901	190.5663597	177.5511343	192.8070866	200.2962951	187.445268	189.1650088	156.256015	169.3514419	177.7322577	220.9825175	229.9396982	98.31826229	129.4239965	137.3247446	466.1997399	462.2088358	437.8556837	247.6034851	234.7998038	276.8614847
BRDN0007695176	Alas1	509.8156852	790.4955101	662.6299153	271.3446362	386.9553453	60.29703189	409.5068078	705.9921435	889.9341437	44.20693767	461.8874247	898.7459257	298.9480764	25.43170751	1133.995111	1849.333841	820.0744557	579.9649357	370.2417151	1199.61985	410.8322083	909.3521878	584.9159869	59.22385566	704.7051567	362.6209605	373.7678358	418.5133879	285.0592812	306.2783153	329.6451265	253.672892	228.1337819	257.9202995	305.5073403	255.2729082	332.3419929	174.1115976	168.2201585	154.8024393	415.2371818	374.3509579	399.4268604	327.5558953	287.0458334	325.7871109
BRDN0007690879	Akr1d1	593.1353162	802.5335128	1964.304613	1454.160573	823.1814023	379.0099147	502.3128832	459.2613252	888.5775368	132.620813	1490.736191	1471.334056	581.5154363	3264.506454	447.8804219	388.5665326	597.6984376	1459.212068	484.9645001	1836.268496	1012.749165	135.7856208	254.4946962	393.0310421	522.4538231	508.6494014	543.1601555	478.3010147	541.5203821	526.0208526	530.9410301	570.110211	547.9377593	547.9589759	526.4717688	573.4115325	518.5279833	465.7180845	482.3138861	470.3372501	512.8556031	528.1890603	534.2188694	504.613136	509.8597833	551.420587
BRDN0007690878	Akr1d1	497.9972978	783.8077308	790.6634922	508.1545006	599.6606128	1447.128765	915.2999189	618.0484855	545.3559844	526.2051613	956.6104484	626.2229676	640.2130038	529.4419108	628.9384648	607.1352071	501.1007103	207.9757641	563.1845808	362.7197028	1228.67493	1399.003366	1119.214244	652.808409	641.9296974	611.5553496	602.9998337	556.2061043	626.3924011	608.6673821	671.2941372	596.2620555	591.6894435	564.5048064	618.7003998	654.3749549	561.3507611	852.5989247	835.5141451	835.1841283	548.7447285	606.3235366	581.0903888	612.2307402	572.5550188	556.8887453
BRDN0007690877	Akr1d1	532.2706212	220.696716	344.7921763	810.3337546	334.0794596	687.6732923	591.6387308	1277.625921	411.0518987	634.5834601	280.1971107	139.1606595	384.9468381	263.5649687	485.9979046	366.7096651	345.1356298	443.0052861	326.7861148	876.5726151	1070.074589	222.1946522	274.1793689	113.0637244	591.3043269	505.7092314	463.9876583	459.2776789	487.0915873	484.2114318	538.3280358	559.6494732	536.4789848	508.0543258	480.3574533	501.0207078	480.3598553	593.5622646	620.1178536	625.1396894	501.0121916	462.2088358	452.9943111	428.5338529	401.0651098	441.7696248
BRDN0007690876	Akr1d1	507.0088182	263.4985034	242.5899351	281.2117139	425.4105349	267.0297127	383.9851371	282.1525694	571.131516	248.1292631	485.9668639	394.2885351	364.4709425	1948.993584	314.4692324	134.784016	377.3348722	74.39783431	205.1104337	105.7932467	139.4918661	139.9003366	396.5055488	360.7271208	506.2537045	482.1878718	545.9219868	599.6880147	563.6609088	564.9133371	513.3968918	595.3903274	536.4789848	526.5467246	499.5717514	481.9704908	587.4167998	717.7537538	640.6022271	719.7065021	489.8865627	518.8129231	484.1449481	455.9223948	459.4577312	480.622328
BRDN0007690875	Akr1d1	498.735947	731.6430525	1009.668295	588.3245067	540.7761037	868.564388	1056.829184	481.2472397	474.8124242	2164.713916	711.4379765	1959.845954	682.5298548	279.7487826	381.1748271	575.5641764	1124.961032	498.8036619	405.0061954	1275.186455	643.9556008	1056.110384	662.2486294	286.6973013	773.5556605	622.3359728	742.0120091	663.0991341	625.4698791	661.1722362	597.4240809	707.8432589	634.3994209	626.7949919	655.2075663	661.9950417	654.4437563	572.5592922	601.8060651	621.0823674	563.8181612	554.9284144	486.7650952	547.4941865	567.6377455	532.1381344
BRDN0007690874	Akr1d1	608.20376	1338.89341	890.6195303	605.5918927	1152.453963	1676.831744	857.2961217	1243.425609	766.4829134	419.2528928	866.8598113	823.3672351	1214.903142	860.0541084	1267.4063	1143.84273	755.6759708	319.5725156	893.4471436	300.3772539	575.1650916	1515.58698	781.7627133	695.880304	820.1310014	1010.438406	1040.289789	941.2021862	936.3597748	848.8284738	907.6783176	1035.613044	992.7465487	979.1238539	960.7149066	991.5637963	963.5125004	777.7187621	786.165427	710.0313497	787.0485217	775.4412699	775.8546523	909.0782703	886.6458558	924.1187396
BRDN0007695175	Akap13	398.4273842	227.3844953	104.4484443	393.4497225	209.1000934	20.09901063	110.2072146	224.7449038	85.46623636	12.83427223	50.34791833	333.4057466	64.15780635	13.87184046	0	125.0698527	199.2328125	37.19891716	100.8169929	1.889165119	74.52305173	351.1224134	330.4212907	288.043298	121.5008891	258.7349556	215.4228413	229.1859029	202.0323061	198.3516709	201.2959036	282.439921	250.009624	259.8668678	228.6501478	212.4099199	224.3541185	235.9029513	200.188196	215.6622693	301.1097627	308.3707334	310.0507335	265.0325572	256.6202044	243.4769398
BRDN0007695174	Akap13	630.6586961	648.7145895	305.483622	279.9783292	412.1915635	1541.881244	919.9402226	385.9749435	286.2440615	1060.966504	1050.739165	1462.636515	659.3238397	524.817964	381.1748271	883.9888616	649.0159803	1442.30347	820.441735	77.45576987	724.211195	3205.363594	659.4365333	1834.593529	619.6545344	1046.700502	1046.734062	995.5545743	969.5705649	1007.315348	1052.648303	1019.921937	1122.959894	1096.891236	972.2434855	981.086177	973.7527299	1210.86702	1215.095794	1043.668059	654.6176487	665.7057387	666.9729863	755.5364444	790.7590249	822.2383179
BRDN0007695173	Akap13	509.077036	192.6080431	294.2526065	256.5440197	336.482909	412.0297179	606.7197181	205.2018687	275.3912061	211.0524766	109.4519964	214.53935	378.1215396	624.2328206	171.5286722	522.1362781	398.4656251	199.5214648	149.4872653	262.5939515	156.6894934	547.257199	471.0260952	1320.422782	779.630705	439.0653792	412.433474	393.1489402	369.9313002	342.2538634	377.6606632	311.20695	317.7205638	357.1952827	372.7573838	374.3367646	417.0566185	268.1683872	274.676827	293.0634889	426.0039194	483.0446961	489.0941148	452.3259196	496.6446111	464.5056511
BRDN0007695172	Akap13	465.3490027	331.7138519	159.4804203	171.4404747	300.4311687	1808.910957	373.5444536	674.2347114	340.5083385	125.4906618	242.983432	97.12254358	244.345688	4.623946819	104.8230775	190.640455	228.413376	257.0107004	545.8023406	687.6561033	609.5603462	175.5612067	323.3910505	897.779812	321.9773561	423.3844728	488.84414	454.7483133	461.2609728	487.1283681	427.5229512	530.010716	504.1860751	557.6918174	554.3325011	496.2581536	507.3568239	596.6061736	619.8074843	595.8021304	446.8196122	428.1769305	455.3233307	444.3030134	440.4032968	461.9154709
BRDN0007695171	Akap13	603.3286753	1063.356904	498.6570888	1800.741677	689.7899634	786.7327018	787.6915652	433.6110916	527.7200944	527.6311916	639.1996589	687.1057561	621.1021679	161.8381387	457.4097926	2407.898232	756.6821971	833.5939163	601.4255091	3115.233281	1156.062726	257.8555223	593.3522752	1055.261428	866.7063422	947.7147806	841.4379359	991.0252086	1095.033549	1024.816966	1000.939264	956.285782	952.1199848	961.6047392	1042.375674	1037.284317	1105.944783	923.8263964	942.9019215	869.2032127	814.3242571	880.3151004	834.0801422	988.2007247	1009.88502	1041.252445
BRDN0007695170	Akap13	486.0311806	61.52756931	132.5259831	268.8778668	352.1053297	314.405952	320.1809602	57.40766565	172.2890796	901.2511164	328.3559891	362.3975507	453.1998236	351.4199583	352.5867151	2888.749316	475.9450522	311.1182162	516.2525324	60.4532838	219.7474602	87.78060335	257.3067923	667.6143729	398.9279192	483.1679285	378.370888	394.0548133	411.4447878	400.5925902	446.913841	371.3561925	404.1822255	375.6876815	409.2645502	421.9623072	407.747319	503.1581658	461.5191433	578.0123339	439.2828958	467.7650652	482.3981835	396.71888	405.0603944	384.4978624
BRDN0007695169	Aimp1	538.7707342	972.4031063	732.2622115	115.9381628	640.5192517	427.8217977	723.8873883	561.8622595	723.0714918	323.7088662	2992.417581	1303.181592	1023.794782	150.2782716	133.4111895	392.2093438	580.5925901	1538.682482	641.4046614	3092.5633	1257.337642	839.4020195	687.5574942	530.3227075	479.9285119	499.8288915	545.0013764	512.7241938	475.098802	448.2358836	480.1553664	526.5238034	490.6438871	557.6918174	465.9467297	456.2526978	441.2607973	670.8775544	688.3990987	606.1014862	564.5359437	585.8349406	575.8500947	574.0527726	532.6021726	540.7720684
BRDN0007695168	Aimp1	447.9168813	310.3129583	344.7921763	658.6274352	803.9538075	304.3564467	774.9307298	913.6368915	748.8470234	86.9878451	109.4519964	97.12254358	307.1384347	3706.093376	676.5853182	201.5688888	990.1267048	1606.316877	743.9598783	79.34493499	298.0922069	329.1772626	413.3781254	616.4664976	637.8796677	339.0996009	336.0228081	279.0089253	281.3691934	258.6350218	291.7867227	388.7907555	383.3480901	395.1533645	357.3859452	350.5239933	336.9966427	321.7411865	324.3359144	301.1781329	448.6140684	462.9033644	475.4111247	393.3990567	404.7530648	360.0350493
BRDN0007695167	Aimp1	476.7242006	331.7138519	261.6826615	122.1050863	120.1724675	239.7524839	390.9455927	333.4530366	170.9324727	95.54402658	148.8547151	202.9426284	126.950553	940.9731777	485.9979046	373.9952876	137.8530067	194.4488851	112.984561	2123.421594	263.6969523	37.03244204	303.7063778	547.8206649	105.3007705	280.2962019	349.8319646	314.3379775	283.2142373	289.7490094	261.3153244	356.5368139	384.3897969	418.5121841	370.8359539	370.5267212	331.4110629	586.8656647	601.4956958	581.7575542	325.8732593	343.0971673	325.1893608	283.2915851	291.3484476	284.9198232
BRDN0007695166	Aimp1	491.0539952	1187.749599	1417.354158	1134.713933	1139.234992	885.7921113	1149.635259	1850.481137	1219.589627	1735.478811	1508.24851	2127.998418	764.4334374	1243.841694	1267.4063	1274.983935	1524.432884	1061.859999	1015.122825	3496.844635	1421.670525	998.5043631	1349.806124	1464.444431	621.6795492	710.5410713	711.6318648	787.2037534	600.5617866	661.1722362	675.9110158	666.0003076	691.6932931	692.9783141	689.7933029	656.2799766	669.3386355	528.4226109	518.0063552	528.3881648	728.9081384	689.3197138	709.1864664	822.4862135	811.9647664	826.555285
BRDN0007695165	Aimp1	428.2688123	854.6981911	685.0919463	722.7634401	1017.8608	430.6930849	576.5577436	407.960858	587.4107991	590.3765225	1545.462189	1538.015205	1688.578861	2335.093144	1048.230775	880.3460503	965.9772729	1979.996909	883.0177995	1475.437958	1702.565105	763.9655635	1279.503721	1156.211182	852.5312384	660.5581821	730.9646839	671.2519923	607.9419622	638.8090576	633.4357334	650.3092009	688.5681728	606.3560248	733.0254737	739.1484207	739.1583819	753.3674897	777.1647174	755.5981967	636.3141947	622.6449606	545.5728399	703.8025318	745.5815758	654.4521999
BRDN0007695164	Aimp1	526.2136977	1388.382977	1866.594778	1023.709309	1795.376664	1672.524813	1381.650448	1462.063314	1712.037941	3987.180572	5144.24383	869.7541216	1840.100489	1590.637706	1181.641964	1930.689959	2046.664347	1675.642132	2426.560725	5778.956098	1805.750869	1920.200698	1525.562129	1670.381929	4011.554355	910.4726279	889.3096784	882.3204325	858.8679314	912.0287611	888.2874278	808.9637245	891.7009923	831.1846632	875.2112799	922.0305042	908.5876332	810.5929798	743.9552027	767.1459594	803.5575194	867.8135842	810.7899462	901.0553641	976.3860949	997.2193811
BRDN0007695163	Agpat5	338.0058788	16.05067026	51.66267136	74.00308261	67.29658179	22.97029786	64.9642528	81.83645954	62.40391861	95.54402658	63.4821579	34.79016487	66.88792577	0	0	212.4973225	88.54791669	40.5806369	24.33513621	60.4532838	147.135256	67.20702444	63.27216205	214.0134784	303.7522227	275.3959187	326.8167038	365.9727461	305.354764	320.862997	290.8633469	298.1310278	329.1793383	280.3058349	272.8430335	301.9459399	308.1378141	411.8408944	346.3721344	376.7067425	329.4621719	306.6344117	285.0137728	301.2739612	287.0458334	290.3879814
BRDN0007695162	Agpat5	704.2281574	355.7898573	949.0208109	1341.922565	1249.793662	594.3564572	787.6915652	649.8059175	1047.300547	2592.52299	2178.094728	4515.473481	1359.599471	513.2580969	962.4664386	3515.312849	882.4604879	960.4084066	799.5830468	3075.560813	1303.197982	2109.477624	881.5921245	141.3296556	749.2554827	1120.204751	1176.540134	1172.199835	1168.835305	1273.728867	1253.944207	1144.579063	1183.378887	1264.296109	1160.543607	1244.931683	1112.461293	1638.536241	1672.890506	1623.240901	967.2119316	1030.680559	1058.539406	1213.948707	1168.774416	1153.781385
BRDN0007695161	Agpat5	498.8836769	559.0983472	534.5963385	1164.315166	302.8346181	1170.049547	582.3581233	95.27229618	515.510632	651.6958231	591.0407805	307.313123	1117.983902	233.5093144	686.1146889	1085.55775	506.131842	179.2311463	311.1420986	81.23410011	1200.012218	842.1451634	343.0757231	240.9334128	378.677771	441.0254925	407.8304219	435.7249774	619.9347475	508.5192346	595.5773295	513.4478812	509.3946089	506.1077575	460.1824403	482.9230017	482.2217152	518.9864929	508.384907	575.5155204	537.9779909	629.242983	593.0266142	561.3267835	529.8362064	555.4497563
BRDN0007695160	Agpat5	427.8256228	133.7555855	154.9880141	134.4389334	80.51555322	271.3366435	226.2148088	54.96478626	124.8078372	172.5496599	105.0739165	166.7028733	17.74577622	108.6627503	867.1727318	54.64216864	170.0522491	40.5806369	48.67027241	219.1431538	64.96881433	641.895662	66.08425814	71.33782614	66.825489	154.8489507	183.2014762	144.9397014	240.7782278	209.0471041	195.7556494	173.4739021	213.5498872	218.0156494	200.7894155	169.5469316	189.9097102	276.0825508	286.4708603	312.1016922	285.3185475	285.7985513	292.5830865	193.933009	161.9626919	203.7608432
BRDN0007695159	Agpat5	457.0761316	90.95379811	61.77058533	51.80215783	81.71727789	91.88119145	59.16387308	81.83645954	80.03980866	39.92884693	234.2272723	30.44139426	65.52286606	83.23104275	76.23496543	23.07113787	33.20546876	114.9784712	45.19382438	20.78081631	22.93016976	74.06488408	80.14473859	17.49795735	72.90053345	527.2704777	534.8746616	461.0894252	522.1474212	456.0143805	497.6995048	611.9531623	635.4411277	625.8217078	434.2431378	463.8727846	452.4319567	862.3394336	797.9594602	857.0312467	444.3073734	480.6138458	416.3122525	419.9576428	416.7389187	445.798794
BRDN0007695158	Agpat5	449.3941798	97.64157738	65.13988998	127.0386251	164.6362805	103.3663404	39.44258206	56.18622595	99.03230562	61.31930064	166.3670345	21.74385304	161.0770457	20.80776069	38.11748271	103.2129852	38.23660039	150.4865285	154.7019373	241.8131352	410.8322083	61.72073673	139.1987565	53.83986878	579.154238	294.9970517	251.3266482	276.2913059	354.2484271	325.7245575	283.4763413	367.8692799	376.0561428	370.8212608	264.1965993	261.9404841	266.2459663	377.1403312	399.7556534	352.6749122	418.8260943	386.5052098	442.5137229	331.9823263	343.2871476	342.4793834
BRDN0007690873	Agpat1	461.8034865	361.1400807	453.7330268	452.6521886	668.1589192	452.2277392	657.7630596	230.8521023	322.8724485	614.6190367	792.4324538	1107.486915	339.8998677	342.1720646	505.056646	537.9217935	532.2937264	566.4380567	570.1374768	2170.650722	521.6613621	133.042477	164.5076213	317.6552258	214.6515707	349.8802241	358.1174585	382.2784625	425.2826169	439.4850746	412.74894	431.5054349	404.1822255	415.5923316	475.5538788	453.3951653	445.915447	430.4087396	423.6540892	387.3182	539.7724472	491.7263046	531.3075949	554.410485	522.1529667	501.9193652
