sgRNA	Gene	AR2466_SP	AR2467_SP	AR2468_SP	AR2469_SP	AR2480_SP	AR2481_SP	AR2482_SP	AR2483_SP
BRDN0007696421	Stk26	532.563943594787	520.5163767458934	341.70152430091366	716.4519959433422	675.3798750276594	338.17477133655905	616.2604101407899	542.5728510837808
BRDN0007696057	Stk17b	206.7239550173127	213.94452650500497	313.495030549659	388.72300161093665	170.0684830232693	296.8709824710251	440.0484491161578	392.8502162277502
BRDN0007696056	Stk17b	69.93263905790133	95.90616705396775	116.04957429087635	71.91830708961123	41.599485056051485	29.68709824710251	94.36487530280846	53.57048403105685
BRDN0007696055	Stk17b	19.21226347744542	27.050457374196032	29.012393572719088	48.24899083227083	128.4689979672178	132.94657041093734	33.70174117957445	50.82327972177188
BRDN0007696054	Stk17b	63.78471474511879	57.379758066476434	157.15046518556173	36.41433270360062	187.19768275223169	69.7001437105885	89.55034084858353	79.66892496926403
BRDN0007696053	Stk17b	46.87792288496682	51.64178225982879	34.653692322970024	100.13941493490172	56.28165625230495	111.00393257612244	26.96139294365956	21.977634474279732
BRDN0007696052	Stk17b	79.92301606617293	138.53113018906453	128.13807161284262	101.96013157008176	140.70414063076237	15.488920824575224	51.99697210562915	37.087258175347046
BRDN0007693225	Stat1	580.2103570188516	431.16789632809434	669.7027516369322	467.924175241268	400.0891650979069	281.3820616464499	582.5586689612155	465.6511304238018
BRDN0007693224	Stat1	226.70470903385595	182.79551498320347	253.85844376129202	459.7309503829579	33.0348851915703	166.50589886418365	78.95836504928872	177.19467794888033
BRDN0007693223	Stat1	189.0486726180629	246.73295968584864	173.2684616148501	119.25693960429204	231.24419634099206	214.26340473995728	306.204391288705	285.7092481656365
BRDN0007693222	Stat1	363.4960249932673	570.5187373466799	299.7947335847639	394.18515151647676	256.9379959344356	109.7131891740745	152.13928875350751	247.24838783564698
BRDN0007693221	Stat1	149.85565512407427	204.92770738027298	191.80415750853174	195.72703828185337	83.19897011210297	302.03395607921686	51.99697210562915	90.6577422064039
BRDN0007693220	Stat1	426.5122491992883	273.78341706004466	417.45610751856907	195.72703828185337	216.5620251447386	464.66762473725674	277.31718456335545	215.65553827886987
BRDN0007693219	Stambp	224.39923741656247	160.663322586134	155.53866554263288	221.21707117437379	86.86951291116632	56.792709690109156	99.17940975703338	129.11860253639344
BRDN0007693218	Stambp	324.30300749927864	340.1799942512531	381.9965153741346	354.1293855425161	241.0323104718277	314.9413900996962	368.793339193629	263.73161369135676
BRDN0007693217	Stambp	287.41546162258345	446.74240208899505	399.7263114463519	307.70111134542526	458.81784988292077	256.85793700753914	506.48902458446173	552.1880661662783
BRDN0007693216	Stambp	465.70526669327694	494.2856302012184	459.3628982347189	288.58358667603494	435.5710788221861	778.318271434905	578.7070413978355	317.30209772241363
BRDN0007693215	Stambp	189.0486726180629	353.2953675235906	307.04783197794364	730.1073707071926	464.93542121469306	95.51501175154722	242.65253649293604	195.05150595923263
BRDN0007693214	Stambp	245.14848197220354	561.5019182219479	283.6767371554755	266.7349870538746	565.2635910557584	1674.094192456172	548.856927781641	351.6421515884757
BRDN0007694557	St8sia4	219.01980364287778	518.8769550868511	559.2944760963069	239.4242375261741	880.9302717752079	1037.75769524654	571.9666931619206	255.49000076350188
BRDN0007694556	St8sia4	232.85263334663847	248.37238134489084	274.8118391193669	95.58762334695164	30.587856658861384	105.8409589679307	198.35881951406677	131.86580684567838
BRDN0007694555	St8sia4	471.08470046696164	409.03570393102484	289.31803590572645	181.1613052004131	307.1020808549683	295.5802390689772	279.24299834504546	122.250591763181
BRDN0007694554	St8sia4	614.7924312782534	340.1799942512531	585.8891702046327	464.282741970908	203.1033682148396	86.47980793721167	298.5011361619451	138.7338176188908
BRDN0007694553	St8sia4	133.7173538030201	107.38211866726303	232.9050484032171	223.94814612714384	216.5620251447386	272.3468578321144	29.850113616194513	137.3602154642483
BRDN0007694552	St8sia4	156.77206997595462	217.22336982308934	173.2684616148501	192.9959633290833	376.84239403717226	353.6636921611343	249.39288472885093	248.62198999028948
BRDN0007693213	Ssx9	389.62470332259306	599.2086163799181	460.9746978776477	464.282741970908	510.2054490698079	469.8305983454485	365.904618521094	298.0716675574189
BRDN0007693212	Ssx9	310.47017779551794	299.19445277519856	419.06790716149794	324.08756106204555	334.0193947147663	496.93620978845513	299.4640430527901	296.69806540277636
BRDN0007693211	Ssx9	748.5097850812735	363.9516083073648	785.7523259278086	740.1213122006827	693.7325890229762	1181.0302128738608	649.9621513203643	251.36919429957445
BRDN0007693210	Ssx9	630.1622420602097	811.513721225881	318.3304294784455	629.9679557722908	504.0878777380356	304.61544288331277	922.464801429495	2141.4457590876314
BRDN0007693209	Ssx9	491.83394502260273	330.343464297	518.1935852016214	345.0258023666159	553.0284483922138	529.2047948396535	404.4208941548934	399.7182270009626
BRDN0007693208	Ssx9	325.8399885774743	318.8675126837047	315.10683019258784	193.90632164667332	403.75970789697027	1261.056303800833	355.3126427217992	78.29532281462154
BRDN0007696471	Sstr4	217.48282256468212	278.7016820371712	344.11922376530697	330.4600692851757	195.76228261671287	303.3246994812648	205.09916774998166	560.4296790941331
BRDN0007693207	Srsf6	155.23508889775897	199.18973157362532	355.4018212658088	180.2509468828231	861.3540435135366	502.0991833966469	523.8213486196714	85.16333358783396
BRDN0007693206	Srsf6	166.76244698422622	18.033638249464023	143.4501682206666	182.07166351800313	238.5852819391188	238.78752937886804	135.76987160914277	78.29532281462154
BRDN0007693205	Srsf6	66.09018636241224	82.79079378163028	86.23128089669284	91.03583175900157	165.17442595785147	104.55021556588277	78.95836504928872	37.087258175347046
BRDN0007693204	Srsf6	180.59527668798694	223.78105645925808	194.221856972925	190.26488837631325	348.70156591101977	152.30772144165638	176.21196102463213	339.2797321966934
BRDN0007693203	Srsf6	188.2801820789651	159.02390092709183	278.03543840522457	140.1951809088624	79.5284273130396	236.20604257477217	94.36487530280846	273.34682877385416
BRDN0007693202	Srsf6	162.15150374963932	140.1705518481067	108.79647589769658	146.56768913199252	30.587856658861384	143.27251762732084	143.47312673590267	87.91053789711893
BRDN0007693201	Srsf10	137.5598064985092	103.28356451965757	124.10857250552054	90.12547344141154	88.09302717752078	98.09649855564308	175.24905413378713	83.78973143319148
BRDN0007693200	Srsf10	136.79131595941138	345.0982592283797	256.27614322568525	327.72899433240565	253.26745313537225	215.5541481420052	346.64648070419435	63.18569911355423
BRDN0007693199	Srsf10	151.3926362022699	177.05753917655585	58.024787145438175	111.06371474598191	137.033597831699	113.58541938021831	222.43149178519135	24.7248387835647
BRDN0007693198	Srsf10	141.40225919399828	106.56240783774194	113.63187482648308	172.05772202451294	162.72739742514256	154.88920824575223	146.3618474084376	120.87698960853852
BRDN0007693197	Srsf10	269.74017922333366	302.4732960932829	361.04312001605973	284.0317950880849	300.98450952319604	450.46944731472945	234.94928136617617	94.77854867033135
BRDN0007693196	Srsf10	204.41848340001926	289.3579228209454	492.40479091476004	175.699155294873	222.67959647651088	36.14081525734219	170.43451967956221	820.0404863215625
BRDN0007696051	Srp9	179.0582956097913	116.39893779199504	244.9935457251834	160.22306389584276	152.93928329430693	302.03395607921686	99.17940975703338	90.6577422064039
BRDN0007696050	Srp9	154.46659835866117	68.85570967977172	176.49206090070777	42.78684092673073	33.0348851915703	77.44460412287611	53.92278588731912	35.71365602070456
BRDN0007696049	Srp9	439.57658836395115	318.8675126837047	531.8938821665166	203.00990482257347	352.3721087100831	278.800574842354	311.9818326337749	317.30209772241363
BRDN0007696048	Srp9	114.5050903255747	83.61050461115137	71.7250841103333	133.8226726857323	139.48062636440793	114.87616278226625	85.6987132852036	271.9732266192117
BRDN0007696047	Srp9	118.34754302106377	145.90852765475435	144.256068042131	68.27687381925116	59.95219905136831	211.6819179358614	199.32172640491174	56.31768834034181
BRDN0007696046	Srp9	94.52433630903145	58.19946889599752	266.7528409047227	194.81667996426333	33.0348851915703	20.651894432766966	184.87812304223698	60.43849480426926
BRDN0007696045	Srf	107.58867547369434	273.78341706004466	132.16757072016472	148.38840576717254	67.29328464949505	336.88402793451115	87.62452706689356	93.40494651568886
BRDN0007696044	Srf	169.8364091406175	138.53113018906453	216.78705197392873	132.9123143681423	402.5361936306158	49.04824927782154	330.2770635598296	151.09623701067315
BRDN0007696043	Srf	915.2722320654997	409.85541476054595	408.5912094824605	331.3704276027657	331.5723661820574	491.7732361802634	342.7948531408144	469.7719368877293
BRDN0007696042	Srf	313.54413995190924	381.9852465568288	365.07261912338186	234.87244593822402	247.14988180359998	437.5620132942501	436.19682155277786	472.5191411970142
BRDN0007696041	Srf	334.2933845075503	526.2543525525409	296.5711342989062	460.6413087005479	340.1369660465386	440.14350009834595	184.87812304223698	215.65553827886987
BRDN0007696040	Srf	125.26395787294413	281.9805253552556	312.6891307281946	97.40833998213166	321.78425205122176	287.83577865668957	171.3974265704072	269.2260223099267
BRDN0007696039	Srek1	381.1713073925171	645.1124228330993	335.25432572919834	202.09954650498346	256.9379959344356	731.8515089611793	304.27857750701503	565.9240877127031
BRDN0007696038	Srek1	274.35112245792055	421.3313663738412	241.76994643932574	321.3564861092755	604.4160475791009	631.1735236014404	354.3497358309542	326.91731280491103
BRDN0007696037	Srek1	538.7118679075695	663.1460610825633	996.092179330022	842.9918020883545	712.0853030182931	434.9805264901542	626.8523859400848	509.6063993723613
BRDN0007696036	Srek1	372.7179114624411	797.5786371240224	536.7292810953031	421.49590104417723	335.24290898112076	556.3104062826601	252.2816054013859	435.4318830216672
BRDN0007696035	Srek1	544.859792220352	475.4322811222333	429.5446048405354	558.9600070002696	769.5904735369525	1375.932466583099	792.472371165422	559.0560769394907
BRDN0007696034	Srek1	354.27413852409353	326.24491014939457	369.90801805216836	353.21902722492604	211.6679680793208	354.95443556318224	576.7812276161455	571.418496331273
BRDN0007694551	Srbd1	146.01320242858517	75.41339631594045	95.09617893280145	104.6912065228518	20.799742528025742	271.05611443006643	138.65859228167773	52.196881876414366
BRDN0007694550	Srbd1	319.69206426469174	685.2782534796328	150.70326661384638	322.26684442686553	192.09173981764948	91.64278154540341	201.24754018660173	182.68908656745026
BRDN0007694549	Srbd1	308.1647061782245	261.4877546172283	357.81952073020204	310.43218629819535	267.9496243316257	549.8566892724205	118.43754757393306	260.9844093820718
BRDN0007694548	Srbd1	444.18753159853804	170.4998525403871	150.70326661384638	202.09954650498346	156.6098260933703	83.8983211331158	94.36487530280846	27.472043092849667
BRDN0007694547	Srbd1	325.0714980383765	282.8002361847767	373.9375171594904	333.1911442379457	196.9857968830673	277.50983144030613	199.32172640491174	379.1141946813254
BRDN0007694546	Srbd1	65.32169582331443	141.8099735071489	103.15517714744564	74.64938204238128	130.91602649992672	309.77841649150446	52.95987899647413	93.40494651568886
BRDN0007693195	Sptssa	78.38603498797731	81.97108295210919	90.26078000401493	112.88443138116193	20.799742528025742	36.14081525734219	35.627554961264416	59.06489264962678
BRDN0007693194	Sptssa	119.88452409925941	244.27382719728539	226.45784983150176	279.4800035001348	179.85659715410495	74.86311731878025	172.3603334612522	68.68010773212416
BRDN0007693193	Sptssa	268.97168868423586	198.37002074410424	140.2265689348089	382.3504933878066	46.493542121469304	193.61151030719031	162.73126455280234	119.50338745389604
BRDN0007693192	Sptssa	239.76904819851882	105.74269700822084	134.585270184558	199.3684715522134	166.39794022420594	209.10043113176553	155.02800942604247	86.53693574247644
BRDN0007693191	Sptssa	117.57905248196596	63.937444702645166	169.23896250752802	72.82866540720124	41.599485056051485	108.42244577202658	51.99697210562915	54.944086185699334
BRDN0007693190	Sptssa	112.96810924737906	84.43021544067246	95.90207875426587	111.06371474598191	30.587856658861384	12.907434020479354	147.3247542992826	112.63537668068362
BRDN0007696033	Spsb1	142.1707497330961	128.69460023481142	186.9687585797452	202.09954650498346	215.33851087838414	163.9244120600878	197.39591262322176	427.1902700938123
BRDN0007696032	Spsb1	222.86225633836685	238.53585139063773	307.8537317994081	177.51987193005306	263.0555672662079	374.31558659390123	166.58289211618228	245.8747856810045
BRDN0007696031	Spsb1	272.0456508406271	218.04308065261043	274.8118391193669	390.5437182461167	403.75970789697027	394.9674810266682	295.6124154894102	288.4564524749215
BRDN0007696030	Spsb1	365.8014966105608	294.276187798072	517.387685380157	564.4221569058096	612.9806474435821	331.7210543263194	460.26949382390245	267.8524201552842
BRDN0007696029	Spsb1	318.92357372559394	622.9802304360298	280.4531378696178	321.3564861092755	652.1331039669248	246.53198979115567	350.49810826757425	475.2663455062992
BRDN0007696028	Spsb1	228.24169011205157	577.8961348123697	361.84901983752417	324.99791937963556	442.9121644203128	240.07827278091597	373.6078736478539	332.41172142348097
BRDN0007696396	Spry2	477.2326247797442	404.9371497834194	387.63781412438556	520.7249576614889	526.1111345324158	533.0770250457973	524.7842555105165	623.6153782076874
BRDN0007694545	Sprtn	119.1160335601616	93.44703456540448	25.78879428686141	104.6912065228518	33.0348851915703	14.198177422527289	72.21801681337382	19.230430164994765
BRDN0007694544	Sprtn	567.1460178541887	476.25199195175435	544.7882793099473	785.6392280801834	614.2041617099366	724.1070485488917	524.7842555105165	311.8076891038437
BRDN0007694543	Sprtn	183.66923884437819	93.44703456540448	170.04486232899242	253.07961229002433	203.1033682148396	268.4746276259706	145.39894051759262	152.46983916531565
BRDN0007694542	Sprtn	166.76244698422622	111.4806728148685	37.8772916088277	33.68325775083058	9.788114130835643	12.907434020479354	51.99697210562915	28.845645247492147
BRDN0007694541	Sprtn	63.01622420602097	58.19946889599752	125.72037214844937	22.758957939750392	17.129199728962377	49.04824927782154	71.25510992252883	46.70247325784443
BRDN0007694540	Sprtn	100.67226062181399	54.100914748392064	28.20649375125467	89.21511512382153	41.599485056051485	49.04824927782154	52.95987899647413	68.68010773212416
BRDN0007696381	Sprr1a	360.422062836876	388.54293319299757	772.8579287843779	445.16521730151766	347.4780516446653	454.34167752087325	397.6805459189785	398.34462484632013
BRDN0007694539	Spred2	205.95546447821488	260.66804378770723	236.9345475105392	218.48599622160376	243.47933900453663	228.46158216248455	120.36336135562303	175.82107579423786
BRDN0007694538	Spred2	479.53809639703763	586.0932431075806	412.62070858978257	664.5615718407114	401.3126793642614	477.5750587577361	623.0007583767048	421.69586147524234
BRDN0007694537	Spred2	296.63734809175725	271.3242845714814	220.0106512597864	294.95609489916507	414.7713362941604	669.8958256628785	232.0605606936412	200.54591457780256
BRDN0007694536	Spred2	387.3192317052996	413.1342580786303	585.0832703831683	578.9878899872499	221.4560822101564	276.2190880382582	248.42997783800595	124.99779607246597
BRDN0007694535	Spred2	417.2903627301145	247.55267051536975	170.04486232899242	507.0695828976387	219.00905367744753	458.21390772701704	216.65405044012147	370.87258175347046
BRDN0007694534	Spred2	192.12263477445418	352.4756566940695	393.2791128746365	170.23700538933292	63.62274185043168	494.3547229843592	265.7623018732157	189.5570973406627
BRDN0007693189	Spr	806.1465755136097	447.56211291851616	824.4355173581007	715.5416376257523	299.76099525684157	700.8736673120289	456.41786626052254	489.002367052724
BRDN0007693188	Spr	275.8881035361162	289.3579228209454	347.3428230511646	330.4600692851757	255.71448166808116	183.28556309080682	325.4625291056047	116.75618314461107
BRDN0007693187	Spr	1290.2956151452343	336.08144010364765	216.78705197392873	120.16729792188207	176.18605435504156	274.9283446362102	51.99697210562915	576.912904949843
BRDN0007693186	Spr	461.86281399778784	423.7904988624045	307.8537317994081	332.2807859203557	357.26616577550095	444.01573030448975	220.5056780035014	347.52134512454825
BRDN0007693185	Spr	230.54716172934502	406.57657144246156	655.1965548505727	400.5576597396069	277.7377384624614	16.77966422662316	298.5011361619451	240.38037706243458
BRDN0007693184	Spr	310.47017779551794	328.70404263795785	236.1286476890748	233.051729303044	384.18347963529897	366.57112618161364	243.615443383781	339.2797321966934
BRDN0007694533	Spock2	486.454511248918	164.76187673373946	265.1410412617939	238.5138792085841	293.64342392506927	117.45764958636212	182.952309260547	162.08505424781302
BRDN0007694532	Spock2	207.49244555641053	263.9468871057916	185.3569589368164	275.83857022977475	111.33979823825544	135.52805721503321	173.32324035209717	142.85462408281825
BRDN0007694531	Spock2	248.9909346676926	374.607849091139	369.1021182307039	376.88834348226646	390.30105096707126	340.75625814065495	337.01741179574447	358.5101623616881
BRDN0007694530	Spock2	106.82018493459653	104.92298617869976	161.17996429288382	154.76091399030267	88.09302717752078	486.61026257207163	170.43451967956221	71.42731204140912
BRDN0007694529	Spock2	255.90734951957296	539.3697258248784	467.4218964493631	363.23296871841626	327.90182338299405	336.88402793451115	262.8735812006807	1072.7832827757795
BRDN0007694528	Spock2	369.6439493060498	664.7854827416055	489.9870914503668	248.52782070207425	762.2493879388257	592.4512215400023	573.8925069436107	495.87037782593643
BRDN0007694527	Spinkl	548.7022449158411	397.55975231772953	679.3735494945053	501.6074329920986	334.0193947147663	436.27126989220216	517.0810003837565	787.0740346101429
BRDN0007694526	Spinkl	342.7467804376263	407.39628227198267	460.1687980561833	421.49590104417723	442.9121644203128	1120.365272977608	426.56775264432804	384.6086032998953
BRDN0007694525	Spinkl	125.26395787294413	202.4685748917097	256.27614322568525	187.53381342354322	171.29199728962377	34.85007185529425	143.47312673590267	200.54591457780256
BRDN0007694524	Spinkl	235.15810496393192	269.6848629124392	316.7186298355167	347.756877319386	259.38502446714455	333.0117977283673	178.13777480632208	204.66672104173
BRDN0007694523	Spinkl	458.7888518413966	698.3936267519703	666.4791523510746	618.1332976436206	953.1176134901208	529.2047948396535	734.697957714723	1020.586400899365
BRDN0007694522	Spinkl	315.08112103010484	509.04042513259805	336.86612537212716	450.6273672070577	424.559450424996	739.5959693734669	555.5972760175559	445.04709810416455
BRDN0007693183	Spin2d	401.92055194815816	431.16789632809434	444.0508016268949	323.17720274445554	166.39794022420594	464.66762473725674	392.86601146475357	317.30209772241363
BRDN0007693182	Spin2d	176.75282399249784	296.7353202866353	246.60534536811224	205.74097977534353	278.96125272881585	127.7835968027456	192.58137816899685	153.84344131995812
BRDN0007693181	Spin2d	293.563385935366	319.68722351322583	397.3086119819586	285.8525117232649	217.78553941109305	73.57237391673232	142.51021984505766	189.5570973406627
BRDN0007693180	Spin2d	481.0750774752333	600.8480380389603	502.8814885937975	309.52182798060534	311.9961379203861	931.9167362786093	238.8009089295561	269.2260223099267
BRDN0007693179	Spin2d	305.09074402183325	431.9876071576154	236.9345475105392	344.1154440490259	482.0646209436554	585.9975045297626	235.91218825702114	822.7876906308475
BRDN0007693178	Spin2d	455.71488968500535	748.3959873527568	827.6591166439584	609.0297144677204	844.2248437845742	367.8618695836616	412.1241492816533	648.3402169912521
BRDN0007693177	Spib	444.18753159853804	336.90115093316876	333.64252608626947	184.80273847077316	264.2790815325624	291.70800886283337	490.119607440097	177.19467794888033
BRDN0007693176	Spib	574.8309232451669	517.237533427809	533.5056818094454	501.6074329920986	442.9121644203128	1241.6951527701137	349.5352013767293	489.002367052724
BRDN0007693175	Spib	626.3197893647206	602.4874596980026	606.0366657412432	433.3305591728474	649.6860754342158	354.95443556318224	459.3065869330575	550.8144640116358
BRDN0007693174	Spib	660.1333730850246	293.4564769685509	398.114511803423	358.68117713046615	385.40699390165344	271.05611443006643	307.16729817954996	258.2372050727869
BRDN0007693173	Spib	443.41904105944025	407.39628227198267	488.375291807438	574.4360983992999	363.38373710727325	165.21515546213573	610.48296879572	548.0672597023508
BRDN0007693172	Spib	351.9686669068001	435.2664504756998	655.1965548505727	306.79075302783525	441.6886501539584	724.1070485488917	323.53671532391473	436.8054851763097
BRDN0007693171	Spg11	555.6186597677215	741.8383007165882	377.96701626681255	483.4002666402983	660.6977038314059	623.4290631891528	671.146102918954	1251.3515628793023
BRDN0007693170	Spg11	670.892240632394	633.636471219804	383.6083150170635	700.975904544312	1294.4780938030137	1186.1931864820526	892.6146878133004	372.246183908113
BRDN0007693169	Spg11	375.0233830797346	323.7857776608313	190.1923578656029	316.8046945213254	210.44445381296632	442.72498690244186	356.27554961264417	380.48779683596786
BRDN0007693168	Spg11	593.2746961835145	331.16317512652114	685.8207480662206	863.0196850753348	586.0633335837841	210.39117453381346	1956.626802197008	1096.1345194047017
BRDN0007693167	Spg11	352.7371574458979	245.91324885632756	397.3086119819586	645.4440471713211	168.84496875691485	749.9219165898504	380.34822188376876	262.3580115367143
BRDN0007693166	Spg11	351.9686669068001	316.40838019514143	320.7481289428388	249.4381790196643	440.46513588760394	96.80575515359516	218.57986422181142	406.58623777417506
BRDN0007693165	Speg	171.37339021881314	266.40601959435486	212.75755286660663	313.1632612509654	382.95996536894455	203.93745752357378	223.39439867603636	134.61301115496335
BRDN0007693164	Speg	756.1946904722516	482.8096785879231	419.06790716149794	431.5098425376674	534.675734396897	547.2752024683246	515.1551866020666	614.00016312519
BRDN0007693163	Speg	399.6150803308647	515.5981117687668	485.1516925215803	469.74489187644804	500.41733493897226	552.4381760765164	407.30961482742833	405.21263561953253
BRDN0007693162	Speg	896.0599685880543	984.4727062548313	1154.8544441585125	507.97994121522873	801.4018444621682	570.5085837051874	1138.1559449787715	565.9240877127031
BRDN0007693161	Speg	396.5411181744734	338.54057259221094	174.88026125777893	319.5357694740955	299.76099525684157	171.6688724723754	153.1021956443525	315.92849556777117
BRDN0007693160	Speg	369.6439493060498	218.86279148213154	435.9918034122507	210.2927713632936	207.9974252802574	247.8227331932036	242.65253649293604	149.72263485603068
BRDN0007693159	Sparc	786.1658214970665	410.675125590067	377.1611164453481	427.86840926730736	495.52327787355443	249.1134765952515	550.782741563331	1012.3447879715102
BRDN0007693158	Sparc	504.8982841872656	552.4850990972159	509.32868716551286	161.13342221343277	584.8398193174297	163.9244120600878	191.61847127815187	296.69806540277636
BRDN0007693157	Sparc	198.2705590872367	130.33402189385362	319.13632929990996	92.85654839418159	237.36176767276433	547.2752024683246	56.811506559854074	144.22822623746075
BRDN0007693156	Sparc	408.8369668000385	735.2806140804194	309.4655314423369	334.1015025555357	230.02068207463762	339.465514738607	384.1998494471487	331.03811926883844
BRDN0007693155	Sparc	479.53809639703763	481.1702569288809	618.1251630632095	477.9381167347582	508.98193480345344	447.88796051063355	660.5541271196593	630.4833889808998
BRDN0007693154	Sparc	173.6788618361066	327.0646209789156	111.21417536208983	222.12742949196382	338.9134517801841	121.32987979250592	236.87509514786612	215.65553827886987
BRDN0007696378	Spaca1	809.220537670001	668.884036889211	559.2944760963069	560.7807236354496	573.8281909202395	394.9674810266682	728.9205163696531	660.7026363830345
BRDN0007694521	Sp9	328.91395073386553	432.8073179871365	248.21714501104108	297.6871698519351	357.26616577550095	400.13045463486	262.8735812006807	175.82107579423786
BRDN0007694520	Sp9	271.2771603015293	387.72322236347645	250.63484447543433	304.97003639265523	365.83076563998213	167.7966422662316	278.28009145420043	675.8122600841018
BRDN0007694519	Sp9	325.8399885774743	286.0790795028611	274.0059392979025	237.60352089099408	190.86822555129504	303.3246994812648	63.55185479576896	188.1834951860202
BRDN0007694518	Sp9	284.3414994661922	424.6102096919256	162.79176393581264	288.58358667603494	467.38244974740195	553.7289194785643	279.24299834504546	385.9822054545378
BRDN0007694517	Sp9	185.20621992257384	377.8866924092234	279.64723804815344	391.45407656370674	115.01034103731881	260.73016721368293	222.43149178519135	458.7831196505894
BRDN0007694516	Sp9	271.2771603015293	137.71141935954344	249.0230448325055	190.26488837631325	309.5491093876772	302.03395607921686	342.7948531408144	149.72263485603068
BRDN0007696420	Sowahb	594.0431867226123	604.9465921865658	579.4419716329173	507.0695828976387	556.6989911912772	533.0770250457973	363.97880473940404	943.664680239386
BRDN0007693153	Socs1	200.57603070453015	140.1705518481067	119.27317357673402	255.8106872427944	148.0452262288891	34.85007185529425	355.3126427217992	4269.155496628838
BRDN0007693152	Socs1	268.97168868423586	190.1729124488933	176.49206090070777	274.92821191218474	70.9638274485584	552.4381760765164	304.27857750701503	92.03134436104638
BRDN0007693151	Socs1	208.26093609550833	139.3508410185856	133.77937036309356	282.2110784529048	30.587856658861384	87.77055133925961	77.99545815844372	68.68010773212416
BRDN0007693150	Socs1	298.1743291699529	263.9468871057916	222.42835072417967	376.88834348226646	244.70285327089107	192.32076690514236	196.43300573237678	291.20365678420643
BRDN0007693149	Socs1	210.56640771280178	25.411035715153847	140.2265689348089	116.525864651522	11.011628397190098	169.08738566827952	5.777441345069906	5.494408618569933
BRDN0007693148	Socs1	468.7792288496682	402.4780172948561	452.1097998415391	389.63335992852666	184.75065421952277	305.90618628536066	310.05601885208495	361.2573666709731
BRDN0007694515	Snx27	521.0365855083197	325.42519931987346	340.08972465798485	394.18515151647676	354.81913724279207	855.7628755577812	534.4133244189662	306.31328048527376
BRDN0007694514	Snx27	276.656594075214	294.276187798072	298.98883376329945	267.6453453714646	400.0891650979069	122.62062319455386	244.578350274626	170.32666717566792
BRDN0007694513	Snx27	258.2128211368664	281.1608145257345	244.187645903719	245.79674574930422	544.4638485277327	1151.3431146267583	175.24905413378713	572.7920984859155
BRDN0007694512	Snx27	309.70168725642014	400.0188848062928	196.63955643731825	251.2588956548443	561.593048256695	438.852756696298	395.75473213728856	418.9486571659574
BRDN0007694511	Snx27	399.6150803308647	239.35556222015882	235.32274786761036	174.788796977283	373.1718512381089	797.679422465624	347.6093875950393	255.49000076350188
BRDN0007694510	Snx27	248.22244412859482	205.74741820979406	371.5198176950972	243.97602911412417	435.5710788221861	913.8463286499382	502.63739702108177	1847.49489799414
BRDN0007694509	Snx25	115.27358086467251	109.84125115582631	46.7421896449363	190.26488837631325	307.1020808549683	494.3547229843592	230.13474691195123	160.71145209317055
BRDN0007694508	Snx25	431.891682972973	300.0141636047196	330.41892680041184	382.3504933878066	441.6886501539584	433.6897830881063	612.40878257741	395.5974205370352
BRDN0007694507	Snx25	592.5062056444167	613.9634113112978	381.19061555267024	250.3485373372543	239.80879620547324	494.3547229843592	206.06207464082664	199.17231242316007
BRDN0007694506	Snx25	145.24471188948735	41.805252305575685	66.88968518154678	53.71114073781092	67.29328464949505	12.907434020479354	146.3618474084376	52.196881876414366
BRDN0007694505	Snx25	544.0913016812542	485.2688110764864	432.768204126393	349.577593954566	523.6641059997069	308.48767308945656	434.2710077710879	520.5952166095011
BRDN0007694504	Snx25	394.23564655717996	335.2617292741266	302.21243304915714	530.7388991549791	345.0310231119564	677.640286075166	299.4640430527901	337.9061300420509
BRDN0007693147	Snu13	75.31207283158604	83.61050461115137	107.99057607623216	97.40833998213166	86.86951291116632	10.325947216383483	69.32929614083886	100.27295728890128
BRDN0007693146	Snu13	187.5116915398673	250.83151383345412	394.08501269610093	276.74892854736476	293.64342392506927	256.85793700753914	333.16578423236456	230.76516197993718
BRDN0007693145	Snu13	79.15452552707512	118.03835945103722	67.6955850030112	65.54579886648112	199.43282541577622	129.07434020479354	28.88720672534953	37.087258175347046
BRDN0007693144	Snu13	156.0035794368568	159.84361175661292	221.62245090271526	158.4023472606627	216.5620251447386	176.83184608056715	209.91370220420657	527.4632273827135
BRDN0007693143	Snu13	46.109432345869	45.084095623660055	112.82597500501868	142.01589754404245	41.599485056051485	203.93745752357378	34.66464807041943	189.5570973406627
BRDN0007693142	Snu13	68.39565797970569	144.26910599571218	160.3740644714194	223.03778780955383	247.14988180359998	105.8409589679307	148.28766119012758	72.80091419605161
BRDN0007693141	Snrpd1	93.75584576993364	79.51195046354592	26.59469410832583	100.13941493490172	102.77519837377424	0.0	27.924299834504545	26.098440938207183
BRDN0007693140	Snrpd1	239.000557659421	68.03599885025062	161.98586411434823	270.37642032423463	261.83205299985343	161.34292525599193	80.88417883097868	313.18129125848617
BRDN0007693139	Snrpd1	136.79131595941138	123.77633525768488	317.5245296569811	112.88443138116193	157.83334035972473	54.21122288601329	172.3603334612522	427.1902700938123
BRDN0007693138	Snrpd1	92.218864691738	55.74033640743425	48.35398928786515	108.33263979321185	177.40956862139603	11.616690618431418	26.96139294365956	133.23940900032088
