sgRNA	Gene	AR2466_SP	AR2467_SP	AR2468_SP	AR2469_SP	AR2480_SP	AR2481_SP	AR2482_SP	AR2483_SP
BRDN0007696292	Zfp638	94.52433630903145	142.62968433666998	207.92215393782013	199.3684715522134	46.493542121469304	434.9805264901542	168.50870589787223	96.15215082497383
BRDN0007696438	Zfp62	398.07809925266906	450.02124540707945	406.1735100180672	380.5297767526265	310.7726236540317	570.5085837051874	324.4996222147597	263.73161369135676
BRDN0007693609	Zfp60	85.30244983985766	120.49749193960051	123.30267268405612	128.3605227801922	47.71705638782376	481.4472889638799	175.24905413378713	166.20586071174048
BRDN0007693608	Zfp60	376.5603641579302	337.7208617626898	362.6549196589886	474.29668346439814	227.5736535419287	233.6245557706763	430.41938020770795	888.7205940536867
BRDN0007693607	Zfp60	663.9758257805137	658.2277961054368	768.0225298555914	710.0794877202122	803.8488729948772	845.4369283413977	759.7335368766926	836.5237121772723
BRDN0007693606	Zfp60	531.0269625165913	500.84331683738714	828.4650164654228	647.2647638065012	515.0995061352257	575.6715573133791	792.472371165422	1449.15027314782
BRDN0007693605	Zfp60	390.3931938616909	236.07671890207445	185.3569589368164	153.85055567271263	168.84496875691485	197.4837405133341	181.98940236970202	87.91053789711893
BRDN0007693604	Zfp60	137.5598064985092	159.02390092709183	170.85076215045683	244.8863874317142	53.834627719596035	428.52680947991456	181.98940236970202	432.6846787123822
BRDN0007694803	Zfp592	223.63074687746467	148.36766014331764	181.3274598294943	173.878438659693	84.42248437845743	120.03913639045798	136.73277849998777	116.75618314461107
BRDN0007694802	Zfp592	162.91999428873714	354.93478918263276	286.09443661986876	436.0616341256175	188.42119701858613	247.8227331932036	180.06358858801207	67.30650557748167
BRDN0007694801	Zfp592	263.59225491055116	198.37002074410424	236.1286476890748	202.09954650498346	88.09302717752078	339.465514738607	212.80242287674153	135.98661330960584
BRDN0007694800	Zfp592	257.4443305977686	176.23782834703476	215.17525233099988	139.2848225912724	92.98708424293861	165.21515546213573	121.32626824646802	60.43849480426926
BRDN0007694799	Zfp592	162.15150374963932	180.33638249464022	251.44074429689874	214.8445629512437	63.62274185043168	23.233381236862837	129.0295233732279	335.1589257327659
BRDN0007694798	Zfp592	349.66319528950663	235.25700807255336	261.1115421544718	250.3485373372543	94.21059850929306	36.14081525734219	148.28766119012758	520.5952166095011
BRDN0007696291	Zfp36l2	612.4869596609599	462.3169078498958	775.2756282487711	285.8525117232649	445.35919295302176	520.1695910253179	1006.2377009330086	824.16129278549
BRDN0007696290	Zfp36l2	780.0178971842839	877.0905875875683	860.7010093239995	816.591410878244	933.5413852284495	468.53985494340054	1085.1960659822973	975.2575297961631
BRDN0007696289	Zfp36l2	1098.9414709098778	528.7134850411043	996.8980791514864	1269.9498530380718	1254.1021230133167	1236.5321791619222	1099.639669344972	7486.131742801534
BRDN0007696288	Zfp36l2	463.3997950759835	569.6990265171588	402.1440109107451	451.5377255246477	1801.0130000737583	1093.2596615346013	740.475399059793	1824.1436613652177
BRDN0007696287	Zfp36l2	1212.6780706963548	1179.5638836808512	968.6915854002317	865.7507600281049	948.2235564247029	2174.9026324507713	1363.4761574364977	1258.2195736525146
BRDN0007696286	Zfp36l2	826.8958200692508	405.7568606129405	307.04783197794364	453.3584421598278	762.2493879388257	504.6806702007427	523.8213486196714	276.09403308313915
BRDN0007694797	Zfp316	833.8122349211311	494.2856302012184	489.9870914503668	578.9878899872499	587.2868478501385	335.5932845324632	797.286905619647	839.2709164865572
BRDN0007694796	Zfp316	317.3865926473983	311.4901152180149	515.7758857372282	385.9919266581666	244.70285327089107	145.85400443141668	357.23845650348915	201.91951673244503
BRDN0007694795	Zfp316	318.15508318649614	369.6895841140124	537.5351809167676	577.1671733520699	242.25582473818216	733.1422523632273	326.42543599644966	274.7204309284966
BRDN0007694794	Zfp316	648.6060149985573	941.8477431197346	863.9246086098573	918.5515424483258	899.2829857705246	505.9714136027907	882.9856189048505	1006.8503793529402
BRDN0007694793	Zfp316	933.7160050038473	418.8722338852779	411.81480876831813	449.7170088894677	787.9431875322692	371.7340997898054	334.12869112320953	491.749571362009
BRDN0007694792	Zfp316	356.579610141387	287.71850116190325	169.23896250752802	155.67127230789268	345.0310231119564	953.8593741134242	328.3512497781396	328.2909149595535
BRDN0007693603	Zfp182	780.0178971842839	539.3697258248784	427.12690537614213	391.45407656370674	984.9289844153366	557.601149684708	349.5352013767293	652.4610234551795
BRDN0007693602	Zfp182	101.4407511609118	253.29064632201738	128.13807161284262	161.13342221343277	587.2868478501385	113.58541938021831	129.0295233732279	167.57946286638295
BRDN0007693601	Zfp182	502.5928125699721	660.686928594	321.5540287643032	549.8564238243695	945.776527891994	276.2190880382582	392.86601146475357	673.0650557748168
BRDN0007693600	Zfp182	374.2548925406368	319.68722351322583	297.37703412037064	380.5297767526265	475.94704961188313	415.61937545943516	153.1021956443525	230.76516197993718
BRDN0007693599	Zfp182	324.30300749927864	309.85069355897275	317.5245296569811	185.71309678836317	373.1718512381089	793.8071922594803	269.6139294365956	284.335646010994
BRDN0007693598	Zfp182	238.2320671203232	353.2953675235906	316.7186298355167	411.48195955068707	376.84239403717226	824.7850339086307	425.60484575348306	718.3939268780188
BRDN0007696446	Zfp169	435.7341356684621	332.8025967855633	722.8921398535839	248.52782070207425	289.9728811260059	522.7510778294138	304.27857750701503	199.17231242316007
BRDN0007694791	Zdhhc8	1196.5397693753007	521.3360875754145	695.4915459237936	691.8723213684119	539.5697914623148	681.5125162813099	1142.9704794329964	1854.3629087673523
BRDN0007694790	Zdhhc8	567.1460178541887	313.1295368770571	238.54634715346805	289.49394499362495	160.28036889243364	198.77448391538204	259.98486052814576	126.37139822710846
BRDN0007694789	Zdhhc8	133.7173538030201	232.79787558399008	207.92215393782013	319.5357694740955	122.35142663544553	118.74839298841005	201.24754018660173	309.0604847945587
BRDN0007694788	Zdhhc8	824.5903484519573	818.0714078620497	593.9481684192768	748.3145370589929	754.9083023406989	656.988391642399	821.3595778907716	598.8905394241227
BRDN0007694787	Zdhhc8	317.3865926473983	242.6344055382432	203.0867550090336	343.2050857314359	540.7933057286692	132.94657041093734	358.2013633943341	234.88596844386464
BRDN0007694786	Zdhhc8	352.7371574458979	426.2496313509678	480.3162935927938	369.6054769415463	346.2545373783109	538.239998653989	487.230886767562	385.9822054545378
BRDN0007694785	Zdhhc15	364.2645155323651	327.0646209789156	282.0649375125467	303.1493197574752	419.6653933595782	207.80968772971758	423.67903197179305	347.52134512454825
BRDN0007694784	Zdhhc15	315.8496115692027	115.57922696247395	331.2248266218762	120.16729792188207	122.35142663544553	16.77966422662316	72.21801681337382	146.9754305467457
BRDN0007694783	Zdhhc15	871.4682713369242	613.1437004817767	465.8100968064342	845.7228770411245	532.2287058641881	453.0509341188253	331.2399704506746	190.93069949530516
BRDN0007694782	Zdhhc15	165.99395644512842	233.6175864135112	242.57584626079014	266.7349870538746	378.0659083035267	112.29467597817037	109.77138555632821	303.5660761759888
BRDN0007694781	Zdhhc15	226.70470903385595	517.237533427809	643.1080575286064	432.4202008552574	319.3372235185129	495.6454663864072	388.0514770105287	281.5884417017091
BRDN0007694780	Zdhhc15	169.0679186015197	56.56004723695534	148.2855671494531	88.30475680623151	157.83334035972473	100.67798535973895	40.44208941548934	114.0089788353261
BRDN0007693597	Zc3hc1	367.33847768875637	604.1268813570447	616.5133634202806	637.250822313011	742.6731596771544	774.4460412287613	646.1105237569844	542.5728510837808
BRDN0007693596	Zc3hc1	380.40281685341927	432.8073179871365	620.5428625276027	293.13537826398505	412.32430776145145	778.318271434905	298.5011361619451	662.0762385376769
BRDN0007693595	Zc3hc1	225.93621849475812	189.35320161937221	41.10089089468537	234.87244593822402	135.81008356534454	11.616690618431418	157.91673009857743	108.51457021675618
BRDN0007693594	Zc3hc1	145.24471188948735	266.40601959435486	265.9469410832583	381.44013507021657	278.96125272881585	287.83577865668957	199.32172640491174	190.93069949530516
BRDN0007693593	Zc3hc1	334.2933845075503	341.81941591029533	267.5587407261871	248.52782070207425	192.09173981764948	98.09649855564308	229.17184002110625	152.46983916531565
BRDN0007693592	Zc3hc1	871.4682713369242	404.1174389538983	577.024272168524	323.17720274445554	669.2623036958871	712.4903579304603	397.6805459189785	809.0516690844227
BRDN0007696285	Zc3hav1	582.5158286361451	524.6149308934988	668.8968518154678	612.6711477380805	635.0039042379624	1683.1293962705076	672.109009809799	892.8414005176141
BRDN0007696284	Zc3hav1	315.08112103010484	459.0380645318115	435.9918034122507	340.47401077866584	182.30362568681386	178.12258948261507	385.1627563379937	420.32225932059987
BRDN0007696283	Zc3hav1	525.6475287429066	753.3142523298834	630.2136603851757	1134.3064637171594	1229.6318376862278	427.2360660778666	611.445875686565	1134.5953797346913
BRDN0007696282	Zc3hav1	255.13885898047516	214.76423733452606	419.06790716149794	285.8525117232649	479.6175924109465	1348.8268551400924	157.91673009857743	175.82107579423786
BRDN0007696281	Zc3hav1	413.4479100346254	559.8624965629058	562.5180753821645	375.97798516467645	644.7920183687979	739.5959693734669	469.89856273235233	436.8054851763097
BRDN0007696280	Zc3hav1	749.2782756203713	495.1053410307395	254.66434358275643	518.9042410263089	449.0297357520851	587.2882479318106	410.1983354999633	499.9911842898639
BRDN0007696279	Zc3h14	65.32169582331443	130.33402189385362	88.6489803610861	132.00195605055225	116.23385530367327	58.08345309215709	116.51173379224309	155.21704347460062
BRDN0007696278	Zc3h14	528.7214908992979	479.53083526983875	508.5227873440484	525.276749249439	586.0633335837841	428.52680947991456	338.9432255774345	362.6309688256156
BRDN0007696277	Zc3h14	313.54413995190924	226.24018894782137	350.5664223370223	418.7648260914072	140.70414063076237	520.1695910253179	311.0189257429299	255.49000076350188
BRDN0007696276	Zc3h14	196.73357800904108	59.01917972551861	53.18938821665166	57.35257400817098	128.4689979672178	9.035203814335548	58.73732034154404	483.5079584341541
BRDN0007696275	Zc3h14	364.2645155323651	535.271171677273	568.9652739538799	383.2608517053966	522.4405917333524	329.1395675222235	752.9931886407777	189.5570973406627
BRDN0007696274	Zc3h14	733.1399742993171	678.7205668434641	442.4390019839661	870.302551616055	774.4845306023702	716.3625881366041	886.8372464682305	1075.5304870850644
BRDN0007694779	Zbtb8os	89.91339307444456	108.20182949678413	90.26078000401493	131.09159773296224	99.10465557471089	189.7392801010465	92.43906152111849	78.29532281462154
BRDN0007694778	Zbtb8os	41.498489111282105	96.72587788348883	118.4672737552696	48.24899083227083	105.22222690648316	74.86311731878025	72.21801681337382	63.18569911355423
