sgRNA	Gene	AR2466_BM	AR2467_BM	AR2468_BM	AR2469_BM	AR2473_BM	AR2474_BM	AR2475_BM	AR2476_BM
BRDN0007693659	Zfp984	654.142846975171	294.4482022688741	598.8556324511889	688.1527760945469	1174.25737459401	173.87008093764996	290.218759342535	834.3924101736208
BRDN0007693658	Zfp984	93.32079024062796	390.9053719776432	67.50385550979584	215.1523886329666	85.70502650140844	174.88095350124095	190.8068086285175	147.68745660073088
BRDN0007693657	Zfp983	131.9053477439645	170.91533579974876	146.57980053555667	252.8249858644199	119.19894490425771	237.5550524438822	1495.9895163899735	325.4130399677121
BRDN0007693656	Zfp983	1046.2696290439635	227.60507589174466	432.0246752626934	406.02688127232994	296.51968938993036	2002.5385484737474	1138.427177531491	143.51549454986278
BRDN0007693655	Zfp983	336.49323404072584	175.99202894231556	143.68677815656542	504.8128029014742	433.45070874275535	167.80484555610403	86.58460223478946	279.521457408163
BRDN0007693654	Zfp983	268.2972719418054	407.8276824528659	378.0215908548567	600.2500492211559	1795.865095541007	190.04404195510577	346.33840893915783	302.88444489302435
BRDN0007693653	Zfp983	201.89594042443548	318.98555245794694	404.0587922657779	299.70644019689513	437.3911697313258	318.42485753116125	1319.6134748005875	104.2990512717026
BRDN0007693652	Zfp983	1262.5226141208032	1079.643408319205	636.464923378075	514.0216600024961	1967.2751485438237	1172.6121737655462	384.820454376842	985.4174364150462
BRDN0007693651	Zfp973	204.5878862967613	46.53635380686229	180.3317282904546	35.16109074935641	73.88364353569693	257.772503715702	11.22392991932456	61.745038352847935
BRDN0007693650	Zfp973	48.455025701864514	120.14840437408081	199.61854415039627	40.184103713550186	228.54673733708918	66.71758919700521	9.620511359421052	296.2093056116354
BRDN0007693649	Zfp973	109.4724654745828	96.45716970876911	67.50385550979584	59.43898674295964	16.746959201424637	88.95678559600695	375.199943017421	294.54052079128815
BRDN0007693648	Zfp973	340.97981049460213	221.68226722541672	910.3377085892467	462.95436153319275	491.57250832417026	580.2408515012272	732.7622818759033	331.25378683892745
BRDN0007693647	Zfp973	837.1951662933258	715.8137331019182	694.3253709579001	804.5192430983693	914.1869493483567	345.71841674811793	745.5896303551315	704.2271941865359
BRDN0007693646	Zfp973	202.79325571521076	285.9870470312628	221.7983823893292	935.954748994773	107.37756193854621	217.33760117206245	163.54869311015787	253.6552926927807
BRDN0007693645	Zfp968	1541.5876695519119	522.8993936843799	432.98901605569046	269.5683624117325	1546.6309380139226	391.2076821097124	283.805085102921	643.3165482438616
BRDN0007693644	Zfp968	93.32079024062796	275.8336607461292	99.32710167869959	7.534519446290659	29.553457414278775	214.30498348128947	272.5811551835964	118.48372224465415
BRDN0007693643	Zfp968	259.32411903405267	383.29033226379306	452.2758319156321	104.6461034207036	281.74296068279097	415.4686236358961	1500.799772069684	130.16521598708485
BRDN0007693642	Zfp968	180.36037344582903	328.2928232193194	178.40304670446042	338.21620625571404	357.59683471277316	388.1750644189394	99.41195071401752	154.36259588211985
BRDN0007693641	Zfp968	205.48520158753655	423.9038774043274	274.8371260041688	251.98781703705427	262.0406557399385	152.6417571022392	0.0	569.890016148583
BRDN0007693640	Zfp968	800.4052393715398	264.83415893723446	494.7068268075038	525.7420235856149	460.04882041560626	152.6417571022392	75.3606723154649	477.27245861931107
BRDN0007693639	Zfp967	556.3354802806667	418.8271842617606	248.7999245932475	582.6695038464776	592.0542635327181	508.468899486267	2600.744904163491	134.33717803795295
BRDN0007693638	Zfp967	50.24965628341506	49.92081590190682	64.6108331308046	19.254883029409463	74.86875878283956	29.315304344138653	38.48204543768421	2.5031772305208624
BRDN0007693637	Zfp967	206.38251687831183	158.22360294333177	149.47282291454792	66.9735061892503	569.3966128484377	1252.4711062892343	187.5999715087105	76.76410173597311
BRDN0007693636	Zfp967	17.946305815505376	40.61354514053436	258.4433325232184	182.50280436570708	90.63060273712158	68.73933432418718	6.413674239614034	194.41343157045364
BRDN0007693635	Zfp967	561.7193720253183	759.811740337497	863.0850097323896	336.5418686009828	578.2626500727213	154.66350222942117	719.9349333966753	407.18349616472693
BRDN0007693634	Zfp967	306.88182944514193	125.22509751664761	390.5580211638188	35.99825957672204	763.464316535535	674.251999915189	227.6854355062982	171.88483649576588
BRDN0007693633	Zfp966	813.8649687331688	509.3615453042018	613.320744346145	860.6095545318664	394.0460988570503	1370.74319622938	1138.427177531491	317.9035082761495
BRDN0007693632	Zfp966	513.2643463234538	1353.784838017812	676.0028958909555	574.2978155728214	1228.4387131868543	1378.8301767381079	4039.0113523969376	750.118776746085
BRDN0007693631	Zfp966	893.7260296121677	112.53336466023063	127.29298467561502	190.03732381199774	122.15429064568559	190.04404195510577	2361.835538737868	114.31176019378604
BRDN0007693630	Zfp966	138.1865547793914	237.75846217687825	345.23400389295585	779.4041782774004	245.2936965385138	386.15331929175744	380.0101986971315	407.18349616472693
BRDN0007693629	Zfp966	105.88320431148172	109.14890256518609	154.29452687953335	202.59485622248218	174.36539874424477	177.9135711920139	44.89571967729824	76.76410173597311
BRDN0007693628	Zfp966	388.5375209056914	69.38147294841286	485.06341887753297	83.71688273656288	4.9255762357131285	10.108725635909881	49.70597535700876	164.3753048042033
BRDN0007693627	Zfp965	534.7999133020602	321.52389902923034	589.212224521218	445.3738161585145	500.4385455484539	350.77277956607287	755.2101417145525	1090.5508800969224
BRDN0007693626	Zfp965	430.711339572129	54.99750904447362	82.93330819774917	574.2978155728214	438.37628497846845	1817.5488693365967	205.23757566764908	151.859418651599
BRDN0007693625	Zfp965	285.3462624665355	772.503473193914	991.3423352010018	215.98955746033224	1675.6810353896064	699.5238140049638	277.391410863307	143.51549454986278
BRDN0007693624	Zfp965	1105.4924382351312	208.1444188452386	201.54722573639043	141.48153182479126	198.00816467566779	410.41426081794117	49.70597535700876	435.55283811063003
BRDN0007693623	Zfp965	436.09523131678066	360.4452131222425	542.9238664573579	746.7545940101409	836.3628448240893	1265.612449615917	295.0290150222456	347.10724263222625
BRDN0007693622	Zfp965	124.72682541776237	713.2753865306347	293.15960107111334	397.65519299867367	572.3519585898656	303.26176907729644	238.90936542562275	190.24146951958554
BRDN0007696444	Zfp948	211.76640862296344	357.9068665509591	57.860447579825006	315.61264791684204	404.8823665756192	328.53358316707113	845.001581069149	596.5905732741388
BRDN0007693621	Zfp936	240.48049792777203	583.8197113951815	119.57825833163834	200.08334974038527	338.87964501706324	102.0981289226898	253.34013246475433	339.59771094066366
BRDN0007693620	Zfp936	598.5092989471043	164.99252713342085	459.0262174666117	221.01257042452602	148.7524023185365	485.2188305236743	1024.5844597783419	95.95512716996639
BRDN0007693619	Zfp936	1039.9884220085366	330.8311697906028	599.8199732441859	449.55966029534267	535.9026944455884	594.393067391501	885.0870450667367	654.1636495761187
BRDN0007693618	Zfp936	1542.484984842687	402.7509893102991	189.01079542742835	449.55966029534267	574.3221890841509	346.7292893117089	149.1179260710263	119.31811465482777
BRDN0007693617	Zfp936	194.71741809823334	210.682765416522	40.5023133058775	303.05511550635765	562.5008061184393	117.26121737655461	394.4409657362631	2280.3944570045055
BRDN0007693616	Zfp936	91.52615965907742	280.06423836493485	224.69140476832044	118.87797348591928	188.1570122042415	448.8274182343987	402.4580585357806	278.68706499798935
BRDN0007693615	Zfp866	156.13286059489678	138.76294589682573	200.58288494339334	89.57706452812228	305.385726614214	86.93504046882498	44.89571967729824	207.76371013323157
BRDN0007693614	Zfp866	350.8502786931301	242.83515531944502	295.0882826571075	551.6942572339494	365.47775668991414	394.24029980048533	27.258115518359645	875.2776382721282
BRDN0007693613	Zfp866	82.55300675132473	222.52838274917787	498.56418997949214	447.0481538132458	603.8756464984295	281.0225726782947	78.56750943527192	1628.7339846589077
BRDN0007693612	Zfp866	379.56436799793875	326.60059217179713	1140.8151581155496	901.6308270727823	1046.1923924654686	338.642308802981	614.1093084430437	1177.327690754979
BRDN0007693611	Zfp866	109.4724654745828	37.22908304548983	142.72243736356833	144.83020713425378	57.136684334272296	27.29355921695668	54.51623103671929	163.54091239402968
BRDN0007693610	Zfp866	256.6321731617269	356.2146355034368	333.66191437699086	156.55057071737258	673.8188290455561	188.02229682792378	274.1845737434999	659.1700040371604
BRDN0007696303	Zfp787	49.35234099263979	416.2888376904772	160.08057163751585	268.73119358436685	297.504804637073	556.9907825386344	44.89571967729824	305.3876221235452
BRDN0007696302	Zfp787	713.3656561663387	291.0637401738296	629.7145378270955	300.5436090242607	408.8228275641897	222.3919639900174	272.5811551835964	378.81415421882383
BRDN0007696301	Zfp787	349.05564811157956	179.3764910373601	277.73014838316004	67.81067501661593	251.20438802136957	989.6442397555774	349.54524605896484	433.8840532902828
BRDN0007696300	Zfp787	441.4791230614323	60.92031771080154	764.7222488466872	134.78418120586625	139.88636509425285	114.22859968578166	232.4956911860087	513.9857246669504
BRDN0007696299	Zfp787	1329.8212609289485	1019.5692061321647	684.6819630279292	384.26049176082364	710.2680931898332	1259.5472142343713	1997.8595256397716	205.2605329027107
BRDN0007696298	Zfp787	147.15970768714408	147.22410113443706	87.75501216273459	638.7598152799748	576.2924195784361	267.88122935161186	642.9708425213068	436.38723052080366
BRDN0007694809	Zfp780b	707.0844491309118	340.9845560757364	108.97050960867043	423.6074266470082	1125.0016122368786	71.77195201496015	877.0699522672192	172.7192289059395
BRDN0007694808	Zfp780b	161.5167523395484	98.14940075629137	281.58751155514835	116.36646700382241	310.31130284992713	124.33732532169154	28.86153407826315	265.3367864352114
BRDN0007694807	Zfp780b	204.5878862967613	581.281364823898	474.45567015456504	412.724231891255	201.94862566423828	651.0019309525964	309.45978206137715	741.7748526443488
BRDN0007694806	Zfp780b	565.3086331884193	703.9681157692622	525.5657321834104	324.82150501786396	771.345238512676	730.8608634762844	6094.593946193236	442.227977392019
BRDN0007694805	Zfp780b	303.29256828204086	215.75945855908878	426.2386305047109	246.9648040728605	271.8918082113647	255.75075858852	774.4511644333946	233.6298748486138
BRDN0007694804	Zfp780b	188.43621106280645	291.90985569759073	651.8943760660284	333.1931932915203	232.48719832565968	508.468899486267	22.44785983864912	130.16521598708485
BRDN0007696297	Zfp638	436.09523131678066	162.45418056213745	194.79684018541084	581.8323350191121	331.9838382870649	52.56537330673138	107.42904351353506	668.3483205490702
BRDN0007696296	Zfp638	370.59121509018604	548.2828593972139	744.4710921937484	81.20537625446599	177.32074448567263	384.13157416457545	48.10255679710525	63.413823173195176
BRDN0007696295	Zfp638	662.2186845921484	177.68425998983784	654.7873984450197	421.09592016491126	607.8161074870001	109.17423686782672	250.13329534494733	1874.8797456601258
BRDN0007696294	Zfp638	67.29864680814516	52.45916247319022	165.86661639549834	104.6461034207036	261.05554049279584	296.1856611321595	878.6733708271227	531.5079652805964
BRDN0007696293	Zfp638	295.21673066506344	776.7340508127197	158.1518900515217	215.98955746033224	180.27609022710052	271.9247196059758	49.70597535700876	280.3558498183366
BRDN0007696292	Zfp638	245.86438967242367	490.74700378145684	133.0790294335975	99.62309045650983	51.22599285141654	1089.720623551085	694.2802364382192	363.79509083569866
BRDN0007696438	Zfp62	470.19321236624086	349.4457113133477	485.06341887753297	267.8940247570012	660.0272155855592	613.5996460997297	1597.0048856638944	800.1823213565023
BRDN0007693609	Zfp60	134.59729361629033	137.9168303730646	22.17983823893292	166.59659664576014	147.76728707139387	124.33732532169154	16.034185599035084	268.6743560759059
BRDN0007693608	Zfp60	113.95904192845914	82.07320580482985	401.1657698867867	424.4445954743738	509.30458277273755	44.478392798003476	2977.548265740815	511.4825474364295
BRDN0007693607	Zfp60	1021.144800902256	560.1284767298697	912.2663901752409	714.1050097428814	1533.8244398010684	1552.7002576757577	4205.766882626903	809.3606378684121
BRDN0007693606	Zfp60	559.9247414437677	450.1334586409225	833.1904451494801	255.3364923465168	366.4628719370568	1440.493403117158	614.1093084430437	930.3475373435872
BRDN0007693605	Zfp60	588.6388307485763	360.4452131222425	210.22629287336417	701.547477332397	276.8173844470778	507.458026922676	1186.5297343285963	243.64258377069726
BRDN0007693604	Zfp60	349.95296340235484	254.6807726521009	215.0479968383496	177.4797914015133	176.33562923853	27.29355921695668	83.37776511498244	332.0881792491011
BRDN0007694803	Zfp592	70.88790797124624	34.69073647420643	62.682151544810424	41.02127254091581	63.04737581712805	59.6414812518683	126.67006623237717	44.2227977392019
BRDN0007694802	Zfp592	84.34763733287527	109.14890256518609	75.2185818537725	157.38773954473822	43.345070874275535	652.0128035161873	179.58287870919295	138.50914008882106
BRDN0007694801	Zfp592	368.7965845086355	324.06224560051373	163.93793480950418	129.76116824167246	78.80921977141006	212.2832383541075	269.3743180637894	264.5023940250378
BRDN0007694800	Zfp592	359.8234316008828	292.75597122135184	78.11160423276375	71.15935032607845	548.7091926584426	80.86980508727905	112.23929919324559	10.01270892208345
BRDN0007694799	Zfp592	270.98921781413117	116.76394227903629	394.4153843358071	138.97002534269438	316.22199433278286	105.13074661346276	83.37776511498244	70.08896245458415
BRDN0007694798	Zfp592	481.85831114631935	538.9755886358414	155.25886767253044	28.46374013043138	447.2423222027521	273.94646473315777	295.0290150222456	11.68149374243069
BRDN0007696291	Zfp36l2	1286.7501269717354	768.2728955751084	3449.4470165505672	68.64784384398156	418.67398003561595	561.0342727929984	5812.392279650218	1963.3253411385297
BRDN0007696290	Zfp36l2	3011.390115841802	1072.8744841291161	2373.2426915658225	759.3121264206253	3578.9236928691594	1084.6662607331302	721.5383519565788	706.7303714170567
BRDN0007696289	Zfp36l2	1257.1387223761517	997.5702025143753	1409.866239361736	3520.294919072469	12027.272052364318	146.57652172069328	13281.11593168076	443.89676221236624
BRDN0007696288	Zfp36l2	396.6133585226688	785.195206050331	539.0665032853697	656.340360654653	284.69830642421886	1463.7434720797507	2943.8764759828414	1232.3975898264378
BRDN0007696287	Zfp36l2	2118.5614015204096	2528.193184998264	3817.8251994754532	1329.4240978566186	1068.850043149749	837.0024826533381	182.78971582899996	450.5719014937552
BRDN0007696286	Zfp36l2	1251.7548306315	328.2928232193194	221.7983823893292	383.423322933458	1256.0219401068478	569.1212533017263	112.23929919324559	90.94877270892466
BRDN0007694797	Zfp316	1262.5226141208032	538.1294731120803	471.5626477755738	355.79675163039224	1689.4726488496033	871.3721498154317	4601.8112669230695	116.8149374243069
BRDN0007694796	Zfp316	426.2247631182527	656.5856464386388	629.7145378270955	371.7029593503392	529.9920029627326	1141.2751242942256	109.03246207343858	297.043698021809
BRDN0007694795	Zfp316	885.6501919951903	1073.7205996528771	653.8230576520226	323.98433619049837	1800.7906717767198	432.6534572169429	1661.1416280600347	261.99921679451694
BRDN0007694794	Zfp316	899.1099213568194	941.7265779461405	700.1114157158826	920.0485412748261	1510.1816738696452	1322.2213131770125	331.90764190002625	355.45116673396245
BRDN0007694793	Zfp316	214.45835449528926	171.7614513235099	243.01387983526502	627.039451696856	332.9689535342075	488.25144821444724	713.5212591570613	561.5460920468468
BRDN0007694792	Zfp316	157.92749117644732	100.68774732757477	128.2573254686121	260.3595053107106	355.6266042184879	304.2726416408874	2034.7381525175522	1095.557234557964
BRDN0007693603	Zfp182	844.373688619528	565.2051698724365	219.869700803335	423.6074266470082	156.6333242956775	643.9258230074594	344.7349903792543	328.7506096084066
BRDN0007693602	Zfp182	42.17381866643763	127.763444087931	486.99210046352715	281.2887259948513	55.16645383998704	62.674098942641265	259.75380670436834	26.700557125555864
BRDN0007693601	Zfp182	702.5978726770355	624.4332565357158	443.5967647786584	886.5617881802009	282.7280759299336	187.0114242643328	168.35894878986838	168.5472668550714
BRDN0007693600	Zfp182	417.2516102105	742.0433143385133	407.9161554377663	282.9630636495825	146.78217182425124	266.87035678802084	317.47687486089467	177.72558336698123
BRDN0007693599	Zfp182	616.4556047626097	179.3764910373601	312.446416931055	231.05859635291355	84.71991125426581	325.5009654762982	352.75208317877184	237.8018368994819
BRDN0007693598	Zfp182	262.0160649063785	1128.7181086973508	300.87432741509	508.9986470383023	747.702472581253	765.230530638378	56.11964959662279	477.27245861931107
BRDN0007696446	Zfp169	506.0858239972516	318.98555245794694	525.5657321834104	157.38773954473822	701.4020559655495	392.2185546733034	1184.9263157686928	607.437674606396
BRDN0007694791	Zdhhc8	1288.544757553286	728.5054659583351	794.6168134295967	244.4532975907636	482.70647109988664	202.1745127181976	2228.751798265877	500.63544610417244
BRDN0007694790	Zdhhc8	214.45835449528926	162.45418056213745	350.0557078579413	506.4871405562054	135.94590410568236	198.13102246383366	634.9537497217893	335.42574888979556
BRDN0007694789	Zdhhc8	249.45365083552474	153.99302532452612	191.9038178064196	90.41423335548791	355.6266042184879	95.02202097755288	152.3247631908333	404.68031893420607
BRDN0007694788	Zdhhc8	615.5582894718344	674.3540724376227	488.9207820495213	732.5227239449252	992.9961691197668	1027.0465246084439	679.8494693990876	1041.3217278966788
BRDN0007694787	Zdhhc8	252.14559670785053	153.14690980076497	167.79529798149252	454.5826732595364	318.1922248270681	339.65318136657197	315.87345630099117	64.2482155833688
BRDN0007694786	Zdhhc8	392.12678206879247	459.44072940229495	297.9813050360988	585.1810103285745	333.95406878135014	1233.2645275810055	6091.387109073428	582.4059023011873
BRDN0007694785	Zdhhc15	293.42210008351293	283.4487004599794	624.89283386211	267.8940247570012	267.9513472227942	1484.9717959151615	357.5623388584824	489.7883447719154
BRDN0007694784	Zdhhc15	415.45697962894945	179.3764910373601	62.682151544810424	35.99825957672204	38.419494638562405	15.163088453864821	11.22392991932456	265.3367864352114
BRDN0007694783	Zdhhc15	504.29119341570106	760.6578558612581	493.7424860145067	936.7919178221387	713.2234389312611	484.2079579600833	142.70425183141225	1145.6207791683812
BRDN0007694782	Zdhhc15	279.0650554311086	807.1942096681204	378.98593164785376	276.2657130306575	542.7985011755868	73.79369714214214	125.06664767247366	731.7621437222654
BRDN0007694781	Zdhhc15	174.07916641040217	329.9850542668417	536.1734809063784	417.7472448554488	444.28697646132423	226.43545424438133	269.3743180637894	419.69938231733124
BRDN0007694780	Zdhhc15	221.6368768214914	57.535855615757015	173.58134273947502	131.43550589640373	87.67525699569369	14.152215890273833	16.034185599035084	87.61120306823018
BRDN0007693597	Zc3hc1	314.0603517713441	930.7270761372458	389.5936803708217	210.12937566877284	199.97839516995302	549.9146745934975	129.87690335218417	711.7367258780985
BRDN0007693596	Zc3hc1	614.6609741810591	656.5856464386388	583.4261797632355	487.232257526796	885.6186071812206	341.67492649375396	3367.178975797368	338.76331853049004
BRDN0007693595	Zc3hc1	132.8026630347398	164.99252713342085	84.86198978374334	332.35602446415464	74.86875878283956	178.9244437556049	1.6034185599035085	4.171962050868104
BRDN0007693594	Zc3hc1	131.9053477439645	157.37748741957066	64.6108331308046	822.9369573004132	341.83499075849113	630.7844796807766	2190.2697528281924	513.1513322567768
BRDN0007693593	Zc3hc1	391.22946677801724	400.2126427390157	597.8912916581917	155.71340189000696	273.86203870565	302.2508965137054	133.0837404719912	761.8002704885157
BRDN0007693592	Zc3hc1	2048.5708088399388	549.9750904447361	537.1378216993754	64.46199970715342	1143.7188019325886	179.9353163191959	206.84099422755259	549.0302058942425
BRDN0007696285	Zc3hav1	744.7716913434731	254.6807726521009	1130.2074093925817	832.9829832288007	1343.6971971025416	651.0019309525964	7577.7561141039805	403.01153411385883
BRDN0007696284	Zc3hav1	282.65431659420966	336.7539784569307	1143.708180494541	137.29568768796312	256.1299642570827	1389.9497749376087	503.47342780970166	477.27245861931107
BRDN0007696283	Zc3hav1	298.8059918281645	740.3510832909909	325.9471880330142	1107.574358604727	1372.2655392696777	1681.0810732518132	328.70080478021924	775.1505490512936
BRDN0007696282	Zc3hav1	226.12345327536775	327.4467076955583	403.09445147278086	226.87275221608542	103.4371009499757	703.5673042593277	2435.5927924934294	773.4817642309464
BRDN0007696281	Zc3hav1	351.7475939839054	818.1937114770152	160.08057163751585	699.0359708503	2094.3550154252225	2011.6364015460663	352.75208317877184	147.68745660073088
BRDN0007696280	Zc3hav1	637.0938564504409	826.6548667146265	438.77506081367295	578.4836597096495	459.0637051684636	3831.2070160098447	4123.992536071823	728.4245740815709
BRDN0007696279	Zc3h14	13.459729361629032	52.45916247319022	234.33481269829127	18.417714202043832	88.66037224283632	714.6869024588286	177.97946014928945	35.044481227292074
BRDN0007696278	Zc3h14	340.97981049460213	942.5726934699017	301.8386682080871	524.9048547582493	1093.4779243283147	454.89265361594465	582.0409372449735	168.5472668550714
BRDN0007696277	Zc3h14	227.020768566143	134.53236827802007	524.6013913904134	559.22877668024	902.3655663826452	317.4139849675703	145.91108895121926	27.534949535729485
BRDN0007696276	Zc3h14	61.017439772718284	164.99252713342085	117.64957674564418	16.743376547312575	203.91885615852354	17.184833581046796	14.430767039131576	25.031772305208623
BRDN0007696275	Zc3h14	498.9073016710495	529.6683178744689	703.0044380948738	108.83194755753175	221.6509306070908	88.95678559600695	1390.1638914363418	421.3681671376785
BRDN0007696274	Zc3h14	1905.897677606671	977.2634299441081	297.0169642431017	782.7528535868629	1882.555237289558	358.85976007480076	461.7845452522104	2057.6116834881486
BRDN0007694779	Zbtb8os	62.81207035426882	137.07071484930347	134.0433702265946	102.13459693860672	9.851152471426257	20.217451271819762	551.5759846068069	109.30540573274432
