sgRNA	Gene	NoCAR_T_rep1	NoCAR_T_rep2	NoCAR_T_rep3	amCD19_1to10rep1	amCD19_1to10rep2	amCD19_1to10rep3
BRDN0007692148	Mgat2	284.3920453250361	296.0712379871289	259.13355818315694	232.46207703338334	221.2410189163134	220.75778476713316
BRDN0007692147	Mgat2	624.6646328893776	636.3022538435245	683.5258761133084	847.4798556413897	863.0590242874008	804.9958291043367
BRDN0007692146	Mgat2	383.18086106952234	424.5360463340865	360.8312564889997	376.1492663807896	398.6719350769212	350.13211444461587
BRDN0007696351	Mfsd6l	617.6795651094644	646.3385669956306	609.2083273513464	741.3160724292934	782.0103341893455	794.7280251616794
BRDN0007692145	Mff	668.5707732202603	686.4838196040548	742.1976251359099	602.2049082203396	652.7705310600138	626.3360405020987
BRDN0007692144	Mff	516.8950157135744	532.9282283768321	512.3999414640538	513.4300205343625	443.57729040151946	548.3007305379028
BRDN0007692143	Mff	380.1872605924167	378.36900583439865	381.36636864691025	348.693115550075	440.2915326948415	354.2392360216788
BRDN0007692142	Mff	595.726494944023	586.1206880829942	602.3632899653762	604.0353182757206	592.5316397709186	527.7651226525882
BRDN0007692141	Mff	490.9504782453255	453.64135447519413	444.92743008806195	477.7370244544335	467.6728469171576	478.4796637278328
BRDN0007692140	Mff	354.2427231241678	333.20559664992135	345.1854567496393	553.6990417527438	533.388001050716	565.7559972404204
BRDN0007695637	Melk	574.7712916042835	688.491082234476	601.3854274816662	580.2399875557679	576.102851237529	519.5508794984622
BRDN0007695636	Melk	146.68642337817653	152.5519599120122	139.83433517053376	128.128703876668	125.95404542265368	168.39198465958066
BRDN0007695635	Melk	513.9014152364688	518.8773899638835	544.6694034264847	539.9709663373865	521.340222792897	538.0329265952455
BRDN0007695634	Melk	203.56483244318375	215.7807327702804	211.21829648136568	279.13753344559814	304.48021415215413	269.01646329762275
BRDN0007695633	Melk	448.0422047401446	459.66314236645775	452.75032995774217	406.3510322945756	386.62415681910215	398.39079297510546
BRDN0007695632	Melk	576.7670252556873	514.862864703041	604.3190149327962	450.28087362371895	475.33961489940606	450.75659308265796
BRDN0007692139	Mef2d	180.61389545204048	184.6681619987516	170.14807216554456	167.48252006735888	139.09707624936536	126.29398849468548
BRDN0007692138	Mef2d	279.4027111965267	281.0167682589698	282.6022577921976	237.0381021718358	217.9552612096355	259.7754397492311
BRDN0007692137	Mef2d	347.25765534425466	304.1002885088138	338.34041936366907	428.3159529591473	355.9570848901082	426.1138636202803
BRDN0007692136	Mef2d	370.2085923353979	378.36900583439865	417.5472805441812	366.08201107619425	332.9567809433628	342.9446516847557
BRDN0007692135	Mef2d	240.48590499415334	274.99498036770615	243.48775844379654	187.61703067654955	225.62202919188397	189.9543729391611
BRDN0007692134	Mef2d	243.479505471259	289.04581878065466	220.0190588347559	218.73400161802607	261.7653639653411	228.97202792125904
BRDN0007692133	Mef2c	110.7632176529088	109.3958133579561	69.42823634341187	55.82750668911962	59.143638720202595	55.44614129034972
BRDN0007692132	Mef2c	113.75681813001445	129.46843966216824	177.97097203522478	135.45034409819186	140.192328818258	107.81194139790225
BRDN0007692131	Mef2c	52.8869417621997	60.21787891263639	64.53892392486173	27.45615083071457	37.23858734234978	24.642729462377655
BRDN0007692130	Mef2c	520.8864830163819	547.9826981049911	481.1083419853329	345.0322954393131	378.9573888368537	389.1497694267138
BRDN0007692129	Mef2c	435.06993600602016	384.39079372566226	380.3885061632002	393.53816190690884	405.24345049027704	416.8728400718887
BRDN0007692128	Mef2c	574.7712916042835	574.0771123004669	538.8022285242245	435.63759318067116	450.1488058148753	470.26542057370693
BRDN0007692127	Med16	367.21499185829225	375.3581118887668	336.384694396249	531.7341210881722	515.8639599484337	514.4169775271336
BRDN0007692126	Med16	272.41764341661354	264.9586672156001	250.33279582976672	325.81298985781285	372.3858734234978	305.98055749118924
BRDN0007692125	Med16	403.13819758356	426.54330896450773	406.79079322337094	477.7370244544335	542.1500216018571	552.4078521149657
BRDN0007692124	Med16	488.95474459392176	421.5251523884547	477.1968920504928	495.12591998055274	572.817093530851	481.56000491063
BRDN0007692123	Med16	487.95687776821984	491.77934445319715	517.2892538826039	683.6581556847927	691.1043709712562	674.5947190325883
BRDN0007692122	Med16	640.6305021006077	642.3240417347881	574.9831404214955	896.9009271366759	805.0106381360908	846.0670448749662
BRDN0007692121	Med15	250.46457325117217	254.92235406349403	247.39920837863664	371.57324124233713	352.6713271834303	370.66772232993054
BRDN0007692120	Med15	332.28965295872644	326.1801774434471	329.53965701027886	256.257407753336	295.71819360101296	252.58797698937096
BRDN0007692119	Med15	524.8779503191895	576.0843749308881	509.46635401292366	490.5498948421003	483.00638288165453	469.2386401794412
BRDN0007692118	Med15	484.96327729111425	520.8846525943047	515.3335289151838	425.5703378760758	417.2912287480961	441.5155695342663
BRDN0007692117	Med15	120.74188590992762	76.2759799560061	129.07784784972347	71.38599215985788	76.66767982248484	57.4997020788812
BRDN0007692116	Med15	113.75681813001445	128.46480834695762	168.1923471981245	97.01173293519147	107.33475175147879	138.61535322587432
BRDN0007695631	Med14	341.27045439004337	405.467051345085	336.384694396249	248.0205625041216	244.24132286305885	321.38226340517525
BRDN0007695630	Med14	351.24912264706217	332.20196533471074	307.0488198849483	404.52062223919467	377.86213626796103	403.5246949464341
BRDN0007695629	Med14	294.3707135820549	247.8969348570198	257.1778332157369	215.9883865349546	203.71697781403117	181.7401297850352
BRDN0007695628	Med14	202.56696561748186	199.7226317269107	227.8419587044361	267.2398680856218	244.24132286305885	278.25748684601433
BRDN0007695627	Med14	450.0379383915484	394.4271068777683	439.0602551858018	549.1230166142914	545.4357793085351	574.9970207888119
BRDN0007695626	Med14	277.40697754512297	242.87877828096677	243.48775844379654	280.05273847328857	260.6701113964485	302.90021630839203
BRDN0007692115	Med13l	150.67789068098406	155.562853857644	187.74959687232504	118.06144857207265	133.62081340490215	135.5350120430771
BRDN0007692114	Med13l	345.2619216928509	313.1329703457092	390.16713100030046	314.830529525527	296.8134461699056	321.38226340517525
BRDN0007692113	Med13l	789.312659130188	814.9486279510124	716.7732005594493	668.0996702140545	681.2470978512225	641.7377464160847
BRDN0007692112	Med13l	507.9142142822575	534.9354910072533	494.7984167572733	532.6493261158627	518.054465086219	501.068832401679
BRDN0007692111	Med13l	457.02300617146153	504.82655155093505	476.2190295667828	553.6990417527438	585.9601243575628	550.3542913264343
BRDN0007692110	Med13l	271.4197765909117	303.09665719360316	268.9121830202572	231.54687200569285	178.52616872950043	247.4540750180423
BRDN0007692109	Med13	265.4325756367004	259.9405106395471	258.15569569944694	275.4767133348362	234.38404974302512	215.6238827958045
BRDN0007692108	Med13	452.03367204295216	439.5905160622456	439.0602551858018	456.6873088175523	470.95860462383547	418.92640086042013
BRDN0007692107	Med13	194.5840310118668	190.6899498900152	210.24043399765566	166.5673150396684	179.62142129839307	182.76691017930094
BRDN0007692106	Med13	295.36858040775684	248.9005661722304	279.6686703410675	256.257407753336	268.33687937869695	252.58797698937096
BRDN0007692105	Med13	113.75681813001445	86.31229310811216	112.45418562665301	127.2134988489775	134.7160659737948	160.17774150545475
BRDN0007692104	Med13	346.25978851855274	380.3762684648198	357.8976690378696	302.0176591378603	284.7656679120866	243.34695344097935
BRDN0007694137	Mdn1	116.7504186071201	134.48659623822127	149.61296000763403	134.53513907050137	143.47808652493592	142.72247480293726
BRDN0007694136	Mdn1	329.2960524816208	394.4271068777683	365.7205689075498	416.418287599171	387.7194093879948	413.79249888909146
BRDN0007694135	Mdn1	66.85707732202603	41.14888392363486	52.80457412034142	49.42107149528622	44.90535532459827	35.937313799300746
BRDN0007694134	Mdn1	397.1509966293487	468.6958242033532	397.0121683862707	431.0615680422187	399.76718764581386	368.6141615413991
BRDN0007694133	Mdn1	332.28965295872644	316.143864291341	313.89385727091843	356.0147557715989	378.9573888368537	376.82840469552497
BRDN0007694132	Mdn1	496.9376791995368	476.72487472503803	444.92743008806195	689.1493858509357	754.6290199670294	648.9252091759449
BRDN0007692103	Mdfic	1115.615111134703	1134.1033861879853	1146.0548309081507	1213.5618667175838	1151.1104499061653	1256.7792025812605
BRDN0007692102	Mdfic	607.7008968524456	628.2732033218397	692.3266384666986	755.9593528723411	715.1999274868944	688.9696445523086
BRDN0007692101	Mdfic	368.2128586839941	365.32179873666075	391.1449934840105	376.1492663807896	378.9573888368537	404.5514753406998
BRDN0007692100	Mdfic	490.9504782453255	548.9863294202017	499.68772917582345	460.3481289283143	453.43456352155323	468.2118597851755
BRDN0007692099	Mdfic	208.55416657169314	205.74441961817433	255.22210824831686	231.54687200569285	263.9558691031264	226.91846713272759
BRDN0007692098	Mdfic	443.0528706116352	509.84470812698805	469.3739921808126	559.1902719188868	503.8161816906147	583.2112639429379
BRDN0007692097	Mcm6	179.6160286263386	171.6209549010137	158.41372236102424	157.4152647627635	148.95434936939913	167.3652042653149
BRDN0007692096	Mcm6	114.75468495571633	119.43212651006216	103.65342327326279	109.82460332285828	101.85848890701558	116.02618455202813
BRDN0007692095	Mcm6	184.60536275484802	209.75894487901675	257.1778332157369	206.83633625804976	179.62142129839307	187.90081215062963
BRDN0007692094	Mcm6	259.4453746824891	290.04945009586527	247.39920837863664	274.5615083071457	272.71788965426754	310.08767906825216
BRDN0007692093	Mcm6	73.84214510193921	80.29050521684852	82.1404486316422	110.73980835054876	101.85848890701558	83.16921193552459
BRDN0007692092	Mcm6	441.05713696023145	474.71761209461687	441.99384263693184	399.0293920730517	430.43425957480775	445.6226911113293
BRDN0007692091	Mcm2	197.57763148897246	187.6790559443834	206.32898406281555	169.31293012273983	167.573643040574	184.82047096783242
BRDN0007692090	Mcm2	486.959010942518	496.7975010292502	529.0236036871243	431.9767730699092	428.2437544370225	422.00674204321734
BRDN0007692089	Mcm2	226.515769434327	202.7335256725425	203.39539661168547	163.82169995659692	173.04990588503722	126.29398849468548
