sgRNA	Gene	NoCAR_T_rep1	NoCAR_T_rep2	NoCAR_T_rep3	amCD19_1to10rep1	amCD19_1to10rep2	amCD19_1to10rep3
BRDN0007694448	Sfxn4	444.0507374373371	439.5905160622456	504.57704159437355	438.38320826374263	396.4814299391359	461.0243970253153
BRDN0007694447	Sfxn4	798.2934605615048	780.8251632338519	783.2678494517311	740.4008674016029	681.2470978512225	742.3622250541268
BRDN0007694446	Sfxn4	465.0059407770766	397.43800082340016	386.25568106546035	444.789643457576	421.67223902366663	419.9531812546859
BRDN0007694445	Sfxn4	560.8011560444572	532.9282283768321	544.6694034264847	438.38320826374263	439.19628012594893	533.9258050181826
BRDN0007694444	Sfxn4	508.91208110795935	517.873758648673	490.8869668224332	334.96504013471775	331.86152837447014	303.92699670265773
BRDN0007692985	Setmar	300.3579145362662	337.22012191076374	331.4953819776989	301.1024541101698	327.48051809889955	315.2215810395808
BRDN0007692984	Setmar	481.9696768140086	465.68493025772136	445.90529257177195	471.3305892606001	468.76809948605023	493.8813696418188
BRDN0007692983	Setmar	553.8160882645441	535.9391223224638	521.200703817444	609.5265484418634	614.4366911487714	649.9519895702107
BRDN0007692982	Setmar	940.9884166368739	1024.7075728300292	970.039583840346	896.9009271366759	958.3459977810605	904.5935273481131
BRDN0007692981	Setmar	490.9504782453255	488.7684505075653	494.7984167572733	437.46800323605214	414.00547104141816	494.9081500360846
BRDN0007692980	Setmar	366.2171250325904	438.586884747035	397.0121683862707	334.96504013471775	259.57485882755583	321.38226340517525
BRDN0007692979	Setdb1	255.45390737968157	284.0276622046016	293.3587451130079	229.7164619503119	182.907179005071	183.7936905735667
BRDN0007692978	Setdb1	207.55629974599128	207.75168224859553	179.92669700264483	174.80416028888274	220.14576634742076	208.43642003594434
BRDN0007692977	Setdb1	97.79094891878435	106.38491941232428	114.40991059407307	87.85968265828662	111.71576202704935	87.27633351258753
BRDN0007692976	Setdb1	218.53283482871197	228.82793986801826	245.4434834112166	164.7369049842874	227.81253432966926	204.3292984588814
BRDN0007692975	Setdb1	245.47523912266274	221.80252066154404	213.17402144878574	246.19015244874063	226.71728176077661	285.4449496058745
BRDN0007692974	Setdb1	169.6373603693198	171.6209549010137	166.23662223070446	120.8070636551441	136.9065711115801	129.37432967748268
BRDN0007695973	Setd5	494.94194554813305	505.83018286614566	533.9129161056743	442.959233402195	493.95890857058095	497.9884912188818
BRDN0007695972	Setd5	433.07420235461643	431.5614655405608	498.7098666921134	444.789643457576	365.814358010142	390.1765498209795
BRDN0007695971	Setd5	436.0678028317221	434.57235948619257	508.48849152921366	378.89488146386105	342.81405406339655	335.75718892489556
BRDN0007695970	Setd5	543.8374200075252	599.1678951807321	583.7839027748856	509.76920042360047	504.91143425950736	522.6312206812595
BRDN0007695969	Setd5	323.3088515274095	331.1983340195001	315.8495822383385	320.32175969166997	329.67102323668485	333.7036281363641
BRDN0007695968	Setd5	457.02300617146153	494.790238398829	490.8869668224332	497.87153506362415	427.14850186812987	433.30132638014044
BRDN0007692973	Sephs1	362.2256577297828	353.27822295413347	350.0747691681894	402.6902121838137	467.6728469171576	442.5423499285321
BRDN0007692972	Sephs1	328.29818565591887	321.16202086739406	313.89385727091843	352.35393566083695	332.9567809433628	302.90021630839203
BRDN0007692971	Sephs1	144.69068972677277	130.47207097737885	144.7236475890839	97.92693796288196	118.28727744040519	116.02618455202813
BRDN0007692970	Sephs1	499.9312796766424	515.8664960182517	483.06406695275297	415.5030825714805	440.2915326948415	429.1942048030775
BRDN0007692969	Sephs1	287.38564580214177	283.02403088939104	309.9824073360783	308.42409433169365	276.0036473609454	283.39138881734306
BRDN0007692968	Sephs1	270.42190976520976	248.9005661722304	261.089283150577	250.76617758719306	208.09798808960173	177.63300820797227
BRDN0007692967	Senp6	338.2768539129377	307.11118245444555	349.0969066844794	390.79254682383737	391.00516709467274	334.7304085306298
BRDN0007692966	Senp6	234.49870403994206	281.0167682589698	288.46943269445774	260.8334328917884	271.6226370853749	269.01646329762275
BRDN0007692965	Senp6	160.65655893800286	145.52654070553794	140.8121976542438	205.00592620266877	187.28818928064155	206.38285924741285
BRDN0007692964	Senp6	317.3216505731982	287.03855615023343	278.69080785735747	368.8276261592657	421.67223902366663	409.6853773120285
BRDN0007692963	Senp6	77.83361240474673	66.23966680390002	81.16258614793217	102.50296310133439	120.47778257819047	135.5350120430771
BRDN0007692962	Senp6	119.74401908422574	151.54832859680158	128.09998536601344	106.16378321209633	96.38222606255238	81.11565114699312
BRDN0007692961	Senp2	361.22779090408096	371.34358662792437	354.96408158673955	513.4300205343625	478.62537260608394	519.5508794984622
BRDN0007692960	Senp2	329.2960524816208	358.2963795301865	380.3885061632002	347.77791052238456	323.099507823329	389.1497694267138
BRDN0007692959	Senp2	891.0950753517799	832.0103603095928	831.1831111535223	898.7313371920569	861.9637717185082	862.495531183218
BRDN0007692958	Senp2	952.9628185452965	924.3444413089685	959.2830965195358	893.240107025914	811.5821535494467	813.2100722584627
BRDN0007692957	Senp2	592.7328944669174	649.3494609412624	707.972438206059	627.8306489956732	600.1984077531671	691.02320534084
BRDN0007692956	Senp2	595.726494944023	603.1824204415744	625.8319895744169	626.0002389402922	570.6265883930657	629.4163816848959
BRDN0007694443	Selenom	663.5814390917509	624.2586780609972	677.6587012110482	861.2079310567469	864.1542768562934	908.7006489251761
BRDN0007694442	Selenom	556.8096887416497	554.0044859962547	514.3556664314738	436.55279820836165	493.95890857058095	521.6044402869937
BRDN0007694441	Selenom	806.27639516712	754.7307490383761	716.7732005594493	767.8570182323174	805.0106381360908	846.0670448749662
BRDN0007694440	Selenom	522.8822166677857	507.8374454965669	546.6251283939047	641.5587244110304	637.4369950955169	710.5320328318891
BRDN0007694439	Selenom	917.0396128200288	940.4025423523383	978.8403461937363	1003.0647103487722	882.7735705274683	979.5484961295118
BRDN0007694438	Selenom	267.4283092881041	286.0349248350228	234.6869960904063	296.52642897171734	301.1944564454762	293.6591927600004
BRDN0007694437	Selenbp2	426.0891345747032	458.65951105124714	476.2190295667828	525.3276858943387	512.5782022417558	484.64034609342724
BRDN0007694436	Selenbp2	577.7648920813891	504.82655155093505	571.0716904866554	598.5440881095776	568.4360832552806	604.7736522225183
BRDN0007694435	Selenbp2	368.2128586839941	362.3109047910289	321.71675714059865	394.4533669345993	375.67163113017574	406.60503612923134
BRDN0007694434	Selenbp2	548.8267541360347	628.2732033218397	593.562527611986	490.5498948421003	520.2449702240043	532.8990246239168
BRDN0007694433	Selenbp2	961.9436199766134	937.3916484067064	827.2716612186822	846.5646506136992	823.6299318072657	844.0134840864347
BRDN0007694432	Selenbp2	1001.8582930046887	966.496956547814	915.2792847525845	965.5413042134624	1026.2516570524042	1001.1108844090923
BRDN0007694431	Selenbp1	459.0187398228653	478.73213735545926	418.52514302789126	314.830529525527	282.5751627743013	337.810749713427
BRDN0007694430	Selenbp1	561.7990228701591	575.0807436156775	588.6732151934358	514.3452255620529	531.1974959129308	507.22951476727343
BRDN0007694429	Selenbp1	638.6347684492039	633.2913598978927	720.6846504942894	778.8394785646033	779.8198290515602	800.8887075272738
BRDN0007694428	Selenbp1	811.2657292956294	779.8215319186412	835.0945610883624	628.7458540233636	614.4366911487714	616.0682365594414
BRDN0007694427	Selenbp1	1098.651375097771	1133.0997548727746	1111.8296439782998	879.5120316105567	884.9640756652536	874.8168959144068
BRDN0007694426	Selenbp1	604.70729637534	680.4620317127911	584.7617652585957	532.6493261158627	453.43456352155323	607.8539934053155
BRDN0007695967	Sec63	323.3088515274095	333.20559664992135	289.4472951781678	250.76617758719306	288.0514256187645	288.5252907886717
BRDN0007695966	Sec63	415.11259949198256	391.4162129321365	425.3701804138614	523.4972758389578	498.3399188461515	547.2739501436371
BRDN0007695965	Sec63	170.63522719502168	158.5737478032758	167.21448471441448	177.5497753719542	162.0973801961108	174.55266702517505
BRDN0007695964	Sec63	86.81441383606366	97.35223757542883	76.27327372938205	85.11406757521516	74.47717468469956	70.84784720433576
BRDN0007695963	Sec63	539.8459527047177	472.71034946419564	548.5808533613248	479.56743450981446	428.2437544370225	442.5423499285321
BRDN0007695962	Sec63	153.67149115808968	148.53743465116975	175.0373845840947	141.85677929202527	105.1442466136935	140.66891401440577
BRDN0007692955	Sec14l1	371.20645916109976	383.38716241045165	375.4991937446501	375.2340613530991	397.57668250802857	371.6945027241963
BRDN0007692954	Sec14l1	307.34298231617936	310.1220764000774	268.9121830202572	274.5615083071457	327.48051809889955	297.76631433706336
BRDN0007692953	Sec14l1	716.4683808539506	712.5782337995306	723.6182379454194	887.748876859771	1013.1086262256927	898.4328449825186
BRDN0007692952	Sec14l1	503.92274697945	510.84833944219866	506.5327665617936	616.8481886633873	596.9126500464891	626.3360405020987
BRDN0007692951	Sec14l1	597.7222285954268	570.0625870396244	582.8060402911757	593.0528579434347	652.7705310600138	628.3896012906303
BRDN0007692950	Sec14l1	703.4961121198262	678.4547690823699	683.5258761133084	928.9331031058429	960.5365029188458	944.6379627244768
BRDN0007692949	Sec11a	359.2320572526772	370.33995531271376	327.5839320428588	279.13753344559814	258.4796062586632	290.5788515772032
BRDN0007692948	Sec11a	697.5089111656149	684.4765569736336	707.972438206059	572.0031423065535	481.9111303127619	499.01527161314755
BRDN0007692947	Sec11a	566.7883569986685	545.9754354745698	670.813663825078	490.5498948421003	506.0066868284	566.7827776346861
BRDN0007692946	Sec11a	720.4598481567582	791.8651077011685	716.7732005594493	566.5119121404106	576.102851237529	581.1577031544064
BRDN0007692945	Sec11a	451.03580521725024	452.6377231599835	447.861017539192	378.89488146386105	433.7200172814857	351.15889483888157
BRDN0007692944	Sec11a	204.56269926888564	139.5047528142743	148.635097523924	129.95911393204895	113.90626716483463	133.48145125454565
BRDN0007692943	Sdk1	763.3681216619391	611.2114709632593	659.0793140205577	562.8510920296486	580.4838615130996	563.7024364518888
BRDN0007692942	Sdk1	908.0588113887118	766.7743248209033	815.5373114141619	907.8833874689617	925.4884207142813	950.7986450900712
BRDN0007692941	Sdk1	279.4027111965267	310.1220764000774	279.6686703410675	291.9504038332649	265.05112167201906	259.7754397492311
BRDN0007692940	Sdk1	332.28965295872644	388.4053189865047	364.7427064238398	385.30131665769443	401.9576927835991	389.1497694267138
BRDN0007692939	Sdk1	505.9184806308537	504.82655155093505	487.95337937130313	504.2779702574576	554.1977998596761	539.0597069895113
BRDN0007692938	Sdk1	378.19152694101297	407.4743139755062	405.8129307396609	420.9943127376234	348.29031690785973	385.04264784965085
BRDN0007695109	Sdhd	107.76961717580316	87.31592442332276	94.85266091987255	95.18132287981051	98.57273120033766	105.75838060937078
BRDN0007695108	Sdhd	211.5477670487988	245.88967222659858	219.04119635104587	180.29539045502565	186.1929367117489	157.09740032265756
BRDN0007695107	Sdhd	473.98674220839354	432.5650968557714	486.9755168875931	481.39784456519544	487.3873931572251	482.5867853048957
BRDN0007695106	Sdhd	192.58829736046306	217.7879954007016	226.86409622072608	186.70182564885906	192.76445212510475	204.3292984588814
BRDN0007695105	Sdhd	249.46670642547028	262.95140458517886	260.111420666867	275.4767133348362	297.90869873879825	256.6950985664339
BRDN0007695104	Sdhd	495.9398123738349	475.7212434098275	491.86482930614324	400.8598021284327	452.3393109526606	424.0603028317488
BRDN0007692937	Sdhaf3	406.13179806066563	422.52878370366534	475.24116708307275	334.96504013471775	299.0039513076909	348.0785536560844
BRDN0007692936	Sdhaf3	363.22352455548474	379.37263714960926	369.6320188423899	313.0001194701461	322.0042552544364	292.63241236573464
BRDN0007692935	Sdhaf3	118.74615225852385	132.47933360780004	115.3877730777831	109.82460332285828	120.47778257819047	128.34754928321695
BRDN0007692934	Sdhaf3	708.4854462483356	719.6036530060048	710.906025657189	587.5616277772917	584.8648717886701	636.6038444447561
BRDN0007692933	Sdhaf3	304.3493818390737	329.1910713890789	310.9602698197884	195.85387592576393	197.1454624006753	180.71334939076948
BRDN0007692932	Sdhaf3	776.3403903960635	815.952259266223	736.3304502336498	670.845285297126	588.1506294953481	572.9434600002805
BRDN0007694425	Sdhaf1	134.71202146975395	148.53743465116975	124.18853543117334	132.70472901512042	147.85909680050648	149.9099375627974
BRDN0007694424	Sdhaf1	232.5029703885383	226.82067723759707	202.41753412797544	288.289583722503	297.90869873879825	318.30192222237804
BRDN0007694423	Sdhaf1	338.2768539129377	404.4634200298744	342.2518692985092	388.9621367684564	346.09981177007444	372.72128311846205
BRDN0007694422	Sdhaf1	461.0144734742691	462.6740363120896	467.41826721339254	412.757467488409	439.19628012594893	496.96171082461603
BRDN0007694421	Sdhaf1	317.3216505731982	345.24917243244863	343.22973178221923	327.64339991319383	308.86122442772466	309.0608986739864
BRDN0007694420	Sdhaf1	275.4112438937192	269.97682379165315	243.48775844379654	142.77198431971576	166.4783904716814	176.60622781370654
BRDN0007696360	Sdcbp	321.3131178760057	300.08576324797133	354.96408158673955	256.257407753336	250.8128382764147	267.989682903357
BRDN0007694419	Scyl3	541.8416863561215	530.9209657464108	453.72819244145217	423.73992782069485	418.38648131698875	437.4084479572034
BRDN0007694418	Scyl3	819.2486639012444	767.777956136114	835.0945610883624	819.1084997829846	866.3447819940787	847.093825269232
BRDN0007694417	Scyl3	558.8054223930534	592.1424759742578	546.6251283939047	506.10838031283856	463.291836641587	530.8454638353853
BRDN0007694416	Scyl3	707.4875794226338	665.407561984632	682.5480136295984	618.6785987187683	520.2449702240043	626.3360405020987
BRDN0007694415	Scyl3	483.96541046541233	529.9173344312002	512.3999414640538	408.18144234995657	377.86213626796103	344.9982124732872
BRDN0007694414	Scyl3	521.8843498420838	463.6776676273002	485.9976544038831	564.6815020850296	538.8642638951792	562.6756560576231
BRDN0007696424	Scrn2	550.8224877874384	437.5832534318244	440.0381176695118	430.1463630145282	404.1481979213844	465.13151860237826
BRDN0007694413	Scgb1b2	174.6266944978292	188.68268725959402	210.24043399765566	140.02636923664429	142.3828339560433	197.14183569902124
BRDN0007694412	Scgb1b2	280.4005780222286	251.91146011786222	263.04500811799704	301.1024541101698	256.2891011208779	259.7754397492311
BRDN0007694411	Scgb1b2	426.0891345747032	361.3072734758183	436.12666773467174	449.36566859602846	462.19658407269435	376.82840469552497
BRDN0007694410	Scgb1b2	1092.6641741435599	1012.6639970475019	952.4380591335656	948.1524086873432	973.6795337455576	1006.2447863804209
BRDN0007694409	Scgb1b2	729.4406495880751	748.7089611471124	798.9136491910915	732.1640221523885	783.1055867582381	822.4510958068543
BRDN0007694408	Scgb1b2	577.7648920813891	482.7466626163017	581.8281778074656	540.886171365077	629.7702271132683	599.6397502511896
BRDN0007695961	Sbf1	883.1121407461648	964.4896939173927	918.2128722037147	1080.8571377024634	1041.5851930169013	1103.7889238356659
BRDN0007695960	Sbf1	439.0614033088277	425.5396776492971	453.72819244145217	464.9241540667667	421.67223902366663	446.649471505595
BRDN0007695959	Sbf1	517.8928825392763	562.0335365179396	560.3152031658451	601.2897031926491	645.1037630777654	664.3269150899309
BRDN0007695958	Sbf1	385.1765947209261	428.55057159492895	378.43278119578014	490.5498948421003	502.72092912172207	550.3542913264343
BRDN0007695957	Sbf1	353.2448562984659	365.32179873666075	352.03049413560944	347.77791052238456	341.7188014945039	355.26601641594453
BRDN0007695956	Sbf1	505.9184806308537	545.9754354745698	504.57704159437355	398.11418704536123	481.9111303127619	379.9087458783222
BRDN0007692931	Saysd1	700.5025116427205	726.6290722124791	652.2342766345876	792.5675539799605	789.6771021715939	818.3439742297913
BRDN0007692930	Saysd1	685.5345092571923	692.5056074953185	659.0793140205577	524.4124808666483	523.5307279306822	524.6847814697909
BRDN0007692929	Saysd1	287.38564580214177	264.9586672156001	251.31065831347675	264.49425300255035	274.90839479205283	253.61475738363671
BRDN0007692928	Saysd1	390.16592884943555	469.6994555185638	448.83888002290206	481.39784456519544	513.6734548106484	486.6939068819587
BRDN0007692927	Saysd1	409.1253985377713	429.55420291013957	484.041929436463	446.620053512957	380.05264140574633	451.78337347692366
BRDN0007692926	Saysd1	579.760625732793	456.6522484208259	517.2892538826039	530.8189160604817	474.2443623305134	473.34576175650415
BRDN0007695955	Sarnp	405.1339312349637	426.54330896450773	397.0121683862707	438.38320826374263	431.5295121437004	410.71215770629425
BRDN0007695954	Sarnp	517.8928825392763	547.9826981049911	559.337340682135	518.9212507005053	487.3873931572251	552.4078521149657
BRDN0007695953	Sarnp	473.98674220839354	505.83018286614566	477.1968920504928	449.36566859602846	483.00638288165453	389.1497694267138
BRDN0007695952	Sarnp	348.2555221699565	300.08576324797133	327.5839320428588	201.34510609190684	216.86000864074285	233.07914949832198
BRDN0007695951	Sarnp	300.3579145362662	290.04945009586527	287.49157021074774	274.5615083071457	295.71819360101296	321.38226340517525
BRDN0007695950	Sarnp	664.5793059174529	729.6399661581108	727.5296878802595	558.2750668911963	561.8645678419247	499.01527161314755
BRDN0007692925	Sap18b	148.68215702958028	153.55559122722278	165.25875974699443	186.70182564885906	134.7160659737948	116.02618455202813
BRDN0007692924	Sap18b	493.94407872243113	487.7648191923547	534.8907785893844	518.9212507005053	472.0538571927281	444.59591071706353
BRDN0007692923	Sap18b	251.46244007687403	267.9695611612319	220.0190588347559	214.15797647957365	209.19324065849437	225.89168673846183
BRDN0007692922	Sap18b	181.61176227774237	190.6899498900152	161.34730981215432	237.0381021718358	235.47930231191773	236.1594906811192
BRDN0007692921	Sap18b	758.3787875334297	742.6871732558487	722.6403754617094	721.1815618201026	806.1058907049835	820.3975350183227
BRDN0007692920	Sap18b	711.4790467254412	687.4874509192654	672.769388792498	593.0528579434347	603.484165459845	597.5861894626581
BRDN0007692919	Sap18	123.73548638703326	140.5083841294849	142.76792262166384	139.11116420895382	125.95404542265368	135.5350120430771
BRDN0007692918	Sap18	38.916806202373365	39.14162129321365	48.893124185501314	64.97955696602448	64.6199015646658	65.71394523300708
BRDN0007692917	Sap18	182.60962910344423	210.76257619422736	213.17402144878574	247.10535747643112	240.95556515638094	262.8557809320283
BRDN0007692916	Sap18	224.52003578292326	242.87877828096677	240.55417099266646	277.30712339021716	250.8128382764147	281.33782802881154
BRDN0007692915	Sap18	252.46030690257592	303.09665719360316	251.31065831347675	316.660939580908	354.86183232121556	342.9446516847557
BRDN0007692914	Sap18	200.5712319660781	211.76620750943795	205.35112157910552	237.0381021718358	215.7647560718502	263.8825613262941
BRDN0007696384	Samt1b	448.0422047401446	446.61593526871985	440.0381176695118	480.48263953750495	463.291836641587	465.13151860237826
BRDN0007695949	Samhd1	427.08700140040514	457.6558797360365	439.0602551858018	467.66976914983815	466.57759434826494	485.66712648769294
BRDN0007695948	Samhd1	202.56696561748186	205.74441961817433	183.83814693748494	194.02346587038295	161.0021276272182	158.1241807169233
BRDN0007695947	Samhd1	587.743560338408	587.1243193982048	573.0274154540754	491.4650998697908	491.76840343279565	549.3275109321686
BRDN0007695946	Samhd1	534.8566185762082	498.8047636596714	545.6472659101946	503.3627652297671	480.81587774386924	471.29220096797263
BRDN0007695945	Samhd1	190.5925637090593	220.79888934633343	213.17402144878574	258.0878178087169	265.05112167201906	266.9629025090913
BRDN0007695944	Samhd1	149.68002385528217	185.67179331396218	182.8602844537749	136.36554912588235	141.28758138715065	167.3652042653149
BRDN0007692913	Safb2	250.46457325117217	273.99134905249554	302.1595074663981	311.1697094147651	263.9558691031264	298.79309473132906
BRDN0007692912	Safb2	571.7776911271778	585.1170567677835	523.156428784864	508.85399539591	546.5310318774277	565.7559972404204
BRDN0007692911	Safb2	329.2960524816208	346.25280374765924	360.8312564889997	300.1872490824793	281.47991020540866	304.9537770969235
BRDN0007692910	Safb2	509.9099479336613	656.3748801477366	568.1381030355252	604.950523303411	587.0553769264554	626.3360405020987
BRDN0007692909	Safb2	704.493978945528	660.389405408579	661.0350389879777	640.6435193833399	650.5800259222285	682.8089621867142
BRDN0007692908	Safb2	350.25125582136025	334.20922796513196	341.2740068147992	384.38611163000394	468.76809948605023	367.5873811471334
BRDN0007695943	Ruvbl1	215.53923435160632	242.87877828096677	185.793871904905	246.19015244874063	254.09859598309262	237.18627107538492
BRDN0007695942	Ruvbl1	226.515769434327	234.8497277592819	204.3732590953955	266.32466305793133	268.33687937869695	258.74865935496535
BRDN0007695941	Ruvbl1	158.6608252865991	146.53017202074855	159.39158484473427	161.07608487352547	156.62111735164763	149.9099375627974
BRDN0007695940	Ruvbl1	111.76108447861068	113.41033861879853	100.71983582213271	91.52050276904856	109.52525688926407	130.40111007174843
BRDN0007695939	Ruvbl1	125.73122003843702	83.30139916248034	114.40991059407307	76.87722232600079	93.09646835587445	106.7851610036365
BRDN0007695938	Ruvbl1	307.34298231617936	269.97682379165315	272.8236329550973	272.7310982517647	249.71758570752206	288.5252907886717
BRDN0007692907	Runx3	709.4833130740375	742.6871732558487	740.2419001684899	693.7254109893881	685.6281081267931	693.0767661293715
BRDN0007692906	Runx3	850.1825354980027	775.8070066577988	755.8876999078503	919.7810528289381	817.05841639391	840.9331429036375
BRDN0007692905	Runx3	429.08273505180887	447.61956658393046	492.84269178985323	510.68440545129096	489.57789829501036	481.56000491063
BRDN0007692904	Runx3	334.28538661013016	329.1910713890789	303.13736995010817	356.0147557715989	377.86213626796103	330.6232869535669
BRDN0007692903	Runx3	482.96754363971047	487.7648191923547	535.8686410730944	424.65513284838534	458.91082636601647	465.13151860237826
BRDN0007692902	Runx3	267.4283092881041	331.1983340195001	255.22210824831686	327.64339991319383	273.8131422231602	315.2215810395808
BRDN0007694407	Rtp1	394.15739615224305	374.3544805735562	336.384694396249	334.04983510702726	294.62294103212037	357.319577204476
BRDN0007694406	Rtp1	411.121132189175	407.4743139755062	352.03049413560944	368.8276261592657	315.4327398410805	312.1412398567836
BRDN0007694405	Rtp1	857.1676032779159	834.017622940014	825.3159362512622	928.9331031058429	934.2504412654225	941.5576215416796
BRDN0007694404	Rtp1	488.95474459392176	488.7684505075653	558.359478198425	593.9680629711252	558.5788101352467	491.82780885328737
BRDN0007694403	Rtp1	590.7371608155137	598.1642638655214	649.3006891834574	539.9709663373865	583.7696192197775	546.2471697493713
BRDN0007694402	Rtp1	949.9692180681908	1003.6313152106064	969.061721356636	1086.3483678686064	1020.7753942079411	1131.5119944808407
BRDN0007694401	Rrp36	179.6160286263386	152.5519599120122	173.08165961667464	145.51759940278723	150.04960193829177	197.14183569902124
BRDN0007694400	Rrp36	341.27045439004337	306.10755113923494	370.6098813261	356.0147557715989	352.6713271834303	353.2124556274131
BRDN0007694399	Rrp36	619.6752987608681	539.9536475833063	571.0716904866554	720.2663567924121	725.0572006069282	701.2910092834975
BRDN0007694398	Rrp36	353.2448562984659	364.31816742145014	341.2740068147992	440.21361831912355	525.7212330684675	537.0061462009797
BRDN0007694397	Rrp36	258.4475078567872	253.91872274828344	242.5098959600865	368.8276261592657	426.0532492992372	402.49791455216837
BRDN0007694396	Rrp36	227.5136362600289	249.904197487441	285.5358452433277	252.59658764257404	293.5276884632277	323.4358241937067
BRDN0007695103	Rps3	9.97866825701881	23.08352024984395	15.64579973936042	2.7456150830714567	4.381010275570563	8.214243154125885
BRDN0007695102	Rps3	280.4005780222286	243.88240959617735	266.95645805283715	383.47090660231345	444.6725429704121	381.96230666685364
BRDN0007695101	Rps3	179.6160286263386	226.82067723759707	162.32517229586435	288.289583722503	279.28940506762336	263.8825613262941
BRDN0007695100	Rps3	79.82934605615048	83.30139916248034	92.8969359524525	68.64037707678642	70.096164409129	78.0353099641959
BRDN0007695099	Rps3	78.83147923044861	60.21787891263639	75.29541124567203	65.89476199371497	78.85818496027012	82.14243154125884
BRDN0007695098	Rps3	150.67789068098406	141.51201544469552	142.76792262166384	161.07608487352547	186.1929367117489	135.5350120430771
BRDN0007695937	Rps25	240.48590499415334	259.9405106395471	230.7755461555662	273.6463032794552	299.0039513076909	283.39138881734306
BRDN0007695936	Rps25	660.5878386146453	724.6218095820578	711.8838881408991	756.8745579000316	726.1524531758207	746.4693466311899
BRDN0007695935	Rps25	234.49870403994206	229.83157118322887	228.81982118814614	236.1228971441453	260.6701113964485	251.56119659510523
BRDN0007695934	Rps25	127.72695368984078	124.4502830861152	132.01143530085355	231.54687200569285	233.28879717413247	266.9629025090913
BRDN0007695933	Rps25	123.73548638703326	98.35586889063943	96.8083858872926	86.02927260290565	90.90596321808917	98.57091784951062
BRDN0007695932	Rps25	104.77601669869752	115.41760124921974	116.36563556149312	136.36554912588235	129.2398031293316	113.97262376349666
BRDN0007695931	Rps10	143.69282290107088	120.43575782527277	132.98929778456358	137.28075415357284	187.28818928064155	154.01705913986035
BRDN0007695930	Rps10	192.58829736046306	176.63911147706673	206.32898406281555	194.02346587038295	192.76445212510475	199.19539648755273
BRDN0007695929	Rps10	223.52216895722137	210.76257619422736	177.97097203522478	150.09362454123965	168.66889560946666	162.23130229398623
BRDN0007695928	Rps10	251.46244007687403	224.81341460717584	220.0190588347559	232.46207703338334	201.52647267624587	235.13271028685347
BRDN0007695927	Rps10	86.81441383606366	88.31955573853337	88.00762353390236	104.33337315671535	93.09646835587445	89.329894301119
BRDN0007695926	Rps10	78.83147923044861	90.32681836895458	80.18472366422215	72.30119718754837	75.57242725359221	51.33901971328678
BRDN0007692901	Rpp38	110.7632176529088	120.43575782527277	104.63128575697282	52.16668657835768	56.953133582417315	63.66038444447561
BRDN0007692900	Rpp38	423.0955340975976	388.4053189865047	402.87934328853083	359.6755758823609	375.67163113017574	387.09620863818236
BRDN0007692899	Rpp38	267.4283092881041	247.8969348570198	249.3549333460567	233.37728206107383	250.8128382764147	225.89168673846183
BRDN0007692898	Rpp38	239.48803816845148	189.68631857480463	202.41753412797544	163.82169995659692	180.71667386728572	188.92759254489536
BRDN0007692897	Rpp38	173.62882767212733	213.77347013985917	168.1923471981245	192.19305581500197	187.28818928064155	161.2045218997205
BRDN0007692896	Rpp38	255.45390737968157	229.83157118322887	226.86409622072608	272.7310982517647	262.86061653423377	267.989682903357
BRDN0007694395	Rpn2	432.0763355289145	437.5832534318244	405.8129307396609	466.75456412214766	438.1010275570563	454.86371465972087
BRDN0007694394	Rpn2	162.6522925894066	165.59916700975006	145.70151007279392	212.32756642419267	158.8116224894329	165.31164347678344
BRDN0007694393	Rpn2	492.94621189672927	539.9536475833063	446.883155055482	392.62295687921835	468.76809948605023	397.3640125808397
BRDN0007694392	Rpn2	627.6582333664833	558.0190112570972	565.2045155843952	556.4446568358153	566.2455781174953	564.7292168461546
BRDN0007694391	Rpn2	163.6501594151085	154.5592225424334	124.18853543117334	205.92113123035926	190.5739469873195	224.8649063441961
BRDN0007694390	Rpn2	334.28538661013016	330.1947027042895	350.0747691681894	205.92113123035926	295.71819360101296	320.3554830109095
BRDN0007695925	Rplp1	110.7632176529088	67.24329811911063	100.71983582213271	84.19886254752468	111.71576202704935	95.49057666671341
BRDN0007695924	Rplp1	327.300318830217	345.24917243244863	307.0488198849483	369.7428311869562	384.43365168131686	325.4893849822382
BRDN0007695923	Rplp1	145.68855655247464	159.57737911848642	142.76792262166384	173.88895526119228	154.43061221386233	150.93671795706314
BRDN0007695922	Rplp1	276.40911071942105	325.1765461282365	284.55798275961763	166.5673150396684	199.3359675384606	223.83812594993037
BRDN0007695921	Rplp1	397.1509966293487	423.5324150188759	409.724380674501	484.1434596482669	388.81466195688745	495.93493043035033
BRDN0007695920	Rplp1	273.4155102423154	329.1910713890789	319.7610321731786	302.0176591378603	337.3377912189333	313.16802025104937
BRDN0007692895	Rpl8	164.6480262408104	166.60279832496067	145.70151007279392	204.09072117497828	182.907179005071	190.98115333342682
BRDN0007692894	Rpl8	22.950936991143266	30.108939456318193	16.623662223070447	25.625740775333597	12.047778257819047	12.321364731188828
BRDN0007692893	Rpl8	125.73122003843702	146.53017202074855	132.98929778456358	168.39772509504937	148.95434936939913	122.18686691762254
