sgRNA	Gene	ahEGFRv3_1to10rep1	ahEGFRv3_1to10rep2	ahEGFRv3_1to10rep3	amCD19_1to10rep1	amCD19_1to10rep2	amCD19_1to10rep3
BRDN0007694232	Olfr998	682.2257945449568	707.0141432623113	689.2555531202029	477.87790951221007	582.7328116367055	553.4452379965145
BRDN0007694231	Olfr998	738.3846251934746	670.1601824338233	699.8299060969424	555.9925677978598	567.3398694425284	562.7208565104225
BRDN0007694230	Olfr998	239.19501942887203	239.5507453851727	247.05533772927774	229.74899495779331	151.73043019974597	186.54299455748438
BRDN0007694229	Olfr998	480.4699955484299	482.980855068081	506.60763806742943	503.6097969474829	534.3549933121488	532.8327524100521
BRDN0007694228	Olfr998	461.75038533225734	512.0760873010979	519.1046006763034	465.9309617744048	465.08675343835176	441.1071915502946
BRDN0007692457	Olfr971	307.8335902215049	309.37930274441334	302.811017061177	284.8887537476637	283.6699347212642	217.46172293717794
BRDN0007692456	Olfr971	363.99242087002267	321.98723671205397	378.754097530488	294.9977095258066	305.6598521415172	303.0035381209967
BRDN0007692455	Olfr971	697.8254697251006	726.4109647509893	722.9012216825558	702.1129285910164	732.2642500944262	678.1507757946117
BRDN0007692454	Olfr971	407.6715113744254	391.8157940712946	366.25713492161407	395.16827132740445	385.9230507254408	379.2697347909075
BRDN0007692453	Olfr971	1122.1366346250127	1014.4537638578569	1129.5331588789934	976.8927265605371	1031.3271270098676	981.1543139156086
BRDN0007692452	Olfr971	631.2668556231536	756.47603805844	675.7972856952616	704.8699165305098	693.7818946089833	728.6513654814446
BRDN0007696379	Olfr958	991.0993631118046	1061.006135430684	1018.9831050312622	897.8590722950562	916.9795564245517	955.3887069325306
BRDN0007692451	Olfr936	225.67530093941406	211.42535422658966	228.7905462240004	217.80204721998805	189.1132898141761	214.36985009920858
BRDN0007692450	Olfr936	171.5964269815821	172.63171124923377	148.04094167435318	147.95835275281888	135.23799213455618	172.11425464696075
BRDN0007692449	Olfr936	586.5477867734079	576.0855982137351	585.4346329849421	619.4032904062108	630.0111340902496	715.2532498502441
BRDN0007692448	Olfr936	381.67205274085234	464.55387465383694	371.0636590019502	340.94750851736524	405.71397640366854	368.96349199767633
BRDN0007692447	Olfr936	704.0653397971581	771.0236541749485	695.9846868326734	489.8248572500153	489.2756626006301	556.5371108344838
BRDN0007692446	Olfr936	221.51538755804236	227.91265249196593	251.86186180961386	195.7461437040399	191.31228155620144	196.84923735071558
BRDN0007696454	Olfr923	463.83034202294317	470.3729211004403	434.5097768623873	494.4198371491712	492.5741502136681	467.9034228126956
BRDN0007696392	Olfr901	562.6282848305208	609.0601947444877	584.4733281688749	555.9925677978598	526.6585222150602	540.047122365314
BRDN0007692445	Olfr875	582.3878733920362	616.8189233399588	635.4224834204381	687.4089929137176	610.2202084120217	674.0282786773192
BRDN0007692444	Olfr875	386.87194446756695	414.12213878327424	464.31022616047136	341.86650449719644	325.450777819745	348.3510064112139
BRDN0007692443	Olfr875	482.5499522391158	403.4538869645014	449.8906539194629	487.0678693105218	444.1963318891114	467.9034228126956
BRDN0007692442	Olfr875	396.2317495756532	439.3380067185556	402.78671793216876	385.97831152909276	409.01246401670653	386.4841047461693
BRDN0007692441	Olfr875	349.4327240352218	398.6046815923319	433.54847204632006	387.81630348875507	372.72910027328896	365.87161915970694
BRDN0007692440	Olfr875	237.1150627381862	210.45551315215576	197.06748729378185	252.72389445357263	275.9734636241756	263.83981550671825
BRDN0007694227	Olfr746	363.99242087002267	384.05706547582344	365.2958301055468	338.1905205778717	374.9280920153143	380.3003590702306
BRDN0007694226	Olfr746	513.7493025994034	502.37767655675896	486.4202369300176	518.3137326247817	512.3650758918958	521.4958853374978
BRDN0007694225	Olfr746	690.5456213077001	639.1252680519385	645.9968363971775	597.3473868902626	562.9418859584778	530.7715038514059
BRDN0007694224	Olfr746	513.7493025994034	542.1411606085487	569.0924511117993	510.0427688063011	461.7882658253138	545.2002437619295
BRDN0007694223	Olfr746	487.74984396583034	449.0364174628946	435.47108167845454	493.50084116934	462.88776169632644	447.29093722623327
BRDN0007694222	Olfr746	689.5056429623572	629.4268573075996	633.4998737883036	657.0821255792888	627.8121423482243	626.6195618284559
BRDN0007696375	Olfr726	350.47270238056467	379.20786010365396	385.48323124295865	378.6263436904434	368.33111678923837	322.585399428136
BRDN0007696439	Olfr693	556.3884147584632	539.231637385247	596.9702907777489	535.774656241574	547.5489437643006	546.2308680412526
BRDN0007696402	Olfr559	427.4310999359409	397.634840517898	472.00066468900917	392.41128338791094	413.41044750075713	376.17786195293814
BRDN0007692439	Olfr497	815.3430227488508	761.3252434306096	782.502120278724	877.6411607387704	887.2931679072101	1099.676106037767
BRDN0007692438	Olfr497	709.2652315238727	763.2649255794773	758.4694998770433	725.0878280867956	731.1647542234135	676.0895272359655
BRDN0007692437	Olfr497	570.9481115932641	587.7236911069419	536.4080873655136	507.2857808668076	540.9519685382247	580.2414692589156
BRDN0007692436	Olfr497	580.3079167013505	643.0046323496741	584.4733281688749	648.8111617608083	595.9267620888573	573.0270993036537
BRDN0007692435	Olfr497	659.3462709474124	632.3363805309012	658.4937990060515	690.1659808532111	686.0854235118948	730.7126140400908
BRDN0007692434	Olfr497	813.2630660581649	883.5252188092807	827.6834466338837	869.3701969202898	911.4820770694885	936.8374699047145
BRDN0007692433	Olfr473	489.8298006565162	499.4681533334572	474.8845791372109	521.9897165441064	547.5489437643006	490.5771569578043
BRDN0007692432	Olfr473	1147.096114913243	1073.6140693983245	1079.5453084434976	944.7278672664461	975.2528375882222	998.6749266641015
BRDN0007692431	Olfr473	366.0723775607085	394.7253172945963	415.2836805410427	442.0370662987943	446.39532363113665	446.2603129469102
BRDN0007692430	Olfr473	617.7471371336956	604.2109893723182	683.4877242237994	618.4842944263796	656.3990349945532	628.680810387102
BRDN0007692429	Olfr473	398.31170626633906	386.9665886991251	422.9741190695805	504.5287929273141	513.4645717629085	475.1177927679575
BRDN0007692428	Olfr473	689.5056429623572	664.3411359872198	695.9846868326734	655.2441336196265	682.7869358988569	553.4452379965145
BRDN0007692427	Olfr458	629.1868989324678	663.371294912786	706.559039809413	633.1882301036784	587.1307951207561	579.2108449795924
BRDN0007692426	Olfr458	235.03510604750034	237.61106323630491	219.1774980633281	170.93325224859822	170.42186000696105	182.42049744019192
BRDN0007692425	Olfr458	337.9929622364496	339.44437605186414	270.1266533148912	255.48088239306614	267.1774966560744	247.34982703754835
BRDN0007692424	Olfr458	779.9837590071915	755.5061969840062	706.559039809413	747.1437316027439	763.0501344827804	804.9175621513552
BRDN0007692423	Olfr458	418.0712948278546	440.3078477929895	437.39369131058896	547.7216039793792	553.0464231193639	556.5371108344838
BRDN0007692422	Olfr458	733.1847334667599	827.2744364921147	751.7403661645727	659.8391135187824	661.8965143496165	665.7832844427344
BRDN0007692421	Olfr456	385.831966122224	336.53485282856246	314.3466748539837	352.8944562551705	380.42557137037755	344.2285092939215
BRDN0007692420	Olfr456	1032.6984969255213	920.3791796377687	1056.4739928578842	863.8562210413028	989.5462839113867	917.2556085975751
BRDN0007692419	Olfr456	443.0307751160847	461.6443514305352	468.15544542474026	381.3833316299369	374.9280920153143	380.3003590702306
BRDN0007692418	Olfr456	565.7482198665496	573.1760749904334	591.2024618813456	563.3445356365091	601.4242414439206	597.7620820074086
BRDN0007692417	Olfr456	508.5494108726888	491.70942473798607	479.69110321754704	566.1015235760027	505.7681006658199	539.0164980859909
BRDN0007692416	Olfr456	703.0253614518152	675.0093878059927	702.713820545144	593.6714029709378	644.304580413414	594.6702091694392
BRDN0007692415	Olfr297	577.1879816653217	594.5125786279792	633.4998737883036	512.7997567457946	515.6635635049338	514.281515382236
BRDN0007692414	Olfr297	68.63857079263285	63.03966983820334	90.36265271031948	90.98060200328615	75.86521509987298	88.63368802178816
BRDN0007692413	Olfr297	455.5105152601998	480.0713318447793	461.4263117122697	470.5259416735607	451.8928029861999	493.6690297957736
BRDN0007692412	Olfr297	550.1485446864057	521.7744980454369	551.7889644225892	554.1545758381974	608.0212166699965	581.2720935382387
BRDN0007692411	Olfr297	374.3922043234519	307.43962059554553	332.61146635926104	480.6348974517036	379.3260754993649	500.8833997510354
BRDN0007692410	Olfr297	593.8276351908085	586.753850032508	561.4020125832615	512.7997567457946	544.2504561512627	543.1389952032832
BRDN0007694221	Olfr286	512.7093242540604	465.5237157282708	436.4323864945217	480.6348974517036	532.1560015701235	469.96467137134186
BRDN0007694220	Olfr286	535.5888478516048	491.70942473798607	451.8132635515974	417.2241748433526	370.5301085312637	484.39341128186555
BRDN0007694219	Olfr286	536.6288261969477	501.407835482325	506.60763806742943	476.0399175525477	484.8776791165795	485.42403556118865
BRDN0007694218	Olfr286	292.23391504136106	305.49993844667773	295.1205785326392	358.4084321341575	304.5603562705046	349.38163069053707
BRDN0007694217	Olfr286	535.5888478516048	548.930048129586	566.2085366635976	473.2829296130542	463.9872575673391	515.3121396615591
BRDN0007694216	Olfr286	463.83034202294317	379.20786010365396	450.85195873553016	450.3080301172749	524.459530473035	487.4852841198349
BRDN0007694215	Olfr223	387.91192281290984	363.6904029127116	360.4893060252107	260.9948582720532	255.08304207493524	270.023561182657
BRDN0007694214	Olfr223	428.47107828128384	401.5142048156336	430.6645575981184	419.062166803015	417.8084309848077	346.28975785256773
BRDN0007694213	Olfr223	479.430017203087	447.0967353140268	432.5871672302528	511.8807607659635	546.449447893288	540.047122365314
BRDN0007694212	Olfr223	1191.8151837629885	1273.4013307317075	1317.9489028281703	1325.1922029165517	1409.5537066382196	1328.4746960474993
BRDN0007694211	Olfr223	280.7941532425889	303.56025629780993	298.00449298084084	284.8887537476637	285.8689264632895	293.72791960708867
BRDN0007694210	Olfr223	556.3884147584632	539.231637385247	527.7563440209085	519.2327286046128	500.2706213107566	476.1484170472806
BRDN0007696457	Olfr195	561.5883064851778	474.2522853981759	583.5120233528077	521.9897165441064	578.334828152655	621.4664404318403
BRDN0007692409	Olfr139	507.5094325273459	505.28719978006063	496.0332850906899	559.6685517171845	569.5388611845536	581.2720935382387
BRDN0007692408	Olfr139	522.0691293621468	481.0411729192132	509.4915525156311	301.4306813846248	402.4154887906306	385.4534804668462
BRDN0007692407	Olfr139	869.4218967066827	899.0426760002231	909.3943559995981	1045.817425047875	1151.1721769502465	1094.5229846411514
BRDN0007692406	Olfr139	374.3922043234519	351.0824689450709	348.95364823240396	351.97546027533934	414.50994337176974	410.18846317060104
BRDN0007692405	Olfr139	703.0253614518152	728.3506468998571	755.5855854288416	590.9144150314444	570.6383570555663	630.7420589457483
BRDN0007692404	Olfr139	379.5920960501665	332.65548853082686	333.5727711753283	350.137468315677	399.1170011775926	415.3415845672166
BRDN0007692403	Olfr1388	431.59101331731256	394.7253172945963	433.54847204632006	399.7632512265603	382.6245631124029	419.4640816845091
BRDN0007692402	Olfr1388	639.586682385897	617.7887644143927	632.5385689722364	539.4506401608986	661.8965143496165	607.0377005213167
BRDN0007692401	Olfr1388	1428.9302465011747	1389.7822596637752	1441.9572241008427	1290.2703556829672	1382.0663098629034	1449.0577367283042
BRDN0007692400	Olfr1388	843.4224380731097	857.3395097995655	823.8382273696149	771.0376270783543	841.1143413246787	748.2332267885838
BRDN0007692399	Olfr1388	455.5105152601998	519.8348158965691	459.5037020801352	369.43638389213163	365.03262917620043	365.87161915970694
BRDN0007692398	Olfr1388	500.22958410994545	532.4427498642098	573.8989751921354	566.1015235760027	591.5287786048067	582.3027178175618
BRDN0007696450	Olfr1364	506.46945418200295	520.8046569710029	512.3754669638328	536.6936522214052	520.0615469889843	492.63840551645046
BRDN0007696387	Olfr1356	530.3889561248901	517.8951337477013	519.1046006763034	449.3890341374437	391.4205300805041	498.8221511923892
BRDN0007694209	Olfr1318	841.3424813824238	924.2585439355043	861.3291151962368	849.152285364004	931.2730027477162	978.0624410776392
BRDN0007694208	Olfr1318	529.3489777795472	573.1760749904334	537.3693921815807	445.713050218119	404.6144805326559	420.4947059638322
BRDN0007694207	Olfr1318	576.1480033199787	550.8697302784539	518.1432958602362	508.20477684663877	444.1963318891114	492.63840551645046
BRDN0007694206	Olfr1318	455.5105152601998	441.27768886742336	433.54847204632006	600.1043748297561	608.0212166699965	588.4864634935004
BRDN0007694205	Olfr1318	462.7903636776002	526.6237034176064	559.479402951127	446.63204619795016	440.8978442760734	441.1071915502946
BRDN0007694204	Olfr1318	804.9432392954216	717.6823950810842	725.7851361307576	860.1802371219782	775.1445890639196	865.7243946314193
BRDN0007694203	Olfr1286	61.35872237523239	80.49680917801349	95.16917679065563	56.97775074953274	43.97983484050607	51.53121396615591
BRDN0007694202	Olfr1286	467.99025540431484	357.8713564661082	450.85195873553016	356.5704401744952	359.53514982113717	400.912844656693
BRDN0007694201	Olfr1286	766.4640405177335	766.174448802779	841.141714058825	713.1408803489904	781.7415642899955	868.8162674693887
BRDN0007694200	Olfr1286	270.39436978915967	282.2237526602642	298.00449298084084	293.15971756614425	338.6447282718968	350.41225496986016
BRDN0007694199	Olfr1286	766.4640405177335	713.8030307833486	665.2229327185221	601.0233708095873	653.1005473815152	576.1189721416231
BRDN0007694198	Olfr1286	1038.938366997579	1055.1870889840804	1015.1378857669933	850.0712813438353	976.3523334592348	1033.7161521610876
BRDN0007692397	Olfr1248	263.1145213717592	267.6761365437557	323.959723014656	361.1654200736511	314.45581910961846	362.7797463217376
BRDN0007692396	Olfr1248	434.71094835334134	479.1014907703454	487.38154174608485	504.5287929273141	456.2907864702505	444.19906438826393
BRDN0007692395	Olfr1248	688.4656646170143	697.3157325179724	659.4551038221188	493.50084116934	536.5539850541742	469.96467137134186
BRDN0007692394	Olfr1248	310.95352525753367	321.98723671205397	290.314054452303	374.0313637912875	339.74422414290945	360.71849776309136
BRDN0007692393	Olfr1248	637.5067256952111	617.7887644143927	613.3124726508918	528.4226884029246	471.6837286644277	487.4852841198349
BRDN0007692392	Olfr1248	238.1550410835291	225.00312926866422	264.3588244184878	325.3245768602353	391.4205300805041	357.62662492512203
BRDN0007692391	Olfr123	945.340315916716	1102.7093016313415	1035.3252869044052	1076.1442923823038	1070.908978366323	1037.83864927838
BRDN0007692390	Olfr123	777.9038023165056	697.3157325179724	744.0499276360349	664.4340934179382	652.0010515105025	698.7632613810741
BRDN0007692389	Olfr123	410.79144641045417	409.27293341110476	408.55454682857214	363.0034120333134	366.1321250472131	348.3510064112139
BRDN0007692388	Olfr123	487.74984396583034	446.1268942395929	507.5689428834967	480.6348974517036	520.0615469889843	510.1590182649435
BRDN0007692387	Olfr123	816.3830010941937	771.0236541749485	813.2638743928753	884.0741325975886	929.0740110056909	855.4181518381881
BRDN0007692386	Olfr123	285.9940449693035	337.50469390299634	316.2692844861182	364.84140399297576	316.65481085164373	382.36160762887687
BRDN0007694197	Olfr118	1163.7357684387296	1228.788641307748	1359.2850099190612	1113.823127555382	1130.2817554010062	1027.5324064851488
BRDN0007694196	Olfr118	1192.8551621083313	1298.6171986669888	1232.392774198187	1242.4825647317462	1238.0323507602461	1238.810383746388
BRDN0007694195	Olfr118	682.2257945449568	715.7427129322164	669.068151982791	772.8756190380167	781.7415642899955	839.9587876483413
BRDN0007694194	Olfr118	254.79469460901586	263.7967722460201	297.0431881647736	191.15116380488402	177.01883523303695	208.18610442326988
BRDN0007694193	Olfr118	632.3068339684964	643.0046323496741	680.6038097755978	558.7495557373533	602.5237373149332	603.9458276833473
BRDN0007694192	Olfr118	523.1091077074897	490.73958366355214	487.38154174608485	549.5595959390416	535.4544891831615	521.4958853374978
BRDN0007692385	Olfr1118	748.7844086469038	812.7268203756062	849.79345740343	772.8756190380167	721.2692913842997	790.4888222408316
BRDN0007692384	Olfr1118	554.3084580677773	568.3268696182639	506.60763806742943	409.8722070047032	472.7832245354403	452.4440586228489
BRDN0007692383	Olfr1118	448.23066684279934	484.9205372169488	450.85195873553016	390.57329142824864	416.70893511379506	364.84099488038385
BRDN0007692382	Olfr1118	701.9853831064722	685.6776396247656	681.5651145916651	716.816864268315	700.3788698350593	678.1507757946117
BRDN0007692381	Olfr1118	609.4273103709522	609.0601947444877	552.7502692386564	661.6771054784447	634.4091175743001	727.6207412021214
BRDN0007692380	Olfr1118	1163.7357684387296	1152.1711964274702	1114.1522818219178	1160.6919225267718	1080.804441205437	1198.6160368527865
BRDN0007692379	Olfr1062	538.7087828876336	614.8792411910911	589.2798522492111	497.1768250886647	445.29582776012404	530.7715038514059
BRDN0007692378	Olfr1062	524.1490860528327	539.231637385247	588.3185474331439	536.6936522214052	500.2706213107566	503.97527258900476
BRDN0007692377	Olfr1062	309.9135469121907	343.32374034959975	309.54015077364755	361.1654200736511	352.93817459506124	331.86101794204404
BRDN0007692376	Olfr1062	447.1906884974564	441.27768886742336	448.92934910339574	411.7101989643656	437.59935666303545	412.2497117292473
BRDN0007692375	Olfr1062	593.8276351908085	630.3966983820334	598.8929004098834	589.9954190516132	588.2302909917688	537.9858738066677
BRDN0007692374	Olfr1062	384.7919877768811	357.8713564661082	402.78671793216876	363.9224080131446	356.23666220809923	318.4629023108435
BRDN0007694191	Olfr102	556.3884147584632	558.628458873925	606.5833389384212	538.5316441810675	534.3549933121488	515.3121396615591
BRDN0007694190	Olfr102	670.7860327461846	628.4570162331656	653.6872749257154	632.2692341238471	638.8071010583508	629.7114346664252
BRDN0007694189	Olfr102	595.9075918814942	607.1205125956199	553.7115740547237	510.9617647861323	549.7479355063259	524.5877581754671
BRDN0007694188	Olfr102	705.105318142501	593.5427375535453	667.1455423506566	594.5903989507691	581.6333157656928	543.1389952032832
BRDN0007694187	Olfr102	696.7854913797577	668.2205002849554	743.0886228199677	718.6548562279775	743.2592088045527	755.4475967438457
BRDN0007694186	Olfr102	422.2312082092263	409.27293341110476	421.0515094374461	317.0536130417548	336.44573652987145	335.9835150593365
BRDN0007692373	Olfr1002	141.4370549666374	145.47616116508462	182.6479150527734	174.60923616792292	163.82488478088513	180.35924888154568
BRDN0007692372	Olfr1002	372.31224763276606	412.18245663440644	442.2002153909251	387.81630348875507	426.6043979529089	472.0259199299881
BRDN0007692371	Olfr1002	293.27389338670395	359.811038614976	317.2305893021854	385.05931554926156	396.91800943556734	385.4534804668462
BRDN0007692370	Olfr1002	587.5877651187509	578.9951214370368	585.4346329849421	573.453491414652	501.3701171817693	563.7514807897456
BRDN0007692369	Olfr1002	682.2257945449568	713.8030307833486	699.8299060969424	887.7501165169133	889.4921596492354	789.4581979615085
BRDN0007692368	Olfr1002	333.83304885507795	315.1983491910167	314.3466748539837	302.349677364456	334.2467447878462	335.9835150593365
BRDN0007694185	Olfr1000	865.261983325311	947.5347297219179	974.7630834921697	966.7837707823942	938.9694738448047	893.5512501731434
BRDN0007694184	Olfr1000	722.7849500133307	782.6617470681554	746.9338420842365	690.1659808532111	638.8071010583508	658.5689144874725
BRDN0007694183	Olfr1000	427.4310999359409	449.0364174628946	470.07805505687475	398.8442552467292	391.4205300805041	405.03534177398546
BRDN0007694182	Olfr1000	930.7806190819151	954.3236172429552	887.2843452300519	852.8282692833287	876.2982091970836	896.6431230111128
BRDN0007694181	Olfr1000	391.0318578489386	432.54911919751834	489.30415137821933	534.8556602617429	556.3449107324019	545.2002437619295
BRDN0007694180	Olfr1000	916.2209222471142	983.4188494759721	947.8465486422873	935.5379074681343	1010.4367054606271	1010.0117937366558
BRDN0007692367	Olfr10	267.27443475313095	326.83644208422345	272.0492629470257	303.26867334428715	250.68505859088464	287.54417393115
BRDN0007692366	Olfr10	336.95298389110667	368.53960828488107	325.8823326467905	361.1654200736511	396.91800943556734	341.1366364559521
BRDN0007692365	Olfr10	386.87194446756695	404.4237280389353	355.68278194487453	394.2492753475733	362.8336374341751	340.106012176629
BRDN0007692364	Olfr10	694.7055346890718	823.395072194379	754.6242806127743	839.9623255656923	834.5173660986028	817.2850535032327
BRDN0007692363	Olfr10	698.8654480704436	699.2554146668401	720.9786120504214	730.6018039657827	789.438035387084	773.9988337716618
BRDN0007692362	Olfr10	588.6277434640938	554.7490945761893	611.3898630187573	548.6405999592104	570.6383570555663	570.9658507450075
BRDN0007694959	Odr4	392.07183619428156	375.32849580591835	381.6380119786897	321.64859294091065	311.15733149658047	318.4629023108435
BRDN0007694958	Odr4	339.03294058179256	323.9269188609218	355.68278194487453	328.0815647997288	292.4659016893654	346.28975785256773
BRDN0007694957	Odr4	377.51213935948067	449.0364174628946	472.9619695050764	385.97831152909276	374.9280920153143	387.51472902549244
BRDN0007694956	Odr4	474.2301254763724	496.55863011015555	521.988515124505	367.59839193246927	462.88776169632644	379.2697347909075
BRDN0007694955	Odr4	348.39274568987884	375.32849580591835	397.9801938518326	518.3137326247817	567.3398694425284	492.63840551645046
BRDN0007694954	Odr4	211.11560410461314	223.06344711979645	226.86793659186594	228.82999897796213	215.50119071847976	208.18610442326988
BRDN0007692361	Ocrl	617.7471371336956	598.3919429257148	619.0803015472951	599.185378849925	710.2743326741731	604.9764519626704
BRDN0007692360	Ocrl	904.781160448342	859.2791919484332	872.8647729890434	907.9680280731991	927.9745151346782	866.7550189107424
BRDN0007692359	Ocrl	952.6201643341165	969.8410744338976	983.4148268367748	1101.8761798175767	1142.3762099821454	1124.411088741522
BRDN0007692358	Ocrl	481.50997389377284	604.2109893723182	598.8929004098834	620.3222863860419	652.0010515105025	593.6395848901161
BRDN0007692357	Ocrl	868.3819183613398	886.4347420325823	908.4330511835309	666.2720853776005	635.5086134453128	674.0282786773192
BRDN0007692356	Ocrl	560.5483281398349	547.9602070551521	542.1759162619169	532.0986723222493	568.439365313541	553.4452379965145
BRDN0007696399	Obox7	887.1015285775123	949.4744118707857	865.1743344605056	870.2891929001211	888.3926637782228	891.4900016144973
BRDN0007692355	Obox6	438.87086173471306	449.0364174628946	397.9801938518326	396.08726730723566	465.08675343835176	498.8221511923892
BRDN0007692354	Obox6	376.4721610141377	445.15705316515897	371.0636590019502	314.29662510226126	326.5502736907576	347.3203821318908
BRDN0007692353	Obox6	423.2711865545692	447.0967353140268	420.09020462137886	454.90301001643076	443.0968360180987	467.9034228126956
BRDN0007692352	Obox6	775.8238456258197	754.5363559095723	653.6872749257154	660.7581094986135	633.3096217032875	635.8951803423639
BRDN0007692351	Obox6	311.99350360287656	268.64597761818965	276.8557870273618	266.5088341510402	241.8890916227834	219.52297149582418
BRDN0007692350	Obox6	331.75309216439206	368.53960828488107	289.3527496362358	366.6793959526381	410.11195988771914	394.72909898075426
BRDN0007692349	Oaf	839.262524691738	835.0331650875858	839.2191044266905	613.8893145272237	712.4733244161985	704.9470070570128
BRDN0007692348	Oaf	459.67042864157145	522.7443391198708	521.0272103084378	537.6126482012363	548.6484396353133	521.4958853374978
BRDN0007692347	Oaf	559.508349794492	579.9649625114707	535.4467825494463	470.5259416735607	468.3852410513897	476.1484170472806
BRDN0007692346	Oaf	587.5877651187509	540.201478459681	568.131146295732	565.1825275961716	664.0955060916417	645.170798856272
BRDN0007692345	Oaf	447.1906884974564	511.106246226664	449.8906539194629	430.0901185609891	461.7882658253138	368.96349199767633
BRDN0007692344	Oaf	607.3473536802663	595.4824197024132	660.416408638186	530.260680362587	665.1950019626544	569.9352264656843
BRDN0007692343	Nup88	874.6217884333973	836.9728472364536	895.936088574657	980.5687104798618	901.5866142303746	891.4900016144973
BRDN0007692342	Nup88	178.87627539898256	167.78250587706427	161.49920909929438	138.76839295450716	138.53647974759414	105.12367649095805
BRDN0007692341	Nup88	397.27172792099617	516.9252926732674	444.1228250230596	482.47288941136594	517.862555246959	497.7915269130661
BRDN0007692340	Nup88	171.5964269815821	153.2348897605558	176.88008615637006	207.69309144184516	219.8991742025304	177.26737604357632
BRDN0007692339	Nup88	261.0345646810734	258.94756687385063	296.08188334870636	340.0285125375341	323.25178607771966	306.0954109589661
BRDN0007692338	Nup88	214.23553914064192	209.48567207772186	243.2101184650088	216.88305124015687	235.2921163967075	260.7479426687489
BRDN0007692337	Nudt9	403.51159799305367	320.04755456318617	318.19189411825266	268.3468261107026	261.68001730101116	263.83981550671825
BRDN0007692336	Nudt9	773.7438889351339	835.0331650875858	766.1599384055811	888.6691124967444	942.2679614578427	947.1437126979456
BRDN0007692335	Nudt9	515.8292592900892	470.3729211004403	528.7176488369756	402.52023916605384	422.2064144688583	409.1578388912779
BRDN0007692334	Nudt9	444.07075346142767	355.9316743172404	411.4384612767738	361.1654200736511	339.74422414290945	377.20848623226124
BRDN0007692333	Nudt9	410.79144641045417	450.00625853732845	411.4384612767738	516.4757406651194	455.1912905992379	484.39341128186555
BRDN0007692332	Nudt9	677.0259028182421	693.4363682202368	710.4042590736818	644.2161818616524	639.9065969293634	677.1201515152886
BRDN0007692331	Nudt7	557.4283931038061	573.1760749904334	582.5507185367404	634.1072260835095	645.4040762844267	634.8645560630408
BRDN0007692330	Nudt7	559.508349794492	557.6586177994911	500.83980917102605	617.5652984465484	592.6282744758194	663.7220358840881
BRDN0007692329	Nudt7	525.1890643981756	582.8744857347724	542.1759162619169	590.9144150314444	699.2793739640466	635.8951803423639
BRDN0007692328	Nudt7	609.4273103709522	534.3824320130775	569.0924511117993	473.2829296130542	526.6585222150602	441.1071915502946
BRDN0007692327	Nudt7	398.31170626633906	439.3380067185556	450.85195873553016	430.0901185609891	396.91800943556734	413.2803360085704
BRDN0007692326	Nudt7	527.2690210888615	583.8443268092063	535.4467825494463	674.5430491960811	600.3247455729079	627.650186107779
BRDN0007692325	Nudt12os	852.7822431811959	915.5299742655993	879.5939067015141	981.487706459693	993.9442673954374	974.9705682396698
BRDN0007692324	Nudt12os	541.8287179236623	548.930048129586	517.181991044169	534.8556602617429	611.3197042830344	571.9964750243306
BRDN0007692323	Nudt12os	443.0307751160847	423.82054952761325	446.045434655194	413.54819092402795	457.3902823412632	441.1071915502946
BRDN0007692322	Nudt12os	722.7849500133307	765.2046077283452	723.8625264986231	810.5544542110948	799.3334982261979	787.3969494028623
BRDN0007692321	Nudt12os	514.7892809447463	502.37767655675896	496.0332850906899	375.86935575094986	446.39532363113665	375.147237673615
BRDN0007692320	Nudt12os	496.0696707285737	464.55387465383694	480.6524080336143	459.49798991558663	466.1862493093644	451.41343434352575
BRDN0007694179	Nsmce4a	721.7449716679878	739.0188987186299	679.6425049595306	635.9452180431718	628.9116382192369	630.7420589457483
BRDN0007694178	Nsmce4a	121.67746640512186	149.35552546282022	150.92485612255487	149.79634471248124	136.33748800556884	131.91990775335913
BRDN0007694177	Nsmce4a	39.51917712303103	81.4666502524474	53.8330696997648	59.73473868902626	37.38285961443017	38.13309833495537
BRDN0007694176	Nsmce4a	301.59372014944734	307.43962059554553	309.54015077364755	195.7461437040399	218.79967833151773	218.49234721650106
BRDN0007694175	Nsmce4a	137.2771415852657	167.78250587706427	143.23441759401706	83.62863416463676	102.25311600417663	91.72556085975752
BRDN0007694174	Nsmce4a	228.7952359754428	192.02853273791172	187.45443913310956	186.55618390572815	190.21278568518878	231.8904628477016
BRDN0007692319	Nsmce2	465.910298713629	419.94118522987765	411.4384612767738	612.9703185473925	528.8575139570855	600.8539548453779
BRDN0007692318	Nsmce2	281.83413158793184	248.27931505507777	270.1266533148912	300.51168540479364	327.64976956177026	293.72791960708867
BRDN0007692317	Nsmce2	142.4770333119803	163.9031415793287	155.73138020289102	172.77124420826055	189.1132898141761	219.52297149582418
BRDN0007692316	Nsmce2	352.5526590712505	313.2586670421489	334.5340759913955	217.80204721998805	195.71026504025204	213.33922581988546
BRDN0007692315	Nsmce2	305.75363353081906	343.32374034959975	313.3853700379165	317.0536130417548	391.4205300805041	338.04476361798277
BRDN0007692314	Nsmce2	348.39274568987884	363.6904029127116	404.7093275643032	397.0062632870668	325.450777819745	375.147237673615
BRDN0007695073	Nsmce1	186.15612381638303	168.75234695149817	142.27311277794982	156.22931657129945	147.33244671569534	133.98115631200537
