sgRNA	Gene	Input1_DOI_rep1	Input1_DOI_rep2	Input1_DOI_rep3	AR2466_BM	AR2467_BM	AR2468_BM	AR2469_BM
BRDN0007696130	Tomm20	681.2385454688622	692.0654135077117	684.1981434744392	161.3877820980099	98.20024130620175	70.20793979398657	181.27261104031777
BRDN0007694641	Tns3	919.0385527569915	936.462830709547	879.6833273242789	1452.490038882089	1808.2389261210942	1201.5587410456558	1494.2284386687877
BRDN0007694640	Tns3	776.7483844616355	798.4279258295935	754.4758748584725	1947.4125706493194	167.617653264034	932.7626286915358	1995.6928579952742
BRDN0007694639	Tns3	520.4311634912339	594.2119021715803	514.158345125715	170.35376999234379	1271.5238141544398	371.0991103396433	265.9794386292513
BRDN0007694638	Tns3	792.3418275624964	827.2639847257482	800.1160107572987	1115.3688940551351	612.904954359397	334.99216987416446	991.0698827905225
BRDN0007694637	Tns3	1135.884870878339	1014.4620064122604	970.155809106023	2087.281981800928	5219.8507577072405	2567.604655322937	1091.023939345464
BRDN0007694636	Tns3	421.9975539170491	486.9039452957261	481.8467444893778	676.0354872327748	155.7659000029407	260.7723478062358	264.28530207747264
BRDN0007693369	Tnfrsf11a	623.7377240344375	561.1213427825503	581.2049164461146	405.26265282389153	406.3458260946279	577.7110474476609	870.7861876142368
BRDN0007693368	Tnfrsf11a	377.65370009897583	383.85048891274715	389.3547876678627	878.6668136447206	589.2014478372105	539.598165845211	1111.353577966808
BRDN0007693367	Tnfrsf11a	487.7823919988062	507.70372548311633	543.6426807063726	575.6164228162353	353.8594902240718	569.6872828997767	535.34715036206
BRDN0007693366	Tnfrsf11a	376.1918148082701	397.5594349453453	335.232856601998	104.00545957427305	291.21450870115	495.46746083184803	194.82570345454715
BRDN0007693365	Tnfrsf11a	624.7123142282413	613.5935155280121	633.7112674801624	125.52383052067437	861.7917728423566	156.46340868374148	227.01429793834188
BRDN0007693364	Tnfrsf11a	795.7528932408097	810.245982754247	904.3209228094861	520.0272978713652	812.6916521892558	559.6575772149215	653.9367089865669
BRDN0007696129	Tmx2	491.68075277402147	432.5408834423198	477.0000043939272	256.4272537779491	211.63845109095203	1273.7726219766134	72.84787172648285
BRDN0007696128	Tmx2	399.0946843626596	370.1415428801491	419.24301825647456	487.74974145176327	91.42781087129127	720.1328681726051	16.941365517786707
BRDN0007696127	Tmx2	685.1369062440774	675.5201338131967	655.1177029017358	8.965987894333884	35.55525978327994	58.1722929721603	23.71791172490139
BRDN0007696126	Tmx2	432.71804604889104	390.9413230675393	478.21168941778984	80.69389104900495	57.56565869673895	14.041587958797313	196.5198400063258
BRDN0007696125	Tmx2	746.0487933568155	860.3545441147782	766.1888300891447	1054.4001763736646	233.64885000441103	162.48123209465462	445.5579131177904
BRDN0007696124	Tmx2	462.4430469599072	444.35894036697334	438.62997863827684	301.25719324961847	123.59685543711599	178.52876119042298	821.6562276126554
BRDN0007694635	Tmprss7	683.1877258564698	655.1930759027925	643.0008526631093	1190.6831923675397	650.1533217514046	838.4833952538967	1141.848035898824
BRDN0007694634	Tmprss7	784.057810915164	861.2999886687504	804.9627508527493	433.95381408576	1239.354769588615	1051.1131557728274	657.3249820901243
BRDN0007694633	Tmprss7	464.8795224444167	533.230728440368	508.50381501435595	236.7020804104145	221.79709674331772	527.5625190233848	518.4057848442733
BRDN0007694632	Tmprss7	596.4491986079308	521.8853937927006	627.248947352895	442.91980198009384	1396.8137772002833	704.0853390768367	647.1601627794522
BRDN0007694631	Tmprss7	643.2295279105136	724.6832506197554	599.3801918040542	1506.2859662480923	1181.7891108918761	493.461519694877	496.38200967115057
BRDN0007694630	Tmprss7	553.5672300805633	616.9025714669151	592.1100816608783	229.5292900949474	580.7359097935723	1147.3983303474376	579.3947007083054
BRDN0007696123	Tmem94	709.5016610891727	770.0645892104251	759.7265099618772	1090.2641279510003	1904.7460598185683	8264.477484320703	1052.0587986545545
BRDN0007696122	Tmem94	420.5356686263434	459.4860532305299	507.6960249984475	263.60004409341616	1083.5888695856743	531.5744012973269	1111.353577966808
BRDN0007696121	Tmem94	737.2774816125813	696.3199140005869	851.8145717754381	3136.3025654379926	2752.992971791104	6158.2392905011075	1853.3853876458659
BRDN0007696120	Tmem94	685.6242013409793	631.5569620534854	713.6824790550969	982.6722732189936	753.4328858837893	1073.1785082795088	1606.04145108618
BRDN0007696119	Tmem94	606.195100545969	512.9036705299638	582.4166014699772	903.7715797488554	601.0532010983038	904.6794527739412	1057.1412083098905
BRDN0007696118	Tmem94	954.6110948308306	866.0272114386119	956.4233788355797	873.2872209081203	1381.5758087217348	1721.0974955211564	825.0445007162127
BRDN0007693363	Tmem92	560.8766565340918	564.4303987214533	535.5647805472883	324.5687617748866	1547.5003543770413	529.5684601603558	1323.120646939142
BRDN0007693362	Tmem92	1117.3676571960666	1052.2797885711518	1061.4360809036755	1337.7253938346155	697.5603347957779	868.5725123084624	1116.435987622144
BRDN0007693361	Tmem92	776.2610893647336	750.210253577007	739.9356545721208	789.0069347013817	1246.1272000235256	182.54064346436508	652.2425724347883
BRDN0007693360	Tmem92	744.5869080661098	693.4835803386701	682.5825634426224	855.3552451194524	1031.1025337151184	1983.8757844643633	974.1285172727357
BRDN0007693359	Tmem92	797.2147785315154	877.8452683632654	939.4597885015027	593.5483986049031	948.140260887465	635.8833404198211	2158.329966966027
BRDN0007693358	Tmem92	675.8782994029413	635.3387402693746	626.0372623290323	742.3837976508455	834.7020511027148	637.8892815567922	1024.9526138260958
BRDN0007696366	Tmem35b	735.8155963218755	806.464204538358	754.4758748584725	407.0558504027583	595.9738782721209	1253.713210606903	2115.9765531715598
BRDN0007693357	Tmem267	408.84058630069774	429.70454978040294	390.16257768377113	55.58912494487008	88.04159565383604	230.68323075167015	557.3709255351827
BRDN0007693356	Tmem267	311.86886201721876	326.1783711204379	346.9458118326702	62.76191526033718	47.40701304437326	2.0059411369710447	6.776546207114683
BRDN0007693355	Tmem267	765.0533021359897	749.7375313000209	757.303139914152	797.9729225957157	1943.6875348193034	661.9605752004447	616.6657048474361
BRDN0007693354	Tmem267	534.0754262044871	511.48550369900545	490.7324346643705	134.48981841500824	77.88295000147035	1544.5746754677043	123.67196827984297
BRDN0007693353	Tmem267	565.262312406209	550.2487304118691	508.90771002231014	159.59458451914313	773.7501771885206	66.19605752004448	1218.0841807288643
BRDN0007693352	Tmem267	716.8110875427012	740.2830857602981	703.1812088482873	448.29939471669417	961.685121757286	1506.4617938652545	1590.794222120172
BRDN0007694629	Tmem189	1263.068891169736	1213.478085023426	1363.953441861382	1074.1253497411992	1508.558879376306	908.6913350478833	1621.288680052188
BRDN0007694628	Tmem189	723.145923802426	751.1556981309793	749.629134763022	668.8626969173077	1391.7344543741006	1111.2913898819588	550.594379328068
BRDN0007694627	Tmem189	920.5004380476972	954.8989995120065	923.3039881833341	1637.189389505367	2217.970967433177	1087.2200962383063	576.0064276047481
BRDN0007694626	Tmem189	569.6479682783262	639.5932407622499	665.6189731085453	826.664083857584	233.64885000441103	102.30299798552328	825.0445007162127
BRDN0007694625	Tmem189	553.0799349836614	554.5032309047443	615.5359921222228	416.0218382970922	1004.0128119754764	178.52876119042298	4336.989572553397
BRDN0007694624	Tmem189	534.562721301389	494.9402240044905	593.321766684741	328.1551569326201	404.65271848590027	585.7348119955451	555.676788983404
BRDN0007693351	Tmem185b	711.9381365736822	626.3570170066379	598.9762967961	1751.9540345528408	822.8502978416215	868.5725123084624	777.6086772664099
BRDN0007693350	Tmem185b	716.3237924457993	757.3010877317993	648.6553827744683	753.1429831240462	270.89721739641857	1273.7726219766134	1397.6626552174034
BRDN0007693349	Tmem185b	612.5299368056938	596.1027912795248	633.3073724722082	681.4150799693751	1195.333971761697	1941.7510205879712	492.9937365675932
BRDN0007693348	Tmem185b	555.029115371269	594.6846244485664	563.0296410881749	869.7008257503867	629.8360304466732	477.4139905991086	320.1918082861688
