sgRNA	Gene	amCD19_1to2rep1	amCD19_1to2rep2	amCD19_1to2rep3	amCD19_1to10rep1	amCD19_1to10rep2	amCD19_1to10rep3
BRDN0007690797	Tdo2	889.7928826121715	835.9249227717278	914.7817806661462	693.034334389144	741.5866026872121	711.6125401051758
BRDN0007690796	Tdo2	1325.5533048995262	1397.9534641720652	1334.1758012838548	1299.439376979645	1339.4548715203134	1367.5180379293909
BRDN0007693327	Tcf15	1089.6779047795603	926.4644750337882	982.7761791041671	768.4339031768518	741.5866026872121	778.1015905695483
BRDN0007693326	Tcf15	749.7072576582951	723.7469869501812	653.0890539046878	834.2079950980437	710.9266914650018	833.808632850509
BRDN0007693325	Tcf15	312.2857410038984	309.2011124421309	327.40159920156265	396.24879767157074	461.81491278454297	398.9343027862349
BRDN0007693324	Tcf15	1259.663228340193	1307.983343056307	1335.3185642828132	850.2504565422369	1052.0182038120918	1008.1177651489991
BRDN0007693323	Tcf15	1149.4773019930728	1123.4876516543725	1141.6202359593756	1031.5302708616193	1076.9293816801376	1223.7579288172342
BRDN0007693322	Tcf15	2331.6227932046386	2298.7935376222513	2322.0944138833343	2173.7535256881715	1967.983051575625	2084.5215821262727
BRDN0007693321	Tbc1d8	1507.166289029453	1512.978555725123	1602.1537245395841	1180.7251622926158	1222.5639599856365	1159.0658797167637
BRDN0007693320	Tbc1d8	241.4123813434392	226.06416508199996	227.9812182921876	227.8029525075427	258.6930009373996	230.01617457945076
BRDN0007693319	Tbc1d8	1258.5558320954983	1327.9134331768864	1275.8948883369799	1002.6538402620718	1052.0182038120918	1002.7267610572932
BRDN0007693318	Tbc1d8	968.4180159854935	901.9789357427908	1014.2021615755214	1098.9086089272307	1119.0867596106768	1166.2538851723714
BRDN0007693317	Tbc1d8	946.8237892139473	877.4933964517933	861.0719197151046	980.1943942402013	885.3049365413231	979.3657433265677
BRDN0007693316	Tbc1d8	947.931185458642	978.2827093472945	1002.2031500864588	959.3391943627503	917.8810922149215	961.395729687548
BRDN0007693315	Tas2r107	1827.7575018685616	1871.7201778955512	1767.8543593885424	1764.6707588612462	1994.8104738950592	1690.9782834317434
BRDN0007693314	Tas2r107	962.3273366396728	901.9789357427908	881.6416536963546	951.3179636406537	898.71864770104	905.6886874065874
BRDN0007693313	Tas2r107	152.82068176786518	157.16299637942566	198.26938031927094	211.76049106334955	228.03308971518928	253.37719231017624
BRDN0007693312	Tas2r107	1274.6130776435712	1442.369093583642	1330.7475122869798	1639.5395595965397	1588.5666502007723	1649.6472520619984
BRDN0007693311	Tas2r107	1348.8086260381144	1443.5079558762466	1423.882696702084	1297.8351308352258	1442.9320718952733	1486.12012794692
BRDN0007693310	Tas2r107	418.59578049458725	402.58782043570267	387.96803814635433	494.107812481149	536.5484463886806	589.4164473598426
BRDN0007693309	Tardbp	243.62717383282856	246.56368634888156	250.83647827135428	221.38596792986544	210.78688965269598	199.46715139311746
BRDN0007693308	Tardbp	493.34502701147784	445.2951564083727	501.1015750432294	558.2776582579215	502.05604626369404	465.4233532506074
BRDN0007693307	Tardbp	95.78977516608941	74.59548016559697	75.42235793125003	136.36092227564177	141.80208940272274	95.24107228680383
BRDN0007693306	Tardbp	285.1545330088789	321.7285976607808	297.689761228646	250.2623985294131	321.92906783320836	273.1442073130978
BRDN0007693305	Tardbp	194.90173906626285	203.28691922990927	222.8387847968751	309.61950587292773	298.93413441655065	298.3022264077252
BRDN0007693304	Tardbp	270.20468370550077	244.2859617636725	286.2621312390626	301.59827515083117	279.7716899026692	264.159200493588
BRDN0007693303	Tap1	978.9382803100929	1114.3767533135363	1046.1995255463546	1187.142146870293	1385.444738353629	1304.6229901928223
BRDN0007693302	Tap1	567.540575406021	594.4861167395666	576.5239329744794	518.1715046474387	571.0408465136672	610.9804637266661
BRDN0007693301	Tap1	1089.6779047795603	1075.6554353649822	1071.340311523438	1373.2346996229335	1364.3660493883594	1455.5711047605869
BRDN0007693300	Tap1	910.279713139023	937.2836668135312	992.489664595313	1252.9162387914848	1262.8050934647877	1238.1339397284498
BRDN0007693299	Tap1	385.92759127609435	382.0882991688211	331.972651197396	803.7273183540767	835.4825808052312	794.2746028446659
BRDN0007693298	Tap1	872.0745426970567	818.8419883826598	793.6489027765629	851.8547026866562	841.2313141593958	821.2296233031954
BRDN0007693297	Tacstd2	1100.751867226507	1157.6535204325085	1034.7718955567714	765.2254108880131	743.5028471386003	855.3726492173325
BRDN0007693296	Tacstd2	1456.226061773498	1526.0754720900752	1447.3093381807298	1126.180793382359	1007.9445814301644	1027.8847801519205
BRDN0007693295	Tacstd2	1589.6673092592064	1541.4501130402364	1599.8681985416674	1684.4584516402806	1626.8915392285353	1558.0001825029985
BRDN0007693294	Tacstd2	2156.65418654288	2024.3277251045588	2110.6832590760428	2050.2265725678844	2182.602430131097	2014.4385289340962
BRDN0007693293	Tacstd2	1522.116138332831	1756.6950863424934	1747.8560069067717	1533.659314064865	1508.0843832424703	1475.3381197635083
BRDN0007693292	Tacstd2	788.4661262226088	793.78701794536	794.7916657755212	744.3702110105621	709.0104470136137	752.9435714749209
BRDN0007693291	Tacc2	1477.8202885450441	1564.2273588923272	1541.5872855947923	1621.8928520079273	1617.3103169715946	1495.10513476643
BRDN0007693290	Tacc2	1708.1587074415365	1592.6989162074406	1631.2941810130217	1665.2074979072488	1728.4524951521068	1638.8652438785866
BRDN0007693289	Tacc2	2674.915629059988	2838.044833170498	2708.3483075312515	2528.29192360484	2600.343720533713	2709.8780567641543
BRDN0007693288	Tacc2	2028.749920280645	1923.5384122090575	2004.9776816723968	1661.9990056184101	1636.472761485476	1638.8652438785866
BRDN0007693287	Tacc2	1243.052284669773	1282.358941472705	1186.1879929187505	1674.8329747737646	1642.2214948396404	1757.467333896116
BRDN0007693286	Tacc2	755.7979370041159	789.2315687749419	712.5127298505212	962.5476866515888	940.8760256315793	1053.042799246548
BRDN0007693285	Taar8b	584.1515190764412	609.8607576897278	511.95782353333357	704.2640574000792	701.3454692080611	670.2815087354307
BRDN0007693284	Taar8b	161.6798517254226	167.41275701286645	193.6983283234376	219.78172178544614	203.1219118471434	186.88814184580374
BRDN0007693283	Taar8b	913.0482037507597	985.685314249224	1029.6294620614588	778.0593800433677	820.1526251941261	704.4245346495679
BRDN0007693282	Taar8b	1026.5563188319638	1177.583610553088	1085.053467510938	867.8971641308493	841.2313141593958	826.6206273949011
BRDN0007693281	Taar8b	780.1606543873987	777.8429458488965	746.224238319792	667.366396078435	670.6855579858508	621.7624719100778
BRDN0007693280	Taar8b	1564.750893753576	1518.1034360418435	1520.4461701140633	1541.6805447869615	1632.6402725826997	1561.5941852308024
BRDN0007693279	T	610.7290289491134	722.6081246575767	721.6548338421878	954.5264559294923	864.2262475760534	821.2296233031954
BRDN0007693278	T	908.0649206496337	935.0059422283222	868.4998792083337	678.5961190893702	722.4241581733307	752.9435714749209
BRDN0007693277	T	363.22596825985346	368.99138280386893	379.39731565416685	516.5672585030194	452.2336905276023	628.9504773656856
BRDN0007693276	T	512.7244612936346	484.01647435692684	405.68086463020853	531.0054738027932	574.8733354164435	648.7174923686073
BRDN0007693275	T	755.2442388817685	745.9548016559696	814.7900182572921	1047.5727323058125	965.7872034996252	918.2676969539011
BRDN0007693274	T	1376.4935321554813	1296.0252889839594	1339.8896162786464	1575.3697138197672	1498.5031609855296	1523.8571565888612
BRDN0007694587	Sys1	91.91388830965805	128.6914390643123	97.13485491145838	184.4883066082212	160.96453391660418	204.85815548482333
BRDN0007694586	Sys1	739.740691456043	708.9417771463222	713.6554928494795	800.518826065238	822.0688696455143	776.3045892056464
BRDN0007694585	Sys1	179.3981916405374	193.03715859646846	217.6963513015626	269.51335226244487	279.7716899026692	269.55020458529384
BRDN0007694584	Sys1	241.96607946578655	267.6326387620654	266.83516025677096	279.13882912896077	287.43666770822176	269.55020458529384
BRDN0007694583	Sys1	337.2021565095286	347.92243039068507	357.1134371744793	317.64073659502435	283.6041788054455	341.43025914137223
BRDN0007694582	Sys1	145.06890805500245	166.27389472026192	169.1289238458334	158.82036829751218	155.21580056243977	167.1211268428822
BRDN0007693273	Syngr3	759.6738238605473	830.8000424550074	742.2245678234378	585.5498427130499	624.6956911525353	614.57446645447
BRDN0007693272	Syngr3	575.2923491188837	547.2233315964785	559.9538694895836	786.0806107654643	751.1678249441529	743.958564655411
BRDN0007693271	Syngr3	1627.3187815788253	1735.6261339293094	1693.0033829567717	1511.1998680429945	1521.4980944021872	1356.736029745979
BRDN0007693270	Syngr3	945.7163929692526	942.9779782765539	967.3488786182296	967.3604250848468	969.6196924024015	952.4107228680383
BRDN0007693269	Syngr3	1275.7204738882658	1411.6198116833195	1403.884344220313	1421.3620839555128	1418.0208940272273	1383.6910502045084
BRDN0007693268	Syngr3	1272.9519832765293	1317.0942413971434	1385.6001362369798	832.6037489536244	892.9699143468756	796.0716042085679
BRDN0007693267	Syngr2	1021.0193376084906	1058.0030698296118	1007.9169650812505	1004.2580864064911	984.9496480135066	932.6437078651168
BRDN0007693266	Syngr2	881.4874107769615	849.5912702829822	885.0699426932296	723.515011133111	814.4038918399617	830.2146301227051
BRDN0007693265	Syngr2	811.721447361197	870.0907915498638	890.2123761885421	994.6326095399752	933.2110478260266	1015.3057706046069
BRDN0007693264	Syngr2	687.139369833046	706.6640525611132	761.6515388057295	904.7948254524936	898.71864770104	873.3426628563521
BRDN0007693263	Syngr2	1087.463112290171	1126.3348073858838	1103.3376754942715	956.1307020739116	898.71864770104	982.9597460543716
BRDN0007693262	Syngr2	302.31917480164634	327.42290912380344	343.4002811869793	415.49975140460253	369.835179117912	415.10731506135255
BRDN0007694581	Syngr1	1278.4889645000026	1382.578823221904	1338.175471780209	1289.8139001131292	1214.898982180084	1173.4418906279793
BRDN0007694580	Syngr1	1456.7797598958452	1403.0783444887857	1441.5955231859382	1057.1982091723285	1002.195848076	936.2377105929207
BRDN0007694579	Syngr1	851.5877121702052	847.8829768440754	891.9265206869796	721.9107649886917	755.0003138469292	720.5975469246856
BRDN0007694578	Syngr1	1334.966172979431	1279.5117857411938	1332.4616567854173	1516.0126064762526	1734.2012285062713	1579.5641988698221
BRDN0007694577	Syngr1	1001.6399033263338	989.6713322733399	1033.629132557813	1191.9548853035508	1052.0182038120918	1137.50186334994
BRDN0007694576	Syngr1	1242.4985865474257	1283.4978037653095	1263.8958768479172	1283.3969155354519	1197.6527821175907	1347.7510229264692
BRDN0007694575	Syncrip	199.33132404504155	182.2179668167254	190.2700393265626	378.6020900829583	335.3427789929254	361.1972741442938
BRDN0007694574	Syncrip	1313.3719462078848	1308.5527742026093	1220.4708828875007	1291.4181462575484	1308.7949602981032	1275.870968370391
BRDN0007694573	Syncrip	431.330837308576	447.57288099358175	442.2492805968752	614.4262733125976	561.4596242567266	600.1984555432543
BRDN0007694572	Syncrip	270.20468370550077	266.4937764694609	243.4085187781251	285.55581370663805	285.5204232568336	265.95620185748993
BRDN0007694571	Syncrip	527.6743105970128	580.8197692283122	571.9528809786461	393.04030538273213	448.40120162482594	411.51331233354864
BRDN0007694570	Syncrip	619.5881989066708	610.9996199823323	707.9416778546879	492.50356633672965	586.3708021247725	641.5294869129993
BRDN0007693261	Sycp2l	1084.6946216784345	1230.5407071591987	1206.1863454005213	1232.0610389140338	1180.4065820550975	1232.7429356367438
BRDN0007693260	Sycp2l	393.1256668666097	379.810574583612	401.1098126343752	319.2449827394436	385.16513472901715	337.8362564135683
BRDN0007693259	Sycp2l	431.88453543092334	391.1991975096573	386.25389364791687	500.5247970588262	549.9621575483976	526.521399623274
BRDN0007693258	Sycp2l	814.4899379729336	826.2445932845892	784.5067987848962	819.7697797982698	925.5460700204741	891.3126764953718
BRDN0007693257	Sycp2l	919.1388830965805	909.3815406447202	917.6386881635422	1021.9047939951035	1042.4369815551509	1044.0577924270383
BRDN0007693256	Sycp2l	789.0198243449561	704.3863279759041	823.3607407494795	697.847072822402	672.6018024372389	663.0935032798229
BRDN0007694569	Svs2	1184.9139818233025	1171.8892990900652	1205.043582401563	1296.2308846908063	1312.6274492008795	1268.682962914783
BRDN0007694568	Svs2	403.6459311912091	407.7127007524231	389.68218264479185	638.4899654788873	578.7058243192198	555.2734214457054
BRDN0007694567	Svs2	1844.9221436613288	1904.7471843810827	1880.9878962854175	1597.8291598416374	1670.9651616104625	1637.0682425146847
BRDN0007694566	Svs2	200.4387202897362	166.8433258665642	202.84043231510427	375.39359779411967	415.8250459512275	375.5732850555095
BRDN0007694565	Svs2	1606.8319510519739	1619.462180083647	1575.8701755635425	1455.0512529883185	1496.5869165341414	1430.4130856659594
BRDN0007694564	Svs2	1172.1789250093138	1279.5117857411938	1174.7603629291673	1235.2695312028725	1222.5639599856365	1212.9759206338224
BRDN0007693255	Susd4	1839.938860560203	1948.023951500055	1778.1392263791674	1580.182452253025	1561.7392278813384	1561.5941852308024
BRDN0007693254	Susd4	1075.2817535985296	1126.3348073858838	1073.0544560218755	985.0071326734593	969.6196924024015	1017.1027719685088
BRDN0007693253	Susd4	1238.6226996909943	1240.2210366463373	1230.7557498781257	1172.7039315705192	1155.4954041870515	1189.614902903097
BRDN0007693252	Susd4	1280.1500588670447	1496.4650524823574	1306.1781078093757	1201.5803621700668	1193.8202932148145	1173.4418906279793
BRDN0007693251	Susd4	635.0917463323963	710.0806394389268	669.0877358901045	781.2678723322063	680.2667802427915	765.5225810222346
BRDN0007693250	Susd4	909.7260150166757	851.299563721889	833.6456077401045	1472.6979605769309	1257.0563601106232	1396.2700597518221
BRDN0007693249	Susd3	700.9818228917294	755.6351311431082	759.3660128078129	665.7621499340156	743.5028471386003	770.9135851139405
BRDN0007693248	Susd3	290.69151423235223	278.4518305418085	275.40588274895845	486.08658175905236	540.3809352914569	452.8443437032937
BRDN0007693247	Susd3	477.28778146340505	567.7228528633601	506.2440085385419	529.4012276583738	475.22862394426	465.4233532506074
BRDN0007693246	Susd3	1165.5345475411457	1190.1110957717378	1100.4807679968756	941.6924867741378	960.0384701454607	918.2676969539011
BRDN0007693245	Susd3	596.88657589043	546.0844693038739	627.9482679276044	668.9706422228543	716.6754248191663	632.5444800934896
BRDN0007693244	Susd3	1099.6444709818124	1044.3367223183575	1142.1916174588548	885.5438717194618	856.5612697705009	909.2826901343913
BRDN0007696075	Supv3l1	395.3404593559991	379.810574583612	360.54172617135436	415.49975140460253	488.642335103977	461.8293505228035
BRDN0007696074	Supv3l1	307.85615602511973	365.57479592605534	367.3983041651043	470.04412031485924	410.07631259706307	454.64134506719563
BRDN0007696073	Supv3l1	538.7482730439596	493.69680384406536	579.3808404718753	452.3974127262468	502.05604626369404	395.340300058431
BRDN0007696072	Supv3l1	267.4361930937641	240.29994373955662	255.97891176666678	356.1426440610879	371.75142356930013	398.9343027862349
BRDN0007696071	Supv3l1	125.68947377284564	112.74736696784885	83.99308042343755	158.82036829751218	208.8706452013078	181.49713775409788
BRDN0007696070	Supv3l1	93.57498267670006	117.30281613826698	87.9927509197917	162.0288605863508	147.5508227568872	168.91812820678416
BRDN0007693243	Supt5	206.52939963555693	157.16299637942566	179.41379083645842	102.67175324283615	101.5609559235717	113.21108592582343
BRDN0007693242	Supt5	781.2680506320934	801.1896228472895	798.2199547723962	614.4262733125976	609.3657355414301	564.2584282652151
BRDN0007693241	Supt5	500.5431026019932	525.01551689069	579.3808404718753	495.71205862556826	544.2134241942332	540.8974105344897
BRDN0007693240	Supt5	388.696081887831	345.0752746591737	366.25554116614603	232.61569094080065	318.0965789304321	305.49023186333307
BRDN0007693239	Supt5	195.45543718861018	179.37081108521406	193.6983283234376	125.13119926470655	170.54575617354493	159.93312138727435
BRDN0007693238	Supt5	256.3622306468173	288.7015911752493	275.9772642484376	214.9689833521882	195.4569340415908	224.6251704877449
BRDN0007694563	Supt4a	365.4407607492428	355.32503529261453	370.2552116625002	457.21015115950473	425.4062682081682	476.20536143401915
BRDN0007694562	Supt4a	259.6844193809013	327.99234027010573	313.1170617145835	166.84159901960874	185.87571178465006	177.90313502629394
BRDN0007694561	Supt4a	195.45543718861018	245.9942552025793	197.1266173203126	137.96516842006108	229.94933416657742	172.51213093458807
BRDN0007694560	Supt4a	560.896197937853	449.8506055787908	509.67229753541693	542.2351968137284	473.31237949287186	503.16038189254857
BRDN0007694559	Supt4a	300.6580804346043	269.34093220097225	298.26114272812515	357.7468902055072	411.9925570484512	350.41526596088204
BRDN0007694558	Supt4a	781.2680506320934	726.5941426816926	830.2173187432296	462.0228895927627	444.56871272204967	427.68632460866627
BRDN0007696069	Supt3	306.748759780425	294.9653337845742	241.12299278020845	388.2275669494742	413.90880149983934	379.1672877833134
BRDN0007696068	Supt3	365.99445887159015	358.1721910241259	338.829229191146	608.0092887349203	686.015513596956	664.8905046437249
BRDN0007696067	Supt3	495.55981950086715	436.1842580675364	514.2433495312503	660.9494115007577	733.9216248816596	708.0185373773719
BRDN0007696066	Supt3	243.0734757104812	243.7165306173702	222.8387847968751	370.5808593608617	346.8402457012543	373.7762836916075
BRDN0007696065	Supt3	1681.027499446517	1637.6839767653196	1689.0037124604175	1453.447006843899	1314.5436936522676	1342.3600188347634
BRDN0007696064	Supt3	555.9129148367269	596.1944101784734	593.6653779588545	636.8857193344679	578.7058243192198	542.6944118983916
BRDN0007693237	Sult2a1	487.80804578800445	489.71078581994954	495.9591415479169	479.66959718137514	423.4900237567801	413.31031369745057
BRDN0007693236	Sult2a1	559.235103570811	506.7937202090175	489.1025635541669	551.8606736802443	557.6271353539503	576.8374378125288
BRDN0007693235	Sult2a1	426.34755420744995	455.5449170418135	430.2502691078127	373.78935164970034	392.83011253456976	362.99427550819576
BRDN0007693234	Sult2a1	620.6955951513655	682.1785132701157	646.2324759109379	818.1655336538505	827.8176029996787	751.146570111019
BRDN0007693233	Sult2a1	641.7361238005643	645.7349199067706	675.9443138838545	1097.3043627828113	1111.4217818051243	1148.2838715333519
BRDN0007693232	Sult2a1	358.7963832810748	372.4079696816825	366.8269226656252	447.58467429298884	436.9037349164971	395.340300058431
BRDN0007696434	Suco	542.6241599003909	544.3761758649671	506.81539003802106	620.8432578902748	636.1931578608642	625.3564746378818
BRDN0007695115	Stub1	791.7883149566928	792.0787245064532	778.7929837901046	673.7833806561122	718.5916692705545	734.9735578359013
BRDN0007695114	Stub1	262.452909992638	281.8684174196221	265.6923972578126	487.6908279034717	517.3860018747991	546.2884146261956
BRDN0007695113	Stub1	808.3992586271129	808.0227966029167	733.6538453312504	755.5999340214972	837.3988252566194	871.5456614924501
BRDN0007695112	Stub1	146.17630429969714	132.67745708842818	174.27135734114592	316.036490450605	249.11177868045885	282.12921413260756
BRDN0007695111	Stub1	394.2330631113044	409.4209941913299	445.6775695937502	832.6037489536244	732.0053804302714	765.5225810222346
BRDN0007695110	Stub1	366.5481569939375	349.0612926832896	308.54600971875016	551.8606736802443	611.2819799928183	587.6194459959406
BRDN0007693231	Stt3a	462.3379321600269	506.7937202090175	531.3847945156252	539.0267045248897	561.4596242567266	618.168469182274
BRDN0007693230	Stt3a	766.8718994510626	683.3173755627203	739.367660326042	917.628794607848	877.6399587357705	858.9666519451364
BRDN0007693229	Stt3a	470.64340399523695	414.5458745080503	438.8209916000002	484.4823356146331	503.9722907150822	580.4314405403328
BRDN0007693228	Stt3a	633.9843500877016	624.0965363472845	678.2298398817711	758.8084263103359	810.5714029371854	857.1696505812345
BRDN0007693227	Stt3a	167.7705310712433	204.4257815225138	207.98286581041677	211.76049106334955	249.11177868045885	186.88814184580374
BRDN0007693226	Stt3a	366.5481569939375	349.6307238295919	418.82263911822935	471.6483664592785	400.4950903401223	415.10731506135255
BRDN0007696063	Strada	806.1844661377236	756.7739934357127	775.3646947932295	1029.9260247172	971.5359368537896	1031.4787828797246
BRDN0007696062	Strada	1337.7346635911676	1202.0691498440854	1241.6119983682297	1302.6478692684836	1145.9141819301108	1207.5849165421164
BRDN0007696061	Strada	462.3379321600269	441.3091383842568	459.96210708072937	879.1268871417846	869.9749809302178	936.2377105929207
BRDN0007696060	Strada	975.0623934536616	932.1587864968109	981.6334161052088	856.6674411199141	871.8912253816061	938.0347119568227
BRDN0007696059	Strada	728.6667290090963	635.4851592733298	694.799903366667	835.812241242463	812.4876473885736	882.3276696758619
BRDN0007696058	Strada	593.0106890339986	599.610997056287	578.238077472917	667.366396078435	620.8632022497591	668.4845073715288
BRDN0007696391	Stra6	1172.732623131661	1354.1072659067906	1279.3231773338548	1305.8563615573223	1423.7696273813917	1471.7441170357044
BRDN0007696421	Stk26	1621.7818003553518	1671.2804143971532	1767.2829778890634	1341.1497767345472	1437.183338541109	1336.9690147430576
BRDN0007696057	Stk17b	1243.6059827921204	1325.6357085916773	1243.8975243661464	1302.6478692684836	1345.2036048744778	1315.404998376234
BRDN0007696056	Stk17b	303.9802691686884	329.13120256271026	306.26048372083346	437.95919742647294	434.9874904651089	469.01735597841133
BRDN0007696055	Stk17b	514.939253783024	510.2103070868311	541.6696615062502	608.0092887349203	626.6119356039235	560.6644255374113
BRDN0007696054	Stk17b	723.6834459079703	741.9687836318537	710.2272038526045	755.5999340214972	705.1779581108374	745.755566019313
BRDN0007696053	Stk17b	1120.131301508664	1080.2108845354003	1106.7659644911464	1045.9684861613932	1092.2593372912427	1151.8778742611557
BRDN0007696052	Stk17b	297.3358917005203	303.5068009791082	346.8285701838543	317.64073659502435	339.17526789570167	294.7082236799213
BRDN0007693225	Stat1	7741.807146660474	7724.3334995902505	7576.518683093754	3051.2761666855367	3156.054611436275	2995.6012736245657
BRDN0007693224	Stat1	10782.717234592054	11254.806606664304	10901.387628563027	3962.4879767157076	4081.600681456749	4025.2830551403886
BRDN0007693223	Stat1	2343.80415189628	2412.679766882705	2372.375985837501	1519.221098765091	1498.5031609855296	1477.1351211274105
BRDN0007693222	Stat1	9093.384263310325	9075.024178619227	9135.247413672922	3413.8357953243017	3246.118100651518	3222.0234454762126
BRDN0007693221	Stat1	6589.561354055665	6414.072431948734	6576.601059005212	2419.2031857843267	2439.3791866171086	2530.1779203739584
BRDN0007693220	Stat1	3647.7632300242603	3691.052690331294	3570.5629902453143	1350.775253601063	1347.119849325866	1403.45806520743
BRDN0007693219	Stambp	1107.9499428170225	1031.8092370997076	1104.4804384932297	628.8644886123714	664.9368246316864	691.8455251022542
BRDN0007693218	Stambp	361.01117577046415	343.36698122026695	329.11574370000017	524.588489225116	509.7210240692466	440.26533415598
BRDN0007693217	Stambp	873.7356370640988	789.8009999212442	899.3544801802087	964.1519327960082	929.3785589232504	968.583735143156
BRDN0007693216	Stambp	1658.3258764302761	1712.8488880772188	1708.430683442709	1564.139990808832	1475.5082275688717	1518.4661524971555
BRDN0007693215	Stambp	1467.853722342792	1464.5769082894303	1538.1589965979174	1220.8313159030986	1053.93444826348	1261.4949574591753
BRDN0007693214	Stambp	1326.1070030218737	1287.4838217894255	1263.3244953484382	1276.9799309577745	1258.9726045620114	1227.351931545038
BRDN0007694557	St8sia4	847.7118253137739	842.758096527355	845.0732377296879	720.3065188442723	707.0942025622255	776.3045892056464
BRDN0007694556	St8sia4	513.8318575383294	476.04443830869513	520.5285460255211	433.146458993215	362.17020131235944	364.7912768720977
BRDN0007694555	St8sia4	1330.5365880006523	1390.5508592701358	1358.17382426198	1116.555316515843	1034.7720037495983	1020.6967746963128
BRDN0007694554	St8sia4	767.42559757341	876.3545341591887	832.5028447411462	911.2118100301708	969.6196924024015	909.2826901343913
BRDN0007694553	St8sia4	400.3237424571251	413.976443361748	363.39863366875016	303.2025212952505	304.68286777071506	325.2572468662546
BRDN0007694552	St8sia4	548.7148392462116	628.6519855177027	593.6653779588545	444.3761820041502	456.06617943037855	465.4233532506074
BRDN0007693213	Ssx9	1131.2052639556107	1182.7084908698082	1255.8965358552089	1224.0398081919373	1111.4217818051243	1115.9378469831165
BRDN0007693212	Ssx9	1107.3962446946753	1021.5594764662668	1105.623201492188	1126.180793382359	1090.3430928398545	1053.042799246548
BRDN0007693211	Ssx9	1500.521911561285	1609.7818505965085	1521.0175516135423	1384.4644226338687	1427.6021162841682	1468.1501143079006
BRDN0007693210	Ssx9	674.9580111414045	697.553154220277	643.3755684135419	689.8258421003054	755.0003138469292	738.5675605637052
BRDN0007693209	Ssx9	893.1150713462556	858.7021686238185	833.0742262406254	908.0033177413321	910.216114409369	875.1396642202541
BRDN0007693208	Ssx9	795.1105036907768	819.411419528962	755.9377238109379	827.7910105203664	869.9749809302178	864.3576560368423
BRDN0007696471	Sstr4	537.6408767992648	589.9306675691485	581.0949849703128	1023.5090401395229	1030.939514846822	1063.8248074299597
BRDN0007693207	Srsf6	907.5112225272863	994.226781443758	940.4939481427087	855.0631949754948	825.9013585482905	1002.7267610572932
BRDN0007693206	Srsf6	393.67936498895705	419.1013236784684	400.53843113489603	521.3799969362773	548.0459130970095	521.1303955315682
BRDN0007693205	Srsf6	453.4787622024695	416.82359909325936	443.9634250953127	508.54602778092277	507.80477961785846	519.3333941676661
BRDN0007693204	Srsf6	718.7001628068442	761.8988737524331	809.0762032625004	840.624979675721	779.9114917149751	794.2746028446659
BRDN0007693203	Srsf6	935.1961286446532	954.9360323489016	836.5025152375005	840.624979675721	915.9648477635334	896.7036805870775
BRDN0007693202	Srsf6	307.85615602511973	345.644705805476	288.5476572369793	508.54602778092277	580.6220687706079	562.4614269013132
BRDN0007693201	Srsf10	308.40985414746706	318.88144192926944	283.976605241146	288.76430599547666	270.19046764572846	350.41526596088204
BRDN0007693200	Srsf10	484.4858570539204	504.51599562380846	525.0995980213544	545.4436891025671	515.469757423411	515.7393914398623
BRDN0007693199	Srsf10	280.72494803010017	208.98123069293194	231.40950728906262	149.19489143099628	162.88077836799235	170.71512957068612
BRDN0007693198	Srsf10	181.61298412992673	190.19000286495714	179.41379083645842	303.2025212952505	264.44173429156405	291.11422095211736
BRDN0007693197	Srsf10	642.2898219229116	628.6519855177027	623.3772159317712	768.4339031768518	739.670358235824	747.552567383215
BRDN0007693196	Srsf10	1220.9043597758794	1215.7354973553397	1190.759044914584	948.109471351815	942.7922700829674	1011.7117678768029
BRDN0007696051	Srp9	610.1753308267661	517.0434808424583	543.9551875041669	462.0228895927627	477.14486839564813	429.4833259725682
