sgRNA	Gene	amCD19_1to2rep1	amCD19_1to2rep2	amCD19_1to2rep3	amCD19_1to10rep1	amCD19_1to10rep2	amCD19_1to10rep3
BRDN0007693644	Zfp968	445.7269884896068	416.25416794695707	446.2489510932294	468.4398741704399	488.642335103977	521.1303955315682
BRDN0007693643	Zfp968	876.5041276758354	883.7571390611182	835.9311337380212	1012.2793171285876	937.043536728803	1029.6817815158226
BRDN0007693642	Zfp968	653.3637843698584	567.7228528633601	586.8087999651044	494.107812481149	502.05604626369404	503.16038189254857
BRDN0007693641	Zfp968	475.0729889740157	480.03045633281096	451.96276608802106	694.6385805335633	636.1931578608642	645.1234896408033
BRDN0007693640	Zfp968	612.9438214385027	618.4022248842618	650.232146407292	694.6385805335633	695.5967358538967	720.5975469246856
BRDN0007693639	Zfp967	840.5137497232585	810.869952334428	912.4962546682297	906.3990715969129	929.3785589232504	988.3507501460775
BRDN0007693638	Zfp967	107.97113385773083	107.05305550482618	106.27695890312505	163.6331067307701	155.21580056243977	174.30913229849003
BRDN0007693637	Zfp967	958.4514497832414	933.8670799357177	928.4949366536463	792.4975953431415	741.5866026872121	734.9735578359013
BRDN0007693636	Zfp967	266.3287968490694	216.95326674116367	263.97825275937515	258.2836292515097	264.44173429156405	291.11422095211736
BRDN0007693635	Zfp967	1143.3866226472521	1174.1670236752743	1111.3370164869798	964.1519327960082	992.6146258190591	864.3576560368423
BRDN0007693634	Zfp967	253.0400419127333	255.67458468971782	287.404894238021	375.39359779411967	406.2438236942868	391.7462973306271
BRDN0007693633	Zfp966	1085.8020179231291	1061.9890878537278	1135.906420964584	1023.5090401395229	1044.353226006539	1128.5168565304302
BRDN0007693632	Zfp966	1220.3506616535321	1321.0802594212591	1267.8955473442713	1344.358269023386	1404.6071828675103	1466.3531129439987
BRDN0007693631	Zfp966	512.1707631712873	454.9754858955112	459.3907255812502	537.4224583804704	433.0712460137208	522.9273968954701
BRDN0007693630	Zfp966	985.0289596559136	1058.5725009759142	1078.196889517188	1062.0109476055864	1061.5994260690325	1150.0808728972538
BRDN0007693629	Zfp966	386.4812893984417	416.25416794695707	382.2542231515627	497.3163047699876	459.89866833315483	447.4533396115878
BRDN0007693628	Zfp966	252.48634379038594	357.03332873152135	304.546339222396	391.4360592383128	488.642335103977	433.07732870037216
