sgRNA	Gene	Input2_ACT_rep1	Input2_ACT_rep2	Input2_ACT_rep3	amCD19_1to10rep1	amCD19_1to10rep2	amCD19_1to10rep3
BRDN0007693303	Tap1	1054.1393440228203	1078.7481751546063	1107.7183145446897	1223.9717996724248	1434.9456709884514	1340.1859887265696
BRDN0007693302	Tap1	853.5009636457813	800.4742260321552	800.199251660338	534.2471503975584	591.4437205457241	627.6353115248397
BRDN0007693301	Tap1	1406.044356726004	1240.0073465079931	1317.2427464746972	1415.837649350805	1413.113855800522	1495.2488303974121
BRDN0007693300	Tap1	1296.2710020171005	1249.9041187571179	1203.5473182956234	1291.7864534380592	1307.924200804135	1271.884498942984
BRDN0007693299	Tap1	825.1384700846291	786.5023122686848	939.3407994794901	828.6619886971416	865.3337656306568	815.9259049822916
BRDN0007693298	Tap1	789.9479688143108	927.9679391238221	894.9454418095661	878.28246706224	871.2878970455465	843.6156981377992
BRDN0007693297	Tacstd2	818.3104623754629	834.2396842938753	838.639134520882	788.965606005063	770.0676629924193	878.6894361347756
BRDN0007693296	Tacstd2	1037.85717179327	1051.3865107011434	1148.3238246086448	1161.1191937433002	1043.957708077352	1055.9041123300244
BRDN0007693295	Tacstd2	1310.4522487976765	1383.8016256570422	1385.4600033821414	1736.7167427784407	1685.0191904138246	1600.4700443883412
BRDN0007693294	Tacstd2	1088.8046139308951	1122.992568738929	1177.0183850538394	2113.832378353188	2260.585227186509	2069.3505418216037
BRDN0007693293	Tacstd2	1832.0069915055292	1763.9541126381312	1766.068984381612	1581.2392439011326	1561.967141172768	1515.554678711451
BRDN0007693292	Tacstd2	686.4773904523299	613.0177163722614	614.4967189678509	767.4633987135204	734.3428745030802	773.4682221438466
BRDN0007693291	Tacc2	1153.4080714868528	1054.8794891420112	1149.4066382103501	1672.2101209038128	1675.095638055675	1535.86052702549
BRDN0007693290	Tacc2	1720.1327113476516	1693.5123807473014	1720.5908131099825	1716.8685514324013	1790.2088454102118	1683.539423854864
BRDN0007693289	Tacc2	2186.5381610199306	2184.8580147626753	2194.321763856123	2606.729130113164	2693.2521100018375	2783.7472052337007
BRDN0007693288	Tacc2	1662.3572615008602	1707.4842945107719	1707.0556430886643	1713.5605195413948	1694.9427427719745	1683.539423854864
BRDN0007693287	Tacc2	1355.6221459506226	1316.85287220708	1434.1866154588872	1726.7926471054209	1700.8968741868644	1805.3745137390977
BRDN0007693286	Tacc2	783.6451924673881	818.5212813099711	769.880470812585	992.409567301966	974.4928415703038	1081.7479192751648
BRDN0007693285	Taar8b	815.6843055642452	858.6905333799483	812.6516080799508	726.1130000759385	726.4040326165605	688.5528564669565
BRDN0007693284	Taar8b	389.72167078471983	326.0113211476414	342.16909813892664	226.60018453394892	210.37930999277435	191.98256587818625
BRDN0007693283	Taar8b	860.8542027171911	926.2214499033884	861.9196269575494	802.1977335690892	849.4560818576172	723.6265944639329
BRDN0007693282	Taar8b	971.1527887883382	983.8555941777034	916.6017138436754	894.8226265172727	871.2878970455465	849.1536567689008
BRDN0007693281	Taar8b	684.9016963655993	675.3091652344	679.4655350701787	688.0706333293631	694.6486650704813	638.7112287870427
BRDN0007693280	Taar8b	1854.5919400820023	1746.4892204337932	1731.9603559278899	1589.509323628649	1690.9733218287145	1604.1620168090756
BRDN0007693279	T	779.4433415694397	882.5592193925435	801.2820652620435	984.1394875744497	895.1044227051059	843.6156981377992
BRDN0007693278	T	820.9366191866807	754.4833432273987	760.1351483972359	699.648744947886	748.2358478044898	773.4682221438466
BRDN0007693277	T	611.8945370137448	611.2712271518276	606.9170237559126	532.5931344520551	468.3916713046674	646.0951736285115
BRDN0007693276	T	624.5000897075901	522.7824399831821	630.7389229934329	547.4792779615847	595.413141488984	666.4010219425504
BRDN0007693275	T	893.9437785385352	888.9630132008007	778.001572825376	1080.0724124136398	1000.294077701493	943.2989534976267
BRDN0007693274	T	1637.671387475413	1623.6528119299496	1514.8562287859443	1624.2436584842178	1552.0435888146183	1565.396306391365
BRDN0007694587	Sys1	464.304524223305	482.61318791320485	493.2215955768389	190.21183373287684	166.7156796169155	210.442427981858
BRDN0007694586	Sys1	1008.4442155076308	1044.4005538194083	1010.2650903911981	825.3539568061351	851.4407923292471	797.4660428786199
BRDN0007694585	Sys1	484.78854735080375	501.8245693379766	539.7825804501739	277.8746788445505	289.7677288579722	276.89793155507635
BRDN0007694584	Sys1	560.421863513876	533.8435383792628	539.7825804501739	287.79877451757017	297.706570744492	276.89793155507635
BRDN0007694583	Sys1	493.1922491467007	529.7683968649172	454.7817127162949	327.4951572096488	293.7371498012321	350.73737996976337
BRDN0007694582	Sys1	367.13672220824685	369.67355165848625	377.36054019435426	163.7475786048244	160.76154820202566	171.67671756414734
BRDN0007693273	Syngr3	771.0396397735427	727.1216787739359	775.2945388211124	603.715820108696	647.0156137513626	631.3272839455741
BRDN0007693272	Syngr3	867.6822104263573	933.7895698586015	917.6845274453808	810.4678132966056	778.006504878939	764.2382910920107
BRDN0007693271	Syngr3	1525.2718759552915	1417.5670839187621	1456.925701094702	1558.0830206640867	1575.8601144741776	1393.7195888272176
BRDN0007693270	Syngr3	705.385719493098	890.7095024212346	875.4547969788678	997.3716151384759	1004.263498644753	978.372691494603
BRDN0007693269	Syngr3	1364.0258477465193	1329.6604598235945	1283.134118020975	1465.4581277159032	1468.6857490061604	1421.409381982725
BRDN0007693268	Syngr3	884.4896140181512	987.930735692049	884.6587125933642	858.4342757162007	924.8750797795551	817.7718911926588
BRDN0007693267	Syngr2	1227.4656935631945	1247.5754664632063	1091.4761105191078	1035.4139818850513	1020.1411824177926	958.0668431805641
BRDN0007693266	Syngr2	1184.921953221466	993.7523664268283	1087.144856112286	745.9611914219778	843.5019504427273	852.8456291896351
BRDN0007693265	Syngr2	876.0859122222543	910.5030469194842	920.3915614496445	1025.4898862120317	966.553999683784	1042.9822088574542
BRDN0007693264	Syngr2	1014.7469918545535	866.2586533351614	968.0353599246849	932.8649932638481	930.829211194445	897.1492982384474
BRDN0007693263	Syngr2	834.0674032427696	841.2256411756103	834.3078801140601	985.793503519953	930.829211194445	1009.7544570708451
BRDN0007693262	Syngr2	357.15732632561924	379.57032390761105	396.3097782241999	428.3901298853487	383.0491210245797	426.42281459481757
BRDN0007694581	Syngr1	1603.0061175673382	1621.906322709516	1522.4359239978826	1329.8288201846347	1258.3064390133861	1205.4289953697657
BRDN0007694580	Syngr1	1078.2999866860239	981.5269418837918	1074.6924996926732	1089.9965080866593	1038.0035766624621	961.7588156012985
BRDN0007694579	Syngr1	1241.6469403437704	1122.410405665451	1156.4449266214358	744.3071754764745	781.975925822199	740.2404703572374
BRDN0007694578	Syngr1	1550.4829813429824	1641.1177041342876	1629.6344705667236	1563.0450685005965	1796.1629768251016	1622.6218789127474
BRDN0007694577	Syngr1	952.2444597475701	878.4840778781979	1042.749498442362	1228.9338475089346	1089.6060489248407	1168.5092711624222
BRDN0007694576	Syngr1	1434.9320816493996	1445.5109114457027	1384.9185965812887	1323.2127564026214	1240.4440447687166	1384.4896577753816
BRDN0007694575	Syncrip	535.2107581261853	580.4165842574972	549.5279028655231	390.3477631387733	347.32433253524067	371.0432282838023
BRDN0007694574	Syncrip	945.4164520384039	877.90191480472	970.7423939289486	1331.482836130138	1355.5572521232536	1310.6502093606946
BRDN0007694573	Syncrip	872.9345240487929	953.0009512833732	878.1618309831314	633.488107127755	581.5201681875743	616.5593942626366
BRDN0007694572	Syncrip	404.953380289783	431.96500052062487	420.1316774617201	294.41483829958327	295.72186027286205	273.205959134342
BRDN0007694571	Syncrip	883.439151293664	891.8738285681903	895.4868486104189	405.2339066483028	464.4222503614075	422.7308421740832
BRDN0007694570	Syncrip	878.7120690334721	874.9910994373304	973.4494279332123	507.78289526950596	607.3214043187637	659.0170771010817
BRDN0007693261	Sycp2l	1467.4964261085001	1533.9996986143483	1342.1474593139228	1270.2842461465166	1222.581650524047	1266.3465403118826
BRDN0007693260	Sycp2l	557.2704753404147	642.7080331196358	578.7638701115706	329.1491731551521	398.9268047976193	347.045407549029
BRDN0007693259	Sycp2l	676.4979945697023	704.4173189082966	700.5804003034353	516.0529749970224	569.6119053577946	540.8739596375824
BRDN0007693258	Sycp2l	1170.2154750786465	1037.996760011151	1163.4832150325212	845.2021481521745	958.6151577972643	915.6091603421191
BRDN0007693257	Sycp2l	1114.015719318586	964.0620496794538	1087.144856112286	1053.6081572855874	1079.682496566691	1072.517988223329
BRDN0007693256	Sycp2l	846.672955936615	902.9349269642711	845.1360161311147	719.4969362939254	696.6333755421113	681.1689116254878
BRDN0007694569	Svs2	1328.3101151139574	1347.1253520279324	1267.4333207962459	1336.4448839666477	1359.5266730665135	1303.266264519226
BRDN0007694568	Svs2	623.9748583453465	582.745236551409	585.8021585226561	658.2983463103042	599.3825624322438	570.4097390034573
BRDN0007694567	Svs2	1687.5683668885508	1752.8930142420504	1656.70481060936	1647.3998817212637	1730.6675312613136	1681.693437644497
BRDN0007694566	Svs2	512.1005781874687	449.42989272496277	412.0105754489291	387.0397312477668	430.6821723436984	385.8111179667397
BRDN0007694565	Svs2	1649.2264774447713	1702.2448268494704	1641.5454201854836	1500.192462571472	1550.0588783429882	1469.4050234522717
BRDN0007694564	Svs2	1354.5716832261353	1269.1155001818897	1289.089592830355	1273.592278037523	1266.245280899906	1246.0406919978436
BRDN0007693255	Susd4	1375.5809377158776	1498.4877511321945	1489.410109145866	1629.2057063207276	1617.5390343784065	1604.1620168090756
BRDN0007693254	Susd4	1082.5018375839725	1111.9314703428483	1143.992570201823	1015.5657905390119	1004.263498644753	1044.8281950678213
BRDN0007693253	Susd4	957.4967733700057	1103.7811873141573	1003.7682087809652	1209.0856561628952	1196.780414392858	1222.0428712630703
BRDN0007693252	Susd4	1182.821027772492	1145.6969286045683	1309.121644461906	1238.8579431819544	1236.4746238254568	1205.4289953697657
BRDN0007693251	Susd4	802.0282901459126	817.9391182364932	706.5358751128153	805.5057654600957	704.572217428631	786.3901256164168
BRDN0007693250	Susd4	1339.339973721072	1241.171672654949	1263.6434731902766	1518.3866379720082	1301.970069389245	1434.3312854552955
BRDN0007693249	Susd3	785.2208865541188	861.0191856738601	819.1484896901836	686.4166173838598	770.0676629924193	791.9280842475183
BRDN0007693248	Susd3	600.3394470443865	575.7592796696738	550.6107164672285	501.16683148749286	559.688352999645	465.18852501252826
BRDN0007693247	Susd3	543.0892285598387	519.8716246157925	633.4459569976965	545.8252620160813	492.2081969642268	478.11042848509845
BRDN0007693246	Susd3	996.8891255382725	1046.1470430398422	980.4877163442978	970.9073600104235	994.3399462866032	943.2989534976267
BRDN0007693245	Susd3	1001.6162077984645	1015.8745632189897	1024.3416672133692	689.7246492748665	742.2817163896001	649.7871460492458
BRDN0007693244	Susd3	1088.8046139308951	1208.5705405401848	1185.6808938674833	913.0168019178088	887.1655808185861	934.0690224457909
BRDN0007696075	Supv3l1	535.2107581261853	487.2704925010283	567.3943272936632	428.3901298853487	506.10117026563637	474.41845606436414
BRDN0007696074	Supv3l1	597.1880588709251	586.8203780657545	563.604479687694	484.6266720324601	424.7280409288086	467.03451122289545
BRDN0007696073	Supv3l1	524.1808995190706	507.06403699927796	546.8208688612594	466.43249663192404	519.994143567046	406.1169662807786
BRDN0007696072	Supv3l1	365.0357967592726	373.1665300993538	360.03552256706683	367.1915399017274	385.03383149620964	409.808938701513
BRDN0007696071	Supv3l1	211.1430076219102	210.74303259901103	233.88773796838026	163.7475786048244	216.3334414076642	186.44460724708475
BRDN0007696070	Supv3l1	299.3818764788279	324.2648319272076	282.6143500451261	167.05561049583096	152.82270631550588	173.5227037745145
BRDN0007693243	Supt5	138.66107963229925	150.1980729573062	155.3837518447341	105.85702051220971	105.18965499638718	116.29713125313206
BRDN0007693242	Supt5	777.3424161204654	851.1224134247352	755.2624871895613	633.488107127755	631.137929978323	579.6396700552931
BRDN0007693241	Supt5	887.6410021916125	934.9538960055572	917.6845274453808	511.09092716051254	563.6577739429049	555.6418493205199
BRDN0007693240	Supt5	339.8246913715818	302.72479820852413	274.49324803233515	239.83231209797515	329.46193829057114	313.81765576241986
BRDN0007693239	Supt5	201.1636117392826	213.07168489292278	198.15488911209994	129.0132437492556	176.63923197506526	164.29277272267862
BRDN0007693238	Supt5	361.3591772235677	376.6595085402214	385.4816422071452	221.63813669743908	202.44046810625454	230.74827629589694
BRDN0007694563	Supt4a	316.18928007062175	367.3448993645745	299.3979608715608	471.3945444684339	440.60572470184815	489.1863457473015
BRDN0007694562	Supt4a	542.5639971975951	489.0169817214621	535.451326043352	172.01765833234077	192.51691574810482	182.75263482635037
BRDN0007694561	Supt4a	335.6228404736334	399.9460314793386	345.9589457448958	142.2453713132818	238.1652565955936	177.21467619524884
BRDN0007694560	Supt4a	755.8079302684796	675.3091652344	681.0897554727369	559.0573895801076	490.2234864925968	516.8761389028092
BRDN0007694559	Supt4a	494.2427118711878	486.68832942755034	449.3676447077676	368.84555584723074	426.71275140043855	359.96731102159924
BRDN0007694558	Supt4a	231.10179938716539	242.76200164029726	191.65800750186716	476.3565923049437	460.45282941814764	439.3447180673878
BRDN0007696069	Supt3	466.40544967227925	443.60826199018345	410.3863550463709	400.271858811793	428.69746187206846	389.50309038747406
BRDN0007696068	Supt3	815.1590742020015	826.671564338662	935.5509518735211	626.8720433457419	710.5263488435209	683.014897835855
BRDN0007696067	Supt3	817.2599996509758	830.1645427795297	781.2500136304924	681.45456954735	760.1441106342695	727.3185668846672
BRDN0007696066	Supt3	722.1931230848918	731.1968202882814	694.6249254940552	382.07768341125694	359.23259536502036	383.9651317563725
BRDN0007696065	Supt3	1134.4997424460846	1224.871106597567	1093.6417377225189	1498.5384466259688	1361.5113835381435	1378.9516991442802
BRDN0007696064	Supt3	706.4361822175852	565.280344347071	697.8733662991716	656.6443303648009	599.3825624322438	557.4878355308871
BRDN0007693237	Sult2a1	575.1283416566957	532.6792122323069	529.495851233972	494.55076770547976	438.6210142302182	424.5768283844504
BRDN0007693236	Sult2a1	515.2519663609302	483.1953509866828	501.3426975896299	568.9814852531272	577.5507472443145	592.5615735278634
BRDN0007693235	Sult2a1	522.60520543234	520.4537876892704	414.7176094531928	385.3857153022635	406.86564668413905	372.8892144941695
BRDN0007693234	Sult2a1	974.8294083240431	996.663181794218	929.5954770641409	843.5481322066712	857.3949237441369	771.6222359334794
BRDN0007693233	Sult2a1	1228.5161562876815	1333.7356013379401	1233.3246923425236	1131.3469067242413	1151.132073545369	1179.5851884246251
BRDN0007693232	Sult2a1	439.0934188356143	469.8056002966904	459.1129671231168	461.4704487954142	452.51398753162783	406.1169662807786
BRDN0007696434	Suco	606.1169920290656	703.2529927613407	701.6632139051408	640.1041709097681	658.9238765811423	642.4032012077771
BRDN0007695115	Stub1	1095.1073902778178	1040.9075753785407	1115.298009756628	694.6866971113762	744.26642686123	755.0083600401748
BRDN0007695114	Stub1	1449.6385597922192	1460.647151356129	1403.3264278102815	502.8208474329962	535.8718273400856	561.1798079516213
BRDN0007695113	Stub1	1351.420295052674	1374.4870164813951	1303.7075764533788	779.0415103320433	867.3184761022867	895.3033120280802
BRDN0007695112	Stub1	660.215822340152	659.5907622504959	669.1788058539769	325.8411412641455	258.0123613118931	289.81983502764655
BRDN0007695111	Stub1	1372.4295495424162	1462.9758036500407	1328.6122892926046	858.4342757162007	758.1594001626396	786.3901256164168
BRDN0007695110	Stub1	1069.3710535278835	954.747440503807	1023.8002604125163	568.9814852531272	633.122640449953	603.6374907900664
BRDN0007693231	Stt3a	907.0745625946241	978.6161265164021	938.2579858777847	555.749357689101	581.5201681875743	635.0192563663084
BRDN0007693230	Stt3a	578.2797298301571	703.8351558348187	644.2740930147512	946.0971208278743	908.9973960065156	882.3814085555099
BRDN0007693229	Stt3a	912.8521075793033	984.4377572511814	1023.8002604125163	499.5128155419896	521.978854038676	596.2535459485977
BRDN0007693228	Stt3a	990.0611178291063	1062.4476090972241	999.4369543741434	782.34954222305	839.5325294994674	880.5354223451427
BRDN0007693227	Stt3a	523.1304367945835	515.7964831014469	554.9419708740504	218.33010480643253	258.0123613118931	191.98256587818625
BRDN0007693226	Stt3a	576.7040357434264	685.2059374835248	700.0389935025826	486.2806879779634	414.80448857065886	426.42281459481757
BRDN0007696063	Strada	908.6502566813548	1132.8893409880538	1015.6791583997253	1061.8782370131037	1006.2482091163829	1059.5960847507588
BRDN0007696062	Strada	1370.8538554556856	1432.1211607557104	1329.1536960934573	1343.0609477486607	1186.856862034708	1240.502733366742
BRDN0007696061	Strada	808.8562978550789	718.3892326717669	770.9632844142905	906.4007381357957	901.0585541199957	961.7588156012985
BRDN0007696060	Strada	1109.8138684206374	1062.4476090972241	1112.0495689515117	883.2445148987498	903.0432645916258	963.6048018116657
BRDN0007696059	Strada	903.9231744211628	854.6153918656028	896.5696622121243	861.7423076072072	841.5172399710974	906.3792292902832
BRDN0007696058	Strada	677.0232259319458	662.5015776178856	719.5296383332809	688.0706333293631	643.0461928081027	686.7068702565894
BRDN0007696391	Stra6	1368.2276986444679	1270.8619894023234	1203.0059114947708	1346.3689796396673	1474.6398804210503	1511.862706290717
BRDN0007696421	Stk26	1390.8126472209408	1443.764422225269	1234.9489127450818	1382.7573304407395	1488.53285372246	1373.4137405131787
BRDN0007696057	Stk17b	1349.3193696036997	1325.585318309249	1350.2685613267138	1343.0609477486607	1393.2667510842225	1351.2619059887725
BRDN0007696056	Stk17b	537.8369149374031	560.0408766857697	554.4005640731976	451.5463531223946	450.52927705999787	481.8024009058328
BRDN0007696055	Stk17b	626.0757837943208	620.0036732539966	618.8279733746728	626.8720433457419	649.0003242229925	575.9476976345588
BRDN0007696054	Stk17b	789.9479688143108	814.4461397956255	799.1164380586325	779.0415103320433	730.3734535598204	766.0842773023778
BRDN0007696053	Stk17b	1069.8962848901272	1080.49466437504	938.2579858777847	1078.4183964681365	1131.2849688290696	1183.2771608453595
BRDN0007696052	Stk17b	439.0934188356143	425.5612067123676	428.7941862753638	327.4951572096488	351.29375347850055	302.7417385002168
BRDN0007693225	Stat1	1142.9034442419816	1148.02558089848	1186.222300668336	3145.9383283472325	3268.818146774522	3077.259012682082
BRDN0007693224	Stat1	1128.196966099162	1141.039624016745	1093.100330921666	4085.4193853930938	4227.433304571787	4135.009111222474
BRDN0007693223	Stat1	677.0232259319458	808.6245090608462	768.2562504100268	1566.3531003916032	1552.0435888146183	1517.4006649218184
BRDN0007693222	Stat1	1028.403007272886	1025.1891723946367	1051.9534140568585	3519.745932030973	3362.0995389411296	3309.853275188346
BRDN0007693221	Stat1	902.8727116966757	795.2347583708538	812.1102012790981	2494.2560458189414	2526.536430384922	2599.1485841969834
BRDN0007693220	Stat1	922.3062720996874	972.2123327081449	910.1048322334426	1392.681426113759	1395.2514615558525	1441.715230296764
BRDN0007693219	Stambp	538.8873776618902	523.9467661301379	498.6356635853662	648.3742506372845	688.6945336555915	710.7046909913626
BRDN0007693218	Stambp	654.9635087177164	636.3042393113786	576.0568361073069	540.8632141795715	527.9329854535658	452.266621539958
BRDN0007693217	Stambp	1145.0043696909559	1098.5417196528558	1111.508162150659	994.0635832474694	962.5845787405241	994.9865673879076
BRDN0007693216	Stambp	1465.9207320217695	1479.8585327809008	1490.4929227475714	1612.665546865695	1528.2270631550589	1559.8583477602633
BRDN0007693215	Stambp	999.5152823494903	972.2123327081449	894.9454418095661	1258.7061345279938	1091.5907593964707	1295.8823196777573
BRDN0007693214	Stambp	1175.9930200633257	1120.0817533715394	1147.2410110069393	1316.5966926206083	1303.9547798608749	1260.808581680781
BRDN0007694557	St8sia4	818.3104623754629	725.9573526269801	799.1164380586325	742.6531595309713	732.3581640314503	797.4660428786199
BRDN0007694556	St8sia4	442.2448070090756	411.58929294889725	458.5715603222641	446.58430528588474	375.1102791380599	374.7352007045366
BRDN0007694555	St8sia4	1149.7314519511478	1081.076827448518	1074.6924996926732	1151.1950980702807	1071.7436546801712	1048.5201674885557
BRDN0007694554	St8sia4	1048.8870304003847	983.8555941777034	1011.8893107937563	939.4810570458612	1004.263498644753	934.0690224457909
BRDN0007694553	St8sia4	526.8070563302883	535.0078645262187	476.4379847504042	312.6090137001193	315.5689649891615	334.1235040764588
BRDN0007694552	St8sia4	557.2704753404147	603.1209441231366	533.8271056407938	458.1624169044077	472.3610922479273	478.11042848509845
BRDN0007693213	Ssx9	1302.0485470017795	1358.768613497491	1325.3638484874882	1262.0141664190003	1151.132073545369	1146.357436638016
BRDN0007693212	Ssx9	1205.9312077112086	1174.8050822784649	1100.6800261336043	1161.1191937433002	1129.3002583574396	1081.7479192751648
BRDN0007693211	Ssx9	1128.196966099162	1139.293134796311	1247.4012691646947	1427.415760969328	1478.6093013643103	1508.1707338699825
BRDN0007693210	Ssx9	991.1115805535934	914.5781884338297	1029.7557352218964	711.226856566409	781.975925822199	758.7003324609092
BRDN0007693209	Ssx9	847.7234186611022	807.4601829138904	832.683659711502	936.1730251548547	942.7374740242246	898.9952844488145
BRDN0007693208	Ssx9	877.1363749467414	821.4320966773607	881.4102717882478	853.4722278796909	901.0585541199957	887.9193671866115
BRDN0007696471	Sstr4	1033.6553208953217	997.2453448676958	1056.826075264533	1055.2621732310906	1067.7742337369114	1092.823836537368
BRDN0007693207	Srsf6	1059.391657645256	1104.3633503876351	950.1689354965448	881.5904989532465	855.410213272507	1030.060305384884
BRDN0007693206	Srsf6	745.3033030236084	746.9152232721856	707.0772819136681	537.555182288565	567.6271948861647	535.336001006481
BRDN0007693205	Srsf6	570.9264907587473	533.8435383792628	560.3560388825776	524.3230547245388	525.9482749819358	533.4900147961138
BRDN0007693204	Srsf6	900.246554885458	849.3759242043014	850.5500841396421	866.7043554437171	807.7771619533883	815.9259049822916
BRDN0007693203	Srsf6	1137.1258992573025	1005.3956278963869	1077.3995336969367	866.7043554437171	948.6916054391145	921.1471189732206
BRDN0007693202	Srsf6	608.7431488402834	692.19189436526	722.2366723375446	524.3230547245388	601.3672729038739	577.7936838449259
BRDN0007693201	Srsf10	542.5639971975951	606.0317594905263	567.3943272936632	297.72287019058984	279.8441764998225	359.96731102159924
BRDN0007693200	Srsf10	690.1540099880349	640.9615438992021	627.4904821883165	562.3654214711141	533.8871168684557	529.7980423753794
BRDN0007693199	Srsf10	413.8823134479235	382.4811392750007	376.2777265926488	153.82348293180473	168.70039008854548	175.36868998488168
BRDN0007693198	Srsf10	475.8596141926633	545.4867998488214	517.0434948143592	312.6090137001193	273.89004508493264	299.0497660794824
BRDN0007693197	Srsf10	1154.4585342113398	1156.758027000649	1032.4627692261602	792.2736378960695	766.0982420491594	767.930263512745
BRDN0007693196	Srsf10	1031.5543954463474	1029.264313908982	908.4806118308844	977.5234237924366	976.4775520419338	1039.2902364367199
BRDN0007696051	Srp9	636.0551796769483	664.2480668383193	623.1592277814946	476.3565923049437	494.1929074358567	441.19070427775495
BRDN0007696050	Srp9	306.20988418799413	277.69178604897314	278.824502439157	138.93733942227524	119.0826282977968	114.45114504276489
BRDN0007696049	Srp9	967.4761692526333	992.0058772063945	983.1947503485615	959.3292483919006	940.7527635525947	963.6048018116657
BRDN0007696048	Srp9	394.9739844071554	420.32173905106623	401.18243943187446	494.55076770547976	420.7586199855487	500.2622630095046
BRDN0007696047	Srp9	537.3116835751596	543.7403106283876	563.604479687694	281.18271073555707	232.21112518070376	197.52052450928778
BRDN0007696046	Srp9	650.2364264575244	650.8583161483269	632.9045501968438	403.57989070279956	436.63630375858827	369.1972420734351
BRDN0007696045	Srf	1172.3164005276208	1230.1105742588684	1179.1840122572505	967.5993281194169	956.6304473256342	897.1492982384474
BRDN0007696044	Srf	572.5021848454779	539.0830060405642	560.8974456834304	506.1288793240027	470.37638177629736	437.49873185702063
BRDN0007696043	Srf	921.7810407374437	920.9819822420869	980.4877163442978	987.4475194654563	968.5387101554139	1004.2164984397435
BRDN0007696042	Srf	1238.495552170309	1189.941322188891	1175.3941646512812	1215.7017199449085	1085.636627981581	1338.3400025162023
BRDN0007696041	Srf	1153.9333028490962	1217.8851497158319	1154.2792994180247	1425.7617450238247	1337.6948578785841	1312.496195571062
BRDN0007696040	Srf	948.5678402118652	993.1702033533504	983.7361571494142	870.0123873347236	837.5478190278375	874.9974637140413
BRDN0007696039	Srek1	779.4433415694397	684.623774410047	649.6881610232784	661.6063782013107	674.8015603541819	553.7958631101527
BRDN0007696038	Srek1	1317.8054878690864	1283.669577018838	1212.209827109267	884.8985308442531	863.3490551590268	670.0929943632848
BRDN0007696037	Srek1	897.6203980742401	890.1273393477566	803.4476924654545	760.8473349315074	778.006504878939	804.8499877200885
BRDN0007696036	Srek1	948.5678402118652	886.0521978334111	859.2125929532858	792.2736378960695	770.0676629924193	808.5419601408229
BRDN0007696035	Srek1	941.739832502699	976.8696372959683	1004.8510223826707	674.8385057653369	666.862718467662	670.0929943632848
BRDN0007696034	Srek1	1337.239048272098	1309.866915325345	1314.5357124704335	1306.6725969475888	1321.8171741055444	1052.21213990929
BRDN0007694551	Srbd1	591.410513886246	572.8484643022841	516.5020880135064	357.2674442287078	327.4772278189412	409.808938701513
BRDN0007694550	Srbd1	506.32303320278965	589.7311934331442	630.1975161925801	613.6399157817157	676.7862708258118	587.0236148967618
BRDN0007694549	Srbd1	702.2343313196367	693.3562205122159	740.1030967656848	666.5684260378206	639.0767718648428	592.5615735278634
BRDN0007694548	Srbd1	566.1994084985552	574.01279044924	499.7184771870717	464.7784806864208	400.9115152692492	531.6440285857466
BRDN0007694547	Srbd1	550.967698993492	574.01279044924	559.2732252808722	674.8385057653369	649.0003242229925	627.6353115248397
BRDN0007694546	Srbd1	282.0492415247905	248.00146930159863	223.60100875217836	198.48191346039323	238.1652565955936	197.52052450928778
BRDN0007693195	Sptssa	596.137596146438	657.2621099565841	637.7772114045184	344.03531666468155	375.1102791380599	334.1235040764588
BRDN0007693194	Sptssa	662.8419791513699	698.5956881735173	763.3835892023523	891.5145946262662	819.685424783168	838.0777395066978
BRDN0007693193	Sptssa	1444.3862461697836	1402.430844008336	1442.849124272531	1281.8623577650394	1161.0556259035188	1113.1296848514069
BRDN0007693192	Sptssa	756.8583929929666	856.9440441595145	861.9196269575494	656.6443303648009	541.8259587549754	483.6483871162
BRDN0007693191	Sptssa	972.7284828750688	925.6392868299104	957.2072239076304	960.9832643374039	992.3552358149733	900.8412706591816
BRDN0007693190	Sptssa	557.7957067026583	552.4727567305566	578.2224633107179	244.79435993448496	254.04294036863317	208.59644177149084
BRDN0007696033	Spsb1	952.7696911098137	977.4518003694462	956.6658171067776	919.6328656998219	881.2114494036963	917.4551465524862
BRDN0007696032	Spsb1	671.7709123095103	749.8260386395752	691.9178914897916	664.9144100923173	706.556927900261	688.5528564669565
BRDN0007696031	Spsb1	910.7511821303291	956.4939297242407	871.6649493728986	919.6328656998219	891.1350017618461	838.0777395066978
BRDN0007696030	Spsb1	1029.9787013596167	1014.7102370720338	1026.50729441678	1139.6169864517576	1039.988287134092	1131.5895469550787
BRDN0007696029	Spsb1	1237.9703208080655	1305.7917738109993	1229.5348447365545	1306.6725969475888	1355.5572521232536	1417.7174095619907
BRDN0007696028	Spsb1	854.5514263702684	835.404010440831	750.3898259818867	891.5145946262662	781.975925822199	782.6981531956825
BRDN0007696396	Spry2	1183.871490496979	1081.658990521996	1113.1323825532172	1219.009751835915	1230.520492410567	1078.0559468544304
BRDN0007694545	Sprtn	246.33350889222856	214.81817411335655	243.63306038372943	219.98412075193582	172.66981103180535	227.0563038751626
BRDN0007694544	Sprtn	1324.6334955782525	1309.866915325345	1313.9943056695809	1089.9965080866593	1083.6519175099509	1159.2793401105862
BRDN0007694543	Sprtn	913.3773389415469	886.0521978334111	898.1938826146825	977.5234237924366	1053.8812604355016	1057.7500985403917
