sgRNA	Gene	Input2_ACT_rep1	Input2_ACT_rep2	Input2_ACT_rep3	amCD19_1to10rep1	amCD19_1to10rep2	amCD19_1to10rep3
BRDN0007693640	Zfp968	838.7944855029616	770.2017462113027	811.5687944782454	716.1889044029189	720.4499012016706	740.2404703572374
BRDN0007693639	Zfp967	830.3907837070648	815.6104659425814	882.4930853899533	934.5190092093513	962.5845787405241	1015.2924157019465
BRDN0007693638	Zfp967	174.37681226486117	206.6678910846655	160.2564130524087	168.70962644133422	160.76154820202566	179.06066240561603
BRDN0007693637	Zfp967	709.5875703910465	719.5535588187228	704.9116547102572	817.0838770786187	768.0829525207894	755.0083600401748
BRDN0007693636	Zfp967	263.1409124840224	281.1847644898407	290.73545205791714	266.29656722602755	273.89004508493264	299.0497660794824
BRDN0007693635	Zfp967	728.4958994318146	812.1174875017139	773.1289116177014	994.0635832474694	1028.0800243043122	887.9193671866115
BRDN0007693634	Zfp967	462.72883013657435	482.0310248397269	504.04973159389357	387.0397312477668	420.7586199855487	402.42499386004425
BRDN0007693633	Zfp966	1292.5943824813955	1164.90831002934	1239.2801671519037	1055.2621732310906	1081.6672070383208	1159.2793401105862
BRDN0007693632	Zfp966	1314.6540996956248	1253.9792602714635	1300.4591356482624	1386.065362331746	1454.792775704751	1506.3247476596152
BRDN0007693631	Zfp966	535.2107581261853	500.07808011754275	503.50832479304086	554.0953417435977	448.54456658836796	537.1819872168481
BRDN0007693630	Zfp966	836.6935600539874	944.2685051812042	959.914257911894	1094.9585559231693	1099.5296012829904	1181.4311746349924
BRDN0007693629	Zfp966	464.8297555855486	432.54716359410276	429.87699987706924	512.7449431060159	476.3305131911872	459.6505663814267
BRDN0007693628	Zfp966	579.8554239168877	650.276153074849	627.4904821883165	403.57989070279956	506.10117026563637	444.8826766984893
BRDN0007693627	Zfp965	1297.3214647415875	1243.5003249488607	1219.2481155203527	1073.4563486316267	1053.8812604355016	1137.1275055861802
BRDN0007693626	Zfp965	709.0623390288029	741.6757556108842	674.0514670616515	734.3830798034548	744.26642686123	671.9389805736519
