sgRNA	Gene	Input1_DOI_rep1	Input1_DOI_rep2	Input1_DOI_rep3	ahEGFRv3_1to10rep1	ahEGFRv3_1to10rep2	ahEGFRv3_1to10rep3
BRDN0007695961	Sbf1	1039.3638491433544	960.9236708488404	954.948173771338	1691.4443483747789	1652.0761903872426	1757.14609816321
BRDN0007695960	Sbf1	887.9629688440459	857.9235084407811	913.245074972037	659.1658122342888	621.8024500356389	691.7641092118857
BRDN0007695959	Sbf1	1079.6096527672212	1110.7981586641602	1124.927892927983	899.0239918882753	818.5963105522374	894.0724807738524
BRDN0007695958	Sbf1	858.5771439758257	714.2166950211536	810.3070462902177	804.8574472833769	689.6053767682484	693.3956283373855
BRDN0007695957	Sbf1	873.2700564099358	899.2469268919186	913.245074972037	557.8923586026057	539.1159540202614	517.1915627834146
BRDN0007695956	Sbf1	849.6336320594108	944.2709499804715	923.8028215035056	861.7127194976551	932.7036750534583	867.9681747658567
BRDN0007692931	Saysd1	1059.167339815416	961.5404382884096	1074.2507095769336	1259.6996249976032	1187.378082780821	1155.1155408538093
BRDN0007692930	Saysd1	1263.5904693334696	1203.9300420391119	1125.4557802545564	1110.4545354351226	1260.1421992743533	1076.8026228298222
BRDN0007692929	Saysd1	548.7483383000255	562.4919048871261	590.1780311090967	492.15345010484634	468.0055674470367	437.2471256339278
BRDN0007692928	Saysd1	924.3758387894492	928.2349965516719	881.0439480510576	794.1970837431998	666.4531578839427	672.185879705889
BRDN0007692927	Saysd1	919.2652605514979	928.2349965516719	856.2332437021063	810.1876290534655	762.3694932617806	869.5996938913564
BRDN0007692926	Saysd1	990.1745336030727	897.396624573211	1040.465920676234	843.9454469306933	805.3664711897769	840.2323496323612
BRDN0007695955	Sarnp	949.289907699462	1116.3490656202832	1031.4918361244856	724.9047207320481	750.7933838196278	735.8151256003785
BRDN0007695954	Sarnp	982.5086662461457	886.2948106609651	990.8445119783314	1154.8727168525274	1056.7334190765246	993.595147429336
BRDN0007695953	Sarnp	812.5819398342636	910.3487408041645	938.5836666475616	835.0618106472123	724.3337050947069	861.4420982638577
BRDN0007695952	Sarnp	553.220094258233	566.1925095245414	619.2118340706354	527.6879952387703	549.0383335421067	450.2992786379256
BRDN0007695951	Sarnp	678.4292610880408	769.1089971428139	777.0501447160915	357.12217859593545	410.12502023627246	407.87978137493263
BRDN0007695950	Sarnp	1195.2364854008704	1086.1274610813914	1134.4298648063047	1050.045808707452	1119.5751560482115	1130.6427539713134
BRDN0007692925	Sap18b	447.17559582074256	400.89883571999115	365.2980299888148	225.64436160041691	224.90726916182683	303.4625573429499
BRDN0007692924	Sap18b	929.4864170274005	1020.1333450474852	910.0777510125963	1003.8509000333509	1094.7692072435982	949.5441310408431
BRDN0007692923	Sap18b	619.6576113516004	610.599765173525	608.6540875391668	474.3861775378844	410.12502023627246	430.72104913192885
BRDN0007692922	Sap18b	511.0578237951343	550.773323535311	506.77183351049445	357.12217859593545	400.20264071442716	357.302688484441
BRDN0007692921	Sap18b	1385.605524764558	1239.7025535341265	1269.04113308253	1266.806534024388	1248.5660898322003	1326.4250490312809
BRDN0007692920	Sap18b	1068.1108517318307	947.3547871783176	994.0118359377719	1042.9388996806672	1162.5721339762079	1096.3808523358189
BRDN0007692919	Sap18	652.8763698982841	613.0668349318018	535.2777491454598	246.9650886807713	233.17591876336456	272.463693958455
BRDN0007692918	Sap18	372.43338909070417	400.89883571999115	318.84394525035276	71.06909026784786	51.26562752953406	71.78684152198815
BRDN0007692917	Sap18	498.9202004799999	487.8630446992508	476.15436856923543	298.49017912496095	304.28630533658924	388.30155186893586
BRDN0007692916	Sap18	546.8318714607938	561.2583700079877	635.5763411944118	461.949086741011	557.3069831436444	499.24485240291756
BRDN0007692915	Sap18	596.0211870010754	608.7494628548174	597.5684536811248	669.826175774466	590.3815815497954	588.9784043054027
BRDN0007692914	Sap18	803.6384279178487	819.0671597479204	873.1256381524561	376.6661784195936	370.43550214889126	414.4058578769316
BRDN0007696384	Samt1b	878.3806346478872	885.6780432213959	906.9104270531557	861.7127194976551	883.0917774442318	1062.1189507003246
BRDN0007695949	Samhd1	933.319350705864	980.0434614754861	971.3126808951143	826.1781743637313	863.2470184005412	923.4398250328475
BRDN0007695948	Samhd1	584.5223859656849	545.8391840187572	584.8991578433623	280.722906557999	246.40575812582497	234.9387540719612
BRDN0007695947	Samhd1	1205.457641876773	1099.6963447519142	1212.0293018125992	998.5207182632623	1020.3513608297585	1062.1189507003246
BRDN0007695946	Samhd1	955.0393082171573	991.7620428273012	968.6732442622472	1114.007989948515	1060.0408789171397	988.7005900528367
BRDN0007695945	Samhd1	520.0013357115491	518.0846492381424	480.3774671818229	438.8516324039605	454.7757280845763	437.2471256339278
BRDN0007695944	Samhd1	443.34266214227904	453.94083552294387	486.71211510070407	289.60654284148	289.4027360538213	251.2539453269585
BRDN0007692913	Safb2	564.7188952936234	581.6116955137718	538.4450731049004	428.1912688637833	542.4234138608765	509.03396715591595
BRDN0007692912	Safb2	1145.4083475808447	1124.9838097742522	1185.1070481573543	895.470537374883	924.4350254519205	928.3343824093466
BRDN0007692911	Safb2	634.3505237857105	553.2403932935879	596.5126790279778	533.0181770088589	610.226340593486	605.2935955604
BRDN0007692910	Safb2	808.7490061558001	798.7138342421363	852.0101450895188	859.935992240959	912.8589160097677	905.4931146523504
BRDN0007692909	Safb2	960.7887087348525	1014.5824380913623	1055.24676582029	1252.5927159708183	1175.8019733386682	1231.7969397522966
BRDN0007692908	Safb2	774.2526030496285	706.8154857463229	743.7932431419653	612.9709035601877	603.6114209122558	634.6609398193951
BRDN0007695943	Ruvbl1	765.9479134129576	761.091020428414	870.4862015195889	357.12217859593545	360.51312262704596	323.04078684894665
BRDN0007695942	Ruvbl1	835.5795419050446	784.5281831320443	864.1515536007078	499.26035913163116	454.7757280845763	474.77206552042156
BRDN0007695941	Ruvbl1	664.3751709336747	626.0189511627555	604.9588762531528	191.8865437231892	210.02369987905888	194.15077593446793
BRDN0007695940	Ruvbl1	781.2796481268116	840.0372526932738	750.6557783874199	293.15999735487236	320.82360453966476	275.72673220945444
BRDN0007695939	Ruvbl1	500.19784503948773	483.5456726222663	495.6861996524524	152.79854407587288	137.25958338552667	156.62583604797413
BRDN0007695938	Ruvbl1	811.9431175545196	719.7676019772765	752.7673276937137	348.23854231245446	421.7011296784253	489.4557376499192
BRDN0007692907	Runx3	933.319350705864	1108.3310889058832	1088.5036673944162	1098.0174446382493	1103.037856845136	1076.8026228298222
BRDN0007692906	Runx3	1079.6096527672212	1084.277158762684	1163.991555094417	1238.3788979172489	1103.037856845136	1153.4840217283095
BRDN0007692905	Runx3	914.7935045932904	952.2889266948714	891.6016945825262	751.5556295824911	820.2500404725449	838.6008305068615
BRDN0007692904	Runx3	840.690120142996	861.0073456386272	853.5938070692391	643.175266924023	674.7218074854804	608.5566338113995
BRDN0007692903	Runx3	817.053695792471	820.3006946270589	833.5340886594487	620.0778125869725	682.9904570870182	681.9749944588874
BRDN0007692902	Runx3	537.249537264635	582.8452303929103	585.4270451699358	637.8450851539344	588.7278516294879	564.5056174229068
BRDN0007694407	Rtp1	677.151616528553	644.521974349832	684.1419752391676	662.7192667476812	669.7606177245578	608.5566338113995
BRDN0007694406	Rtp1	948.0122631399742	902.3307640897648	951.7808498118974	533.0181770088589	653.2233185214823	655.8706884508916
BRDN0007694405	Rtp1	1074.49907452927	1030.618391520162	962.338596343366	1531.5388952721212	1589.2344534155557	1593.9941856132368
BRDN0007694404	Rtp1	931.4028838666324	819.6839271874896	947.0298638727365	787.0901747164149	850.0171790380808	840.2323496323612
BRDN0007694403	Rtp1	929.4864170274005	1054.0555542237921	935.9442300146944	907.9076281717563	897.9753467269998	908.75615290335
BRDN0007694402	Rtp1	1388.7996361632775	1382.1758320746158	1328.1645136587542	1563.5199858926526	1501.5867676392556	1577.6789943582394
BRDN0007694401	Rrp36	431.84386110688854	474.294161028728	458.73408679231216	392.6567237298594	320.82360453966476	345.88205460594287
BRDN0007694400	Rrp36	789.5843377634825	740.7376949226299	771.2433841237838	564.9992676293904	539.1159540202614	650.9761310743925
BRDN0007694399	Rrp36	963.9828201335721	943.0374151013331	938.5836666475616	918.5679917119335	931.0499451331508	1024.594010813831
BRDN0007694398	Rrp36	870.0759450112162	844.3546247702584	827.727328067141	644.9519941807192	615.1875303544086	641.1870163213941
BRDN0007694397	Rrp36	748.0608895801279	745.6718344391836	730.5960599776296	511.6974499285045	504.3876256938028	497.61333327741784
BRDN0007694396	Rrp36	735.9232662649935	799.3306016817055	715.287327507	549.0087223191247	429.96977927996306	567.7686556739062
BRDN0007695103	Rps3	320.6887844314468	344.15623127962317	307.2304240657373	3.5534545133923925	9.9223795218453	14.683672129497575
BRDN0007695102	Rps3	800.4443165191292	733.3364856477992	644.0225384195867	465.5025412544034	443.19961864242345	448.6677595124259
BRDN0007695101	Rps3	598.5764761200511	602.5817884591252	609.7098621923136	371.33599664950503	382.0116115910441	438.8786447594275
BRDN0007695100	Rps3	396.0698134412291	464.42588199562056	452.9273262000044	72.84581752454405	82.68649601537751	83.20747540048626
BRDN0007695099	Rps3	330.2711186276056	389.7970218077453	400.1385935426613	126.14763522542994	158.7580723495248	172.94102730297143
BRDN0007695098	Rps3	458.03557457638914	431.1204402588828	414.91943868671734	245.18836142407508	305.9400352568968	238.20179232296067
BRDN0007695937	Rps25	739.756199943457	714.8334624607228	706.3132429552517	293.15999735487236	393.58772103319694	355.67116935894126
BRDN0007695936	Rps25	1145.4083475808447	1184.193483972897	1096.9498646195912	1320.108351725274	1301.485447282042	1279.1109943917888
BRDN0007695935	Rps25	661.819881814699	587.779369909464	541.6123970643409	396.2101782432518	405.1638304753498	430.72104913192885
BRDN0007695934	Rps25	469.5343756117797	400.282068280422	401.1943681958081	406.87054178342896	386.9728013519667	336.0929398529445
BRDN0007695933	Rps25	504.66960099769517	486.6295098201124	443.9532416482561	159.90545310265767	190.17894083536828	143.5736830439763
BRDN0007695932	Rps25	512.3354683546222	466.8929517538974	494.1025376727321	300.2669063816572	257.9818675679778	259.41154095445717
BRDN0007695931	Rps10	491.8931554028168	510.0666725237426	455.5667628328716	264.73236124773325	355.5519328661233	336.0929398529445
BRDN0007695930	Rps10	737.2009108244813	780.2108110550597	765.436623531476	417.53090532360613	383.66534151135164	373.6178797394383
BRDN0007695929	Rps10	748.6997118598719	749.9892065161681	729.5402853244826	314.48072443522676	281.13408645228355	295.3049617154512
BRDN0007695928	Rps10	700.1492185993341	700.0310439110615	663.5543695028036	261.17890673434084	257.9818675679778	225.1496393189628
BRDN0007695927	Rps10	506.58606783692693	492.7971842158045	441.31380501538894	129.70108973882233	201.75505027752112	158.25735517347385
BRDN0007695926	Rps10	527.6672030684762	442.83902161069796	495.15831232587897	167.01236212944244	201.75505027752112	110.94330053398167
BRDN0007692901	Rpp38	352.6298984186427	355.8748126314383	326.2343678223808	122.59418071203754	133.95212354491156	114.20633878498114
BRDN0007692900	Rpp38	910.321748635083	774.0431366593676	726.9008486916155	822.6247198503388	709.450135811939	761.9194316083741
BRDN0007692899	Rpp38	862.4100776542892	792.5461598464441	761.741412245462	426.4145416070871	423.35485959873284	349.1450928569423
BRDN0007692898	Rpp38	567.2741844125991	494.030719094943	547.4191576566487	307.37381540844194	319.1698746193572	367.09180323743936
BRDN0007692897	Rpp38	582.6059191264532	685.2286253614003	594.9290170482576	282.4996338146952	334.05344390212514	292.04192346445177
BRDN0007692896	Rpp38	739.117377663713	643.2884394706936	670.9447920748318	511.6974499285045	479.58167688918957	507.4024480304162
BRDN0007694395	Rpn2	882.2135683263507	920.8337872768412	827.727328067141	682.2632665713394	820.2500404725449	719.4999343453811
BRDN0007694394	Rpn2	444.6203067017669	457.02467272078997	496.2140869790258	248.74181593746746	254.67440772736273	238.20179232296067
BRDN0007694393	Rpn2	843.2454092619716	906.03136872718	921.1633848706384	689.3701755981241	770.6381428633184	792.918294992869
BRDN0007694392	Rpn2	962.7051755740843	1007.7979962561009	973.9521175279815	1002.0741727766547	959.1633537783791	902.230076401351
BRDN0007694391	Rpn2	749.9773564193597	733.3364856477992	732.1797219573498	284.2763610713914	256.3281376476703	301.83103821745016
BRDN0007694390	Rpn2	857.2994994163379	860.390578199058	786.5521165944133	655.6123577208964	562.2681729045671	641.1870163213941
BRDN0007695925	Rplp1	370.5169222514724	381.7790450933455	356.85183276363983	122.59418071203754	124.02974402306626	140.31064479297683
BRDN0007695924	Rplp1	679.0680833677848	686.4621602405388	604.4309889265793	497.48363187493493	463.04437768611405	554.7165026699084
BRDN0007695923	Rplp1	509.1413569559026	594.5638117447254	601.2636649671388	264.73236124773325	274.51916677105334	267.56913658195583
BRDN0007695922	Rplp1	830.4689636670932	910.3487408041645	860.9842296412671	376.6661784195936	453.12199816426875	414.4058578769316
BRDN0007695921	Rplp1	878.3806346478872	859.1570433199196	857.2890183552531	771.0996294061491	730.9486247759372	704.8162622158836
BRDN0007695920	Rplp1	771.0584916509089	775.276671538506	678.8631019734332	536.5716315222512	558.960713063952	522.0861201599138
BRDN0007692895	Rpl8	735.9232662649935	681.528020723985	706.8411302818251	300.2669063816572	343.97582342397044	267.56913658195583
BRDN0007692894	Rpl8	443.98148442202296	410.15034731352944	429.70028383077346	21.320727080354356	28.113408645228354	32.63038250999461
BRDN0007692893	Rpl8	552.581271978489	616.7674395692172	531.5825378594458	207.87708903345495	264.59678724920803	189.25621855796874
BRDN0007692892	Rpl8	413.9568372740588	390.41378924731447	446.06479095454984	142.1381805356957	210.02369987905888	190.8877376834685
BRDN0007692891	Rpl8	444.6203067017669	547.6894863374649	508.35549549021476	259.40217947764467	304.28630533658924	277.3582513349542
BRDN0007692890	Rpl8	497.00373364076813	480.4618354244202	386.413523051752	239.8581796539865	168.6804518713701	190.8877376834685
BRDN0007692889	Rpl3l	1169.6835942111138	1150.8880422361592	1039.410146023087	1337.8756242922357	1243.6049000712778	1303.5837812742848
BRDN0007692888	Rpl3l	539.8048263836106	560.6416025684184	480.90535450839633	520.5810862119855	391.9339911128894	438.8786447594275
BRDN0007692887	Rpl3l	831.7466082265811	876.4265316278577	787.0800039209868	609.4174490467954	613.5338004341011	510.66548628141567
BRDN0007692886	Rpl3l	926.292305628681	859.1570433199196	830.8946520265815	911.4610826851487	851.6709089583884	892.4409616483526
BRDN0007692885	Rpl3l	1094.3025652013314	1049.7381821468077	1081.1132448223882	1105.124353665034	1139.419915091902	1202.4295954933013
BRDN0007692884	Rpl3l	1333.2220978255566	1211.9480187535119	1237.367893488124	1291.6807156181346	1222.1064111072797	1288.9001091447872
BRDN0007692883	Rpl38	711.0091973549806	645.1387417894011	645.0783130727336	493.9301773615426	598.6502311513332	463.35143164192345
BRDN0007692882	Rpl38	540.4436486633546	488.47981213882	548.4749323097956	222.09090708702453	218.2923494805966	252.88546445245822
BRDN0007692881	Rpl38	464.42379737382834	417.55155658836003	447.6484529342701	133.2545442522147	114.10736450122096	92.99659015348465
BRDN0007692880	Rpl38	334.742874585813	421.8689286653446	400.6664808692347	69.29236301115165	66.14919681230201	83.20747540048626
BRDN0007692879	Rpl38	413.3180149943149	455.1743704020823	450.8157768937107	117.26399894194896	167.02672195106257	184.36166118146954
BRDN0007692878	Rpl38	373.711033650192	360.1921847084229	424.94929789161256	204.32363452006257	183.56402115413806	189.25621855796874
BRDN0007692877	Rpl37rt	852.8277434581304	836.9534154954277	896.352680521687	842.168719673997	768.9844129430109	776.6031037378717
BRDN0007692876	Rpl37rt	845.8006983809473	867.1750200343193	926.4422581363727	890.1403556047943	969.0857333002244	900.5985572758512
BRDN0007692875	Rpl37rt	424.8168160297054	504.51576556761967	508.8833828167882	195.43999823658157	196.79386051659847	238.20179232296067
BRDN0007692874	Rpl37rt	527.0283807887323	529.1864631503884	544.2518336972081	131.4778169955185	186.87148099475317	163.15191254997305
BRDN0007692873	Rpl37rt	480.3943543674263	582.228462953341	544.7797210237816	191.8865437231892	205.06251011813623	205.57140981296604
BRDN0007692872	Rpl37rt	542.9989377823302	587.1626024698948	544.2518336972081	143.9149077923919	157.10434242921727	141.94216391847655
BRDN0007692871	Rpl37	415.2344818335466	361.4257195875613	358.9633820699336	138.5847260223033	165.37299203075503	151.73127867147494
BRDN0007692870	Rpl37	462.5073305345966	459.49174247906683	418.0867626461579	131.4778169955185	124.02974402306626	181.0986229304701
BRDN0007692869	Rpl37	461.86850825485266	524.8690910734039	424.94929789161256	127.92436248212613	157.10434242921727	117.4693770359806
BRDN0007692868	Rpl37	533.4166035861715	627.2524860418939	653.5245102979085	501.03708638832734	530.8473044187236	512.2970054069154
BRDN0007692867	Rpl37	537.8883595443789	475.5276959078665	421.2540866055985	181.22618018301202	152.14315266829462	174.57254642847116
BRDN0007692866	Rpl37	731.451510306786	671.6597416908776	745.3769051216856	394.43345098655556	418.3936698378102	300.19951909195044
BRDN0007692865	Rpl31	534.0554258659154	563.7254397662646	546.8912703300753	183.00290743970822	162.06553219013992	158.25735517347385
BRDN0007692864	Rpl31	409.4850813158514	397.1982310825759	348.40563553846494	71.06909026784786	49.6118976092265	81.57595627498652
BRDN0007692863	Rpl31	378.1827896083994	357.1083475105768	344.71042425245093	241.6349069106827	241.44456836490232	213.7290054404647
BRDN0007692862	Rpl31	292.5806041227144	298.5154407515011	247.57915616293948	108.38036265846797	51.26562752953406	71.78684152198815
BRDN0007692861	Rpl31	497.64255592051205	442.83902161069796	453.9831008531513	177.67272566961964	107.49244481999077	141.94216391847655
BRDN0007692860	Rpl31	513.61311291411	471.82709127045115	478.26591787552917	458.39563222761865	471.3130272876518	435.6156065084281
BRDN0007692859	Rpl30	522.5566248305248	634.0369278771553	576.4529606181875	277.1694520446066	276.1728966913609	300.19951909195044
BRDN0007692858	Rpl30	606.2423434769781	559.40806768928	534.2219744923129	191.8865437231892	206.71624003844377	182.73014205596982
BRDN0007692857	Rpl30	681.6233724867604	672.8932765700159	573.8135239853203	268.2858157611256	282.78781637259107	287.1473660879526
BRDN0007692856	Rpl30	371.1557445312163	401.5156031595604	358.43549474336015	204.32363452006257	234.82964868367213	239.8333114484604
BRDN0007692855	Rpl30	395.43099116148517	306.5334174659009	337.3200016804229	120.81745345534135	100.87752513876056	125.62697266347925
BRDN0007692854	Rpl30	459.313219135877	461.9588122373437	395.9154949300738	143.9149077923919	143.87450306675686	138.6791256674771
BRDN0007695919	Rpl24	284.27591448604346	270.14413853131714	259.7205646741284	71.06909026784786	82.68649601537751	70.15532239648842
BRDN0007695918	Rpl24	327.7158295086299	277.54534780614773	280.8360577370657	154.57527133256906	175.29537155260033	179.46710380497035
BRDN0007695917	Rpl24	518.0848688723174	443.4557890502672	494.63042499930555	214.98399806023974	219.94607940090418	264.30609833095633
BRDN0007695916	Rpl24	313.6617393542637	360.80895214799204	315.6766212909122	124.37090796873373	82.68649601537751	79.9444371494868
BRDN0007695915	Rpl24	657.9869481362355	709.899322944169	677.8073273202864	422.8610870936947	395.2414509535045	409.51130050043236
BRDN0007695914	Rpl24	434.39915022586416	503.28223068848126	408.5847907678362	348.23854231245446	353.89820294581574	340.9874972294437
BRDN0007692853	Rpl23	529.583669907708	542.7553468209111	499.90929826503987	417.53090532360613	451.4682682439612	491.0872567754189
BRDN0007692852	Rpl23	455.48028545741346	426.8030681818983	441.84169234196236	133.2545442522147	163.71926211044746	166.41495080097252
BRDN0007692851	Rpl23	571.1071180910626	581.6116955137718	535.8056364720333	284.2763610713914	257.9818675679778	280.62128958595366
BRDN0007692850	Rpl23	579.4118077277335	595.7973466238639	602.3194396202856	332.2479970021887	365.4743123879686	327.9353442254458
BRDN0007692849	Rpl23	339.2146305440204	284.9465570809783	301.95155080000296	120.81745345534135	133.95212354491156	117.4693770359806
BRDN0007692848	Rpl23	728.8962211878104	725.9352763729687	594.9290170482576	408.64726904012514	429.96977927996306	345.88205460594287
BRDN0007692847	Rpl13a	424.1779937499615	461.34204479777446	451.34366422028415	122.59418071203754	157.10434242921727	195.78229505996768
BRDN0007692846	Rpl13a	548.1095160202816	526.1026259525423	493.57465034615865	273.61599753121425	180.25656131352298	212.09748631496498
BRDN0007692845	Rpl13a	412.679192714571	387.9467194890376	419.1425372993048	206.10036177675877	223.25353924151926	249.62242620145878
BRDN0007692844	Rpl13a	591.549431042868	540.9050445022035	563.2557774538517	158.12872584596147	173.64164163229276	171.3095081774717
BRDN0007692843	Rpl13a	424.1779937499615	400.89883571999115	363.71436800909447	236.3047251405941	186.87148099475317	225.1496393189628
BRDN0007692842	Rpl13a	331.5487631870934	302.83281282848566	319.3718325769262	115.48727168525275	107.49244481999077	114.20633878498114
BRDN0007695913	Rpl10	400.5415693994365	375.6113706976533	362.13070602937415	129.70108973882233	175.29537155260033	158.25735517347385
BRDN0007695912	Rpl10	463.7849750940844	429.8869053797444	392.7481709706332	159.90545310265767	193.48640067598336	154.9943169224744
BRDN0007695911	Rpl10	482.94964348640195	493.41395165537375	472.45915728322143	197.21672549327778	208.3699699587513	197.4138141854674
BRDN0007695910	Rpl10	943.5405071817668	929.4685314308103	884.7391593370716	634.291630640542	841.748529436543	773.3400654868723
BRDN0007695909	Rpl10	342.40874194274	373.76106837894565	346.8219735587447	88.83636283480982	94.26260545753036	154.9943169224744
BRDN0007695908	Rpl10	505.947245557183	582.228462953341	616.0445101111949	193.6632709798854	226.56099908213437	259.41154095445717
BRDN0007695907	Rpia	623.4905450300639	590.8632071073101	598.0963410076981	170.56581664283485	186.87148099475317	168.04646992647224
BRDN0007695906	Rpia	1115.3837004328807	1141.0197632030518	1092.1988786804302	504.59054090171975	598.6502311513332	574.2947321759052
BRDN0007695905	Rpia	881.5747460466067	887.5283455401036	796.0540884727351	820.8479925936426	730.9486247759372	708.0793004668831
BRDN0007695904	Rpia	517.4460465925736	482.31213774312783	554.8095802286767	127.92436248212613	155.45061250890973	182.73014205596982
BRDN0007695903	Rpia	657.9869481362355	786.9952528903211	765.436623531476	195.43999823658157	223.25353924151926	215.36052456596443
BRDN0007695902	Rpia	875.1865232491675	912.8158105624415	933.3047933818273	1019.8414453436167	936.0111348940734	1003.3842621823343
BRDN0007692841	Rp1	1368.996145491216	1431.517227240153	1464.3594439146996	1742.9694388189685	1855.4849705850713	1636.4136828762298
BRDN0007692840	Rp1	621.5740781908321	576.6775559972181	579.620284577628	684.0399938280356	706.1426759713239	755.3933551063752
BRDN0007692839	Rp1	767.8643802521893	601.3482535799868	734.819158590217	879.4799920646171	840.0947995162355	892.4409616483526
BRDN0007692838	Rp1	847.0783429404352	777.1269738572137	880.5160607244842	748.0021750690986	707.7964058916315	771.7085463613726
BRDN0007692837	Rp1	1065.555562612855	1068.2412053338842	977.1194414874221	788.8669019731111	813.6351207913146	812.4965244988658
BRDN0007692836	Rp1	925.653483348937	867.7917874738886	914.8287369517572	588.096721966441	631.7248295574842	709.7108195923828
BRDN0007692835	Rnf31	1133.9095465454543	1204.546809478681	1223.6428229972148	1126.4450807453884	1303.1391772023496	1199.166557242302
BRDN0007692834	Rnf31	740.3950222232008	841.2707875724122	859.4005676615469	1140.658898798958	1058.3871489968321	996.8581856803354
BRDN0007692833	Rnf31	1040.0026714230983	1046.0375775093923	1046.2726812685416	1387.6239874797293	1321.3302063257327	1533.6279779697468
BRDN0007692832	Rnf31	1131.9930797062225	1131.1514841699443	1066.3323996783322	1716.3185299685256	1746.338795844773	1757.14609816321
BRDN0007692831	Rnf31	837.4960087442764	828.9354387810279	884.7391593370716	708.9141754217823	788.8291719867015	753.7618359808755
BRDN0007692830	Rnf31	875.8253455289115	876.4265316278577	866.7909902335749	733.7883570155291	712.7575956525541	832.0747540048626
BRDN0007692829	Rnf223	882.2135683263507	891.8457176170881	871.5419761727358	1051.822535964148	1162.5721339762079	1000.1212239313348
BRDN0007692828	Rnf223	774.2526030496285	679.0609509657081	738.514369876231	700.0305391383013	764.0232231820881	776.6031037378717
BRDN0007692827	Rnf223	594.7435424415876	646.9890441081088	605.4867635797262	493.9301773615426	468.0055674470367	450.2992786379256
BRDN0007692826	Rnf223	1205.457641876773	1077.4927169274224	1129.678878867144	1135.3287170288695	1114.6139662872888	1191.0089616148034
BRDN0007692825	Rnf223	1105.8013662367218	1240.3193209736958	1204.6388792405712	1609.7148945667539	1549.5449353281745	1461.8411364477586
BRDN0007692824	Rnf223	1077.0543636482457	1152.1215771152977	1323.9414150461669	1281.0203520779576	1463.550979472182	1478.1563277027558
BRDN0007692823	Rnf220	815.1372289532393	854.8396712429351	928.025920116093	904.3541736583638	945.9335144159187	854.9160217618588
BRDN0007692822	Rnf220	1174.155350169321	1222.4330652261885	1162.93578044127	1129.9985352587807	1314.7152866445024	1176.3252894853058
BRDN0007692821	Rnf220	863.0488999340331	835.7198806162893	902.6873284405683	1042.9388996806672	1050.1184993952943	1160.0100982303084
BRDN0007692820	Rnf220	892.4347248022533	801.7976714399823	829.8388773734347	660.942539490985	730.9486247759372	701.5532239648842
BRDN0007692819	Rnf220	701.4268631588219	706.8154857463229	730.0681726510561	744.4487205557062	721.0262452540919	660.7652458273909
BRDN0007692818	Rnf220	1018.2827139118052	1067.0076704547457	1086.9200054146959	909.6843554284525	957.5096238580716	921.8083059073477
BRDN0007692817	Rnaseh2b	909.0441040755952	820.3006946270589	875.2371874587499	408.64726904012514	418.3936698378102	386.67003274343614
BRDN0007692816	Rnaseh2b	714.2033087537002	733.3364856477992	607.5983128860199	138.5847260223033	145.52823298706443	107.68026228298221
BRDN0007692815	Rnaseh2b	767.8643802521893	729.635881010384	714.7594401804266	417.53090532360613	449.81453832365366	363.8287649864399
BRDN0007692814	Rnaseh2b	845.1618761012035	822.7677643853358	975.0078921811285	218.53745257363215	281.13408645228355	257.78002182895744
BRDN0007692813	Rnaseh2b	893.7123693617411	819.6839271874896	756.9904263063011	257.62545222094843	253.02067780705516	241.4648305739601
BRDN0007692812	Rnaseh2b	1098.7743211595389	988.6782056294552	1019.3504276132967	294.9367246115686	309.2474950975119	327.9353442254458
BRDN0007695901	Rmi2	698.2327517601022	656.8573231412163	624.4907073363697	561.445813115998	553.9995233030293	587.346885179903
BRDN0007695900	Rmi2	753.8102900978231	718.534067098138	735.3470459167904	758.6625386092758	759.0620334211656	750.4987977298761
BRDN0007695899	Rmi2	1233.5658221855056	1182.9599490937585	1359.3098659265868	982.5301729529965	1094.7692072435982	1039.2776829433283
BRDN0007695898	Rmi2	1131.9930797062225	1112.0316935432986	1044.161131962248	1032.27853614049	1041.8498497937567	1036.0146446923288
BRDN0007695897	Rmi2	1114.106055873393	1011.4986008935163	991.9002866314783	856.3825377275666	757.408303500858	735.8151256003785
BRDN0007695896	Rmi2	1269.3398698511648	1159.5227863901284	1238.4236681412708	1201.0676255266287	1124.5363458091342	1226.9023823757973
BRDN0007692811	Rlim	834.9407196253007	864.7079502760425	822.4484548014067	893.6938101181867	950.8947041768414	779.8661419888712
BRDN0007692810	Rlim	801.721961078617	776.5102064176444	761.741412245462	925.6749007387183	878.1305876833092	996.8581856803354
BRDN0007692809	Rlim	1130.7154351467348	1133.001786488652	1185.1070481573543	1348.535987832413	1362.6734543334214	1259.532764885792
BRDN0007692808	Rlim	615.8246776731369	637.1207650750014	601.2636649671388	527.6879952387703	565.5756327451821	531.8752349129121
BRDN0007692807	Rlim	736.5620885447373	782.0611133737674	697.8670457300767	893.6938101181867	881.4380475239243	853.2845026363591
BRDN0007692806	Rlim	914.1546823135466	869.6420897925963	864.6794409272812	932.781809765503	845.0559892771581	871.2312130168561
BRDN0007694389	Rlf	1062.3614512141355	1033.702228718008	1039.9380333496606	1128.2218080020846	1167.5333237371303	1169.799212983307
BRDN0007694388	Rlf	774.2526030496285	744.4382995600452	876.2929621118967	982.5301729529965	1056.7334190765246	1202.4295954933013
