sgRNA	Gene	Input1_DOI_rep1	Input1_DOI_rep2	Input1_DOI_rep3	AR2480_BM	AR2481_BM	AR2482_BM	AR2483_BM
BRDN0007694814	Zscan26	1007.2619542192447	936.7553924088024	1011.9283987651136	524.6016086877348	700.4209923369382	1678.9848610503288	1461.561453784041
BRDN0007694813	Zscan26	443.1426613209993	459.2105405663542	424.32203339989735	606.1134124280602	318.16509129030857	1443.9950934793903	321.8116962460274
BRDN0007694812	Zscan26	801.2510236348039	855.7433193283871	920.6919205938045	2008.5344460116064	13768.07931015256	638.5591510079851	1944.278998153082
BRDN0007694811	Zscan26	643.0170961007972	706.0841737956199	757.7696381450385	334.4073999603091	375.38902857273814	667.5071658536804	2266.0906943991095
BRDN0007694810	Zscan26	621.97768191345	681.7805518714953	625.2595150867088	284.2462899662627	302.14238885122825	512.550145209076	574.903186522851
BRDN0007694929	Zpld2	576.8306056364343	586.6979608350078	615.12212862323	1174.6059923605856	244.91845156879867	619.8280825784175	256.4436954460531
BRDN0007694928	Zpld2	578.5838901520466	521.8883023706755	533.2989378822941	250.8055499702318	7562.715551245895	2111.5022593330705	1245.3442203687414
BRDN0007694927	Zpld2	682.9043188309762	622.9402040551936	776.9582625223376	323.9571687115494	961.3621463448171	318.42816330264856	308.4028755691096
BRDN0007694926	Zpld2	589.5419183746232	665.1517579234101	663.2747143247542	664.6347074211143	1455.7769644650089	234.9897675709385	221.24554116914382
BRDN0007694925	Zpld2	806.5108771816407	723.9921057397116	787.4576985023692	2704.5198471789995	1822.0101630725583	2094.474015306191	908.4476008611815
